,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code_x,Commune_x,Code_y,Name,Commune_y,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName
241,163298,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,163298,19,0,male,parent,88213,1,couple_with_child,,,21002A43-,Auderghem,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,Auderghem,5,Unif off campus,21001C6PB,ZONE RURALE
242,1211350,21018A20-,GEORGES HENRI (AVENUE),1211350,19,0,male,parent,673345,3,single,,,21018A20-,Woluwe Saint-Lambert,21018A20-,GEORGES HENRI (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
243,1186878,21017A230,BEGUINETTES,1186878,19,0,male,parent,659218,2,couple_no_child,,,21017A230,Watermael-Boitsfort,21017A230,BEGUINETTES,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
244,475162,21006A414,P. DUPONT (RUE),475162,19,0,male,parent,265163,3,single,,,21006A414,Evere,21006A414,P. DUPONT (RUE),Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
245,467957,21006A101,CONSCIENCE,467957,19,0,male,parent,261232,3,single,,,21006A101,Evere,21006A101,CONSCIENCE,Evere,5,Unif off campus,21016A533,MOENSBERG
246,422202,21005A051,RINSDELLE,422202,19,0,male,child,235275,1,couple_with_child,,,21005A051,Etterbeek,21005A051,RINSDELLE,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
247,908194,21013A41-,VILLAS (AVENUE DES),908194,19,0,male,parent,508354,1,couple_with_child,,,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
248,892168,21013A22-,REGIES,892168,19,0,male,child,499008,1,couple_with_child,,,21013A22-,Saint-Gilles,21013A22-,REGIES,Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
249,1272136,21018A3MJ,GULLEDELLE,1272136,19,0,male,parent,708153,3,single,,,21018A3MJ,Woluwe Saint-Lambert,21018A3MJ,GULLEDELLE,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
250,1263932,21018A13-,GROOTVELD,1263932,19,0,male,parent,703383,1,couple_with_child,,,21018A13-,Woluwe Saint-Lambert,21018A13-,GROOTVELD,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
251,164167,21002A041,VIGNETTE,164167,19,0,male,child,88833,1,couple_with_child,,,21002A041,Auderghem,21002A041,VIGNETTE,Auderghem,5,Unif off campus,21010A4MJ,VUB
252,142910,21002A130,PARC DES PRINCES,142910,19,0,male,parent,77014,1,couple_with_child,,,21002A130,Auderghem,21002A130,PARC DES PRINCES,Auderghem,5,Unif off campus,21004E800,DIVIN JESUS
253,159013,21002A10-,TRANSVAAL,159013,19,0,male,parent,85919,1,couple_with_child,,,21002A10-,Auderghem,21002A10-,TRANSVAAL,Auderghem,5,Unif off campus,21010A4MJ,VUB
254,458018,21006A201,HAUT-EVERE,458018,19,0,male,parent,255751,3,single,,,21006A201,Evere,21006A201,HAUT-EVERE,Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
255,426444,21005A11-,NOTRE-DAME DU SACRE-COEUR,426444,19,0,male,child,237833,4,single_with_child,,,21005A11-,Etterbeek,21005A11-,NOTRE-DAME DU SACRE-COEUR,Etterbeek,5,Unif off campus,21001C6PB,ZONE RURALE
256,922790,21014A14-,PRAIRIE,922790,19,0,male,parent,517164,1,couple_with_child,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,5,Unif off campus,21017A09-,FORET DE SOIGNES
257,931969,21014A12-,SAINT-LAZARE,931969,19,0,male,parent,522186,3,single,,,21014A12-,Saint-Josse-ten-Noode,21014A12-,SAINT-LAZARE,Saint-Josse-ten-Noode,5,Unif off campus,21017A09-,FORET DE SOIGNES
258,452461,21006A403,QUARTIER CICERO,452461,19,0,male,child,252994,4,single_with_child,,,21006A403,Evere,21006A403,QUARTIER CICERO,Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
259,915653,21013A51-,TOISON D'OR (AVENUE),915653,19,0,male,parent,512990,1,couple_with_child,,,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
260,1314262,21019A15-,KAPELLEVELD,1314262,19,0,male,child,731285,4,single_with_child,,,21019A15-,Woluwe Saint-Pierre,21019A15-,KAPELLEVELD,Woluwe Saint-Pierre,5,Unif off campus,21001C522,HOPITAL U.L.B.
261,398895,21005A02-,CHAMP DU ROI (RUE),398895,19,0,male,child,221589,1,couple_with_child,,,21005A02-,Etterbeek,21005A02-,CHAMP DU ROI (RUE),Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
262,1249502,21018A30-,SAINTE-FAMILLE,1249502,19,0,male,parent,695058,3,single,,,21018A30-,Woluwe Saint-Lambert,21018A30-,SAINTE-FAMILLE,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
263,884141,21013A252,DANEMARK (RUE DE),884141,19,0,male,child,494197,1,couple_with_child,,,21013A252,Saint-Gilles,21013A252,DANEMARK (RUE DE),Saint-Gilles,5,Unif off campus,21002A190,FORET DE SOIGNES
264,134799,21002A23-,TH. BALIS (PLACE),134799,19,0,male,child,72716,1,couple_with_child,,,21002A23-,Auderghem,21002A23-,TH. BALIS (PLACE),Auderghem,5,Unif off campus,21010A4MJ,VUB
265,479818,21006A22-,SAINT-EXUPERY,479818,19,0,male,parent,267962,3,single,,,21006A22-,Evere,21006A22-,SAINT-EXUPERY,Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
266,926761,21014A41-,BOSSUET,926761,19,0,male,parent,519223,3,single,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
267,472912,21006A414,P. DUPONT (RUE),472912,19,0,male,child,263997,1,couple_with_child,,,21006A414,Evere,21006A414,P. DUPONT (RUE),Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
268,393261,21005A10-,GENERAL HENRI (RUE),393261,19,0,male,parent,218269,3,single,,,21005A10-,Etterbeek,21005A10-,GENERAL HENRI (RUE),Etterbeek,5,Unif off campus,21001C6PB,ZONE RURALE
269,894924,21013A22-,REGIES,894924,19,0,male,parent,500545,3,single,,,21013A22-,Saint-Gilles,21013A22-,REGIES,Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
270,430639,21005A00-,HOTEL COMMUNAL,430639,19,0,male,child,240180,1,couple_with_child,,,21005A00-,Etterbeek,21005A00-,HOTEL COMMUNAL,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
271,890479,21013A02-,CAPOUILLET (RUE),890479,19,0,male,parent,498005,3,single,,,21013A02-,Saint-Gilles,21013A02-,CAPOUILLET (RUE),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
272,1265778,21018A82-,MARIE LA MISERABLE,1265778,19,0,male,child,704421,1,couple_with_child,,,21018A82-,Woluwe Saint-Lambert,21018A82-,MARIE LA MISERABLE,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
273,1206110,21017A451,FUTAIE,1206110,19,0,male,child,670371,1,couple_with_child,,,21017A451,Watermael-Boitsfort,21017A451,FUTAIE,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
274,1192660,21017A523,MARTIN-PECHEUR,1192660,19,0,male,parent,662692,3,single,,,21017A523,Watermael-Boitsfort,21017A523,MARTIN-PECHEUR,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
275,878137,21013A01-,ESPAGNE (RUE D'),878137,19,0,male,parent,490647,2,couple_no_child,,,21013A01-,Saint-Gilles,21013A01-,ESPAGNE (RUE D'),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
276,1247383,21018A24-,LAMBEAU (AVENUE),1247383,19,0,male,parent,693808,3,single,,,21018A24-,Woluwe Saint-Lambert,21018A24-,LAMBEAU (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
277,890480,21013A02-,CAPOUILLET (RUE),890480,19,0,male,parent,498006,3,single,,,21013A02-,Saint-Gilles,21013A02-,CAPOUILLET (RUE),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
278,926759,21014A41-,BOSSUET,926759,19,0,male,parent,519221,3,single,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
279,1250476,21018A643,DEUX MAISONS,1250476,19,0,male,child,695653,1,couple_with_child,,,21018A643,Woluwe Saint-Lambert,21018A643,DEUX MAISONS,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
280,1212216,21018A72-,ROGATIONS,1212216,19,0,male,child,673880,1,couple_with_child,,,21018A72-,Woluwe Saint-Lambert,21018A72-,ROGATIONS,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
281,1209390,21018A20-,GEORGES HENRI (AVENUE),1209390,19,0,male,child,672220,1,couple_with_child,,,21018A20-,Woluwe Saint-Lambert,21018A20-,GEORGES HENRI (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
282,1196250,21017A432,DRIES,1196250,19,0,male,parent,664826,3,single,,,21017A432,Watermael-Boitsfort,21017A432,DRIES,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
283,913781,21013A00-,HOTEL DE VILLE,913781,19,0,male,parent,511864,3,single,,,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
284,1272856,21019A231,KELLE,1272856,19,0,male,child,708607,1,couple_with_child,,,21019A231,Woluwe Saint-Pierre,21019A231,KELLE,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
285,924038,21014A41-,BOSSUET,924038,19,0,male,child,517955,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
286,159040,21002A10-,TRANSVAAL,159040,19,0,male,parent,85934,1,couple_with_child,,,21002A10-,Auderghem,21002A10-,TRANSVAAL,Auderghem,5,Unif off campus,21010A4MJ,VUB
287,1208043,21017A041,DREVE DU DUC,1208043,19,0,male,parent,671517,3,single,,,21017A041,Watermael-Boitsfort,21017A041,DREVE DU DUC,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
288,916029,21013A51-,TOISON D'OR (AVENUE),916029,19,0,male,parent,513348,3,single,,,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
289,1318310,21019A441,FAISANDERIE,1318310,19,0,male,child,733673,1,couple_with_child,,,21019A441,Woluwe Saint-Pierre,21019A441,FAISANDERIE,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
290,1215171,21018A21-,DE BROQUEVILLE (AVENUE)-NORD,1215171,19,0,male,child,675769,4,single_with_child,,,21018A21-,Woluwe Saint-Lambert,21018A21-,DE BROQUEVILLE (AVENUE)-NORD,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
291,1296313,21019A31-,BEMEL,1296313,19,0,male,child,721375,1,couple_with_child,,,21019A31-,Woluwe Saint-Pierre,21019A31-,BEMEL,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
292,873424,21013A422,CRICKX (RUE),873424,19,0,male,parent,488144,3,single,,,21013A422,Saint-Gilles,21013A422,CRICKX (RUE),Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
293,874330,21013A11-,PARME (RUE DE),874330,19,0,male,child,488588,1,couple_with_child,,,21013A11-,Saint-Gilles,21013A11-,PARME (RUE DE),Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
294,1241934,21018A62-,HEYDENBERG-OUEST,1241934,19,0,male,child,690839,1,couple_with_child,,,21018A62-,Woluwe Saint-Lambert,21018A62-,HEYDENBERG-OUEST,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
295,412460,21005A01-,SAINTE-GERTRUDE,412460,19,0,male,parent,229648,3,single,,,21005A01-,Etterbeek,21005A01-,SAINTE-GERTRUDE,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
296,1274127,21019A242,VENELLES,1274127,19,0,male,child,709289,4,single_with_child,,,21019A242,Woluwe Saint-Pierre,21019A242,VENELLES,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
297,862949,21013A242,BETHLEEM (PLACE DE),862949,19,0,male,child,482372,1,couple_with_child,,,21013A242,Saint-Gilles,21013A242,BETHLEEM (PLACE DE),Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
298,154215,21002A030,LAMMERENDRIES,154215,19,0,male,child,83504,1,couple_with_child,,,21002A030,Auderghem,21002A030,LAMMERENDRIES,Auderghem,5,Unif off campus,21010A4MJ,VUB
299,1260286,21018A42-,VERVLOESEM,1260286,19,0,male,parent,701272,2,couple_no_child,,,21018A42-,Woluwe Saint-Lambert,21018A42-,VERVLOESEM,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
300,440386,21005A12-,SAINT-ANTOINE,440386,19,0,male,parent,246055,3,single,,,21005A12-,Etterbeek,21005A12-,SAINT-ANTOINE,Etterbeek,5,Unif off campus,21004E800,DIVIN JESUS
301,1227445,21018A22-,DE BROQUEVILLE (AVENUE)-SUD,1227445,19,0,male,parent,682780,2,couple_no_child,,,21018A22-,Woluwe Saint-Lambert,21018A22-,DE BROQUEVILLE (AVENUE)-SUD,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
302,1248507,21018A30-,SAINTE-FAMILLE,1248507,19,0,male,child,694473,1,couple_with_child,,,21018A30-,Woluwe Saint-Lambert,21018A30-,SAINTE-FAMILLE,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
303,441828,21005A22-,PORTE DE TERVUEREN - L. DE LAN,441828,19,0,male,child,246971,4,single_with_child,,,21005A22-,Etterbeek,21005A22-,PORTE DE TERVUEREN - L. DE LAN,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
304,1209575,21018A20-,GEORGES HENRI (AVENUE),1209575,19,0,male,child,672297,1,couple_with_child,,,21018A20-,Woluwe Saint-Lambert,21018A20-,GEORGES HENRI (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
305,929186,21014A10-,SAINT-FRANCOIS,929186,19,0,male,parent,520355,1,couple_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
306,440407,21005A12-,SAINT-ANTOINE,440407,19,0,male,parent,246076,3,single,,,21005A12-,Etterbeek,21005A12-,SAINT-ANTOINE,Etterbeek,5,Unif off campus,21004E800,DIVIN JESUS
307,1193221,21017A624,PECHERIES,1193221,19,0,male,child,663112,1,couple_with_child,,,21017A624,Watermael-Boitsfort,21017A624,PECHERIES,Watermael-Boitsfort,5,Unif off campus,21010A4MJ,VUB
308,440404,21005A12-,SAINT-ANTOINE,440404,19,0,male,parent,246073,3,single,,,21005A12-,Etterbeek,21005A12-,SAINT-ANTOINE,Etterbeek,5,Unif off campus,21004E800,DIVIN JESUS
309,160849,21002A12-,AVENUE SCHALLER,160849,19,0,male,child,87019,1,couple_with_child,,,21002A12-,Auderghem,21002A12-,AVENUE SCHALLER,Auderghem,5,Unif off campus,21010A4MJ,VUB
310,400735,21005A02-,CHAMP DU ROI (RUE),400735,19,0,male,parent,222483,1,couple_with_child,,,21005A02-,Etterbeek,21005A02-,CHAMP DU ROI (RUE),Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
311,1278854,21019A12-,ESCRIME (AVENUE DE L'),1278854,19,0,male,child,711880,1,couple_with_child,,,21019A12-,Woluwe Saint-Pierre,21019A12-,ESCRIME (AVENUE DE L'),Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
312,1312863,21019A40-,SAINTE-ALIX,1312863,19,0,male,parent,730329,1,couple_with_child,,,21019A40-,Woluwe Saint-Pierre,21019A40-,SAINTE-ALIX,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
313,910430,21013A031,AMAZONE (RUE DE),910430,19,0,male,parent,509835,3,single,,,21013A031,Saint-Gilles,21013A031,AMAZONE (RUE DE),Saint-Gilles,5,Unif off campus,21004F9MJ,NEDER-HEEMBEEK-NORD
314,156510,21002A11-,SACRE-COEUR,156510,19,0,male,parent,84654,1,couple_with_child,,,21002A11-,Auderghem,21002A11-,SACRE-COEUR,Auderghem,5,Unif off campus,21010A4MJ,VUB
315,894926,21013A22-,REGIES,894926,19,0,male,parent,500547,3,single,,,21013A22-,Saint-Gilles,21013A22-,REGIES,Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
316,924499,21014A41-,BOSSUET,924499,19,0,male,child,518120,4,single_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
317,1245991,21018A24-,LAMBEAU (AVENUE),1245991,19,0,male,child,693059,1,couple_with_child,,,21018A24-,Woluwe Saint-Lambert,21018A24-,LAMBEAU (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
318,1182453,21017A541,LOUTRIER - WIENER,1182453,19,0,male,parent,656802,3,single,,,21017A541,Watermael-Boitsfort,21017A541,LOUTRIER - WIENER,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
319,1180941,21017A512,VANDER ELST - BIEN FAIRE,1180941,19,0,male,child,655915,1,couple_with_child,,,21017A512,Watermael-Boitsfort,21017A512,VANDER ELST - BIEN FAIRE,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
320,185291,21003A283,ZAVELENBERG,185291,19,0,male,parent,99838,1,couple_with_child,,,21003A283,Berchem Sainte-Agathe,21003A283,ZAVELENBERG,Berchem Sainte-Agathe,5,Unif off campus,21017A09-,FORET DE SOIGNES
321,1242272,21018A62-,HEYDENBERG-OUEST,1242272,19,0,male,child,690998,1,couple_with_child,,,21018A62-,Woluwe Saint-Lambert,21018A62-,HEYDENBERG-OUEST,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
322,1199939,21017A12-,LE LOGIS-NORD,1199939,19,0,male,parent,666781,1,couple_with_child,,,21017A12-,Watermael-Boitsfort,21017A12-,LE LOGIS-NORD,Watermael-Boitsfort,5,Unif off campus,21010A4MJ,VUB
323,409892,21005A01-,SAINTE-GERTRUDE,409892,19,0,male,child,228042,1,couple_with_child,,,21005A01-,Etterbeek,21005A01-,SAINTE-GERTRUDE,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
324,445597,21006A153,KEET,445597,19,0,male,child,249114,1,couple_with_child,,,21006A153,Evere,21006A153,KEET,Evere,5,Unif off campus,21016A533,MOENSBERG
325,1272134,21018A3MJ,GULLEDELLE,1272134,19,0,male,parent,708151,3,single,,,21018A3MJ,Woluwe Saint-Lambert,21018A3MJ,GULLEDELLE,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
326,154312,21002A030,LAMMERENDRIES,154312,19,0,male,child,83544,1,couple_with_child,,,21002A030,Auderghem,21002A030,LAMMERENDRIES,Auderghem,5,Unif off campus,21010A4MJ,VUB
327,462578,21006A23-,DU BONHEUR,462578,19,0,male,parent,258333,3,single,,,21006A23-,Evere,21006A23-,DU BONHEUR,Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
328,163759,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,163759,19,0,male,parent,88564,3,single,,,21002A43-,Auderghem,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,Auderghem,5,Unif off campus,21001C6PB,ZONE RURALE
329,890484,21013A02-,CAPOUILLET (RUE),890484,19,0,male,parent,498010,3,single,,,21013A02-,Saint-Gilles,21013A02-,CAPOUILLET (RUE),Saint-Gilles,5,Unif off campus,21004G3MJ,DOBBELENBERG (RUE DE)
330,417056,21005A20-,PORTE DE TERVUEREN - TONGRES,417056,19,0,male,parent,232292,3,single,,,21005A20-,Etterbeek,21005A20-,PORTE DE TERVUEREN - TONGRES,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
331,139577,21002A25-,WATERMAEL (CHAUSSEE DE),139577,19,0,male,parent,75277,3,single,,,21002A25-,Auderghem,21002A25-,WATERMAEL (CHAUSSEE DE),Auderghem,5,Unif off campus,21010A4MJ,VUB
332,422809,21005A051,RINSDELLE,422809,19,0,male,child,235566,1,couple_with_child,,,21005A051,Etterbeek,21005A051,RINSDELLE,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
333,1206555,21017A451,FUTAIE,1206555,19,0,male,parent,670550,1,couple_with_child,,,21017A451,Watermael-Boitsfort,21017A451,FUTAIE,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
334,906752,21013A41-,VILLAS (AVENUE DES),906752,19,0,male,child,507710,1,couple_with_child,,,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
335,1203578,21017A212,AVENUE DE LA TENDERIE,1203578,19,0,male,parent,668851,1,couple_with_child,,,21017A212,Watermael-Boitsfort,21017A212,AVENUE DE LA TENDERIE,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
336,926758,21014A41-,BOSSUET,926758,19,0,male,parent,519220,3,single,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
337,1296312,21019A31-,BEMEL,1296312,19,0,male,child,721375,1,couple_with_child,,,21019A31-,Woluwe Saint-Pierre,21019A31-,BEMEL,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
338,1257305,21018A43-,ROODEBEEK,1257305,19,0,male,parent,699520,3,single,,,21018A43-,Woluwe Saint-Lambert,21018A43-,ROODEBEEK,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
339,131055,21002A53-,PECHERIES,131055,19,0,male,parent,70713,3,single,,,21002A53-,Auderghem,21002A53-,PECHERIES,Auderghem,5,Unif off campus,21010A4MJ,VUB
340,455285,21006A474,COMMUNAUTES,455285,19,0,male,parent,254348,2,couple_no_child,,,21006A474,Evere,21006A474,COMMUNAUTES,Evere,5,Unif off campus,21001C522,HOPITAL U.L.B.
341,1268231,21018A87-,SAINT-LUC,1268231,19,0,male,parent,706042,3,single,,,21018A87-,Woluwe Saint-Lambert,21018A87-,SAINT-LUC,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
342,1197231,21017A01-,COIN DU BALAI,1197231,19,0,male,child,665362,1,couple_with_child,,,21017A01-,Watermael-Boitsfort,21017A01-,COIN DU BALAI,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
343,1305544,21019A14-,VAL DE SEIGNEURS,1305544,19,0,male,parent,726390,3,single,,,21019A14-,Woluwe Saint-Pierre,21019A14-,VAL DE SEIGNEURS,Woluwe Saint-Pierre,5,Unif off campus,21001C522,HOPITAL U.L.B.
344,1284235,21019A04-,EGGERICX (RUE),1284235,19,0,male,child,714848,1,couple_with_child,,,21019A04-,Woluwe Saint-Pierre,21019A04-,EGGERICX (RUE),Woluwe Saint-Pierre,5,Unif off campus,21001C522,HOPITAL U.L.B.
345,444123,21006A12-,GERMINAL I,444123,19,0,male,parent,248313,1,couple_with_child,,,21006A12-,Evere,21006A12-,GERMINAL I,Evere,5,Unif off campus,21016A533,MOENSBERG
346,870469,21013A121,GUILLAUME TELL-SUD,870469,19,0,male,parent,486535,3,single,,,21013A121,Saint-Gilles,21013A121,GUILLAUME TELL-SUD,Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
347,937208,21014A05-,HOUWAERT,937208,19,0,male,child,525000,1,couple_with_child,,,21014A05-,Saint-Josse-ten-Noode,21014A05-,HOUWAERT,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
348,430426,21005A00-,HOTEL COMMUNAL,430426,19,0,male,child,240085,1,couple_with_child,,,21005A00-,Etterbeek,21005A00-,HOTEL COMMUNAL,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
349,1262580,21018A14-,CHANCELLERIE,1262580,19,0,male,child,702620,1,couple_with_child,,,21018A14-,Woluwe Saint-Lambert,21018A14-,CHANCELLERIE,Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
350,441700,21005A22-,PORTE DE TERVUEREN - L. DE LAN,441700,19,0,male,child,246908,1,couple_with_child,,,21005A22-,Etterbeek,21005A22-,PORTE DE TERVUEREN - L. DE LAN,Etterbeek,5,Unif off campus,21001C522,HOPITAL U.L.B.
351,926339,21014A41-,BOSSUET,926339,19,0,male,parent,518829,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
352,1275053,21019A242,VENELLES,1275053,19,0,male,parent,709819,3,single,,,21019A242,Woluwe Saint-Pierre,21019A242,VENELLES,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
353,1245856,21018A24-,LAMBEAU (AVENUE),1245856,19,0,male,child,693004,1,couple_with_child,,,21018A24-,Woluwe Saint-Lambert,21018A24-,LAMBEAU (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001C522,HOPITAL U.L.B.
354,887052,21013A23-,ROI (AVENUE DU),887052,19,0,male,parent,495733,3,single,,,21013A23-,Saint-Gilles,21013A23-,ROI (AVENUE DU),Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
355,892661,21013A22-,REGIES,892661,19,0,male,child,499214,1,couple_with_child,,,21013A22-,Saint-Gilles,21013A22-,REGIES,Saint-Gilles,5,Unif off campus,21004F970,MARLY-NORD
356,1276128,21019A252,MONTGOLFIER,1276128,19,0,male,parent,710345,1,couple_with_child,,,21019A252,Woluwe Saint-Pierre,21019A252,MONTGOLFIER,Woluwe Saint-Pierre,5,Unif off campus,21001C6PB,ZONE RURALE
357,482653,21006A011,CENTRE,482653,19,0,male,parent,269303,3,single,,,21006A011,Evere,21006A011,CENTRE,Evere,5,Unif off campus,21001C5PA,MEERVELD
358,1201443,21017A13-,BOULEAUX,1201443,19,0,male,child,667724,1,couple_with_child,,,21017A13-,Watermael-Boitsfort,21017A13-,BOULEAUX,Watermael-Boitsfort,5,Unif off campus,21004E82-,CITE MODELE
359,943487,21014A05-,HOUWAERT,943487,19,0,male,parent,528189,3,single,,,21014A05-,Saint-Josse-ten-Noode,21014A05-,HOUWAERT,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
360,939053,21014A05-,HOUWAERT,939053,19,0,male,child,525714,4,single_with_child,,,21014A05-,Saint-Josse-ten-Noode,21014A05-,HOUWAERT,Saint-Josse-ten-Noode,5,Unif off campus,21016A533,MOENSBERG
