,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code,Commune
306425,330413,21004E83-,STIENON (AVENUE),330413,18,1,female,parent,184084,4,single_with_child,6,Worker,21004E83-,Bruxelles
306426,330414,21004E83-,STIENON (AVENUE),330414,18,1,female,parent,184085,4,single_with_child,6,Worker,21004E83-,Bruxelles
311020,335196,21004E130,SACRE-COEUR,335196,20,1,female,parent,186248,4,single_with_child,6,Worker,21004E130,Bruxelles
311021,335197,21004E130,SACRE-COEUR,335197,20,1,female,parent,186249,4,single_with_child,6,Worker,21004E130,Bruxelles
311022,335198,21004E130,SACRE-COEUR,335198,20,1,female,parent,186250,4,single_with_child,6,Worker,21004E130,Bruxelles
311023,335199,21004E130,SACRE-COEUR,335199,20,1,female,parent,186251,4,single_with_child,6,Worker,21004E130,Bruxelles
311024,335200,21004E130,SACRE-COEUR,335200,20,1,female,parent,186252,4,single_with_child,6,Worker,21004E130,Bruxelles
311035,335291,21004E130,SACRE-COEUR,335291,19,1,female,parent,186300,4,single_with_child,6,Worker,21004E130,Bruxelles
311036,335292,21004E130,SACRE-COEUR,335292,19,1,female,parent,186301,4,single_with_child,6,Worker,21004E130,Bruxelles
311037,335293,21004E130,SACRE-COEUR,335293,19,1,female,parent,186302,4,single_with_child,6,Worker,21004E130,Bruxelles
311048,335384,21004E130,SACRE-COEUR,335384,18,1,female,parent,186350,4,single_with_child,6,Worker,21004E130,Bruxelles
311049,335385,21004E130,SACRE-COEUR,335385,18,1,female,parent,186351,4,single_with_child,6,Worker,21004E130,Bruxelles
311050,335386,21004E130,SACRE-COEUR,335386,18,1,female,parent,186352,4,single_with_child,6,Worker,21004E130,Bruxelles
315670,340166,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,340166,20,1,female,parent,189050,4,single_with_child,6,Worker,21004E73-,Bruxelles
315673,340169,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,340169,20,1,female,parent,189051,4,single_with_child,6,Worker,21004E73-,Bruxelles
315678,340174,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,340174,20,1,female,parent,189052,4,single_with_child,6,Worker,21004E73-,Bruxelles
315680,340176,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,340176,20,1,female,parent,189053,4,single_with_child,6,Worker,21004E73-,Bruxelles
315695,340229,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,340229,19,1,female,parent,189078,4,single_with_child,6,Worker,21004E73-,Bruxelles
315697,340231,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,340231,19,1,female,parent,189079,4,single_with_child,6,Worker,21004E73-,Bruxelles
315707,340279,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,340279,18,1,female,parent,189104,4,single_with_child,6,Worker,21004E73-,Bruxelles
315708,340280,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,340280,18,1,female,parent,189105,4,single_with_child,6,Worker,21004E73-,Bruxelles
316199,340847,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,340847,18,0,male,parent,189589,4,single_with_child,6,Worker,21004E73-,Bruxelles
316209,340857,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,340857,18,0,male,parent,189594,4,single_with_child,6,Worker,21004E73-,Bruxelles
321222,345870,21004E72-,MAISON ROUGE (PLACE)-SUD,345870,20,1,female,parent,191684,4,single_with_child,6,Worker,21004E72-,Bruxelles
321223,345871,21004E72-,MAISON ROUGE (PLACE)-SUD,345871,20,1,female,parent,191685,4,single_with_child,6,Worker,21004E72-,Bruxelles
321224,345872,21004E72-,MAISON ROUGE (PLACE)-SUD,345872,20,1,female,parent,191686,4,single_with_child,6,Worker,21004E72-,Bruxelles
321225,345873,21004E72-,MAISON ROUGE (PLACE)-SUD,345873,20,1,female,parent,191687,4,single_with_child,6,Worker,21004E72-,Bruxelles
321226,345874,21004E72-,MAISON ROUGE (PLACE)-SUD,345874,20,1,female,parent,191688,4,single_with_child,6,Worker,21004E72-,Bruxelles
321227,345875,21004E72-,MAISON ROUGE (PLACE)-SUD,345875,20,1,female,parent,191689,4,single_with_child,6,Worker,21004E72-,Bruxelles
321241,345965,21004E72-,MAISON ROUGE (PLACE)-SUD,345965,19,1,female,parent,191737,4,single_with_child,6,Worker,21004E72-,Bruxelles
321242,345966,21004E72-,MAISON ROUGE (PLACE)-SUD,345966,19,1,female,parent,191738,4,single_with_child,6,Worker,21004E72-,Bruxelles
321243,345967,21004E72-,MAISON ROUGE (PLACE)-SUD,345967,19,1,female,parent,191739,4,single_with_child,6,Worker,21004E72-,Bruxelles
321257,346057,21004E72-,MAISON ROUGE (PLACE)-SUD,346057,18,1,female,parent,191787,4,single_with_child,6,Worker,21004E72-,Bruxelles
321258,346058,21004E72-,MAISON ROUGE (PLACE)-SUD,346058,18,1,female,parent,191788,4,single_with_child,6,Worker,21004E72-,Bruxelles
321259,346059,21004E72-,MAISON ROUGE (PLACE)-SUD,346059,18,1,female,parent,191789,4,single_with_child,6,Worker,21004E72-,Bruxelles
323770,348722,21004D64-,MASUI (PLACE)-NORD,348722,20,1,female,parent,193615,4,single_with_child,6,Worker,21004D64-,Bruxelles
323775,348739,21004D64-,MASUI (PLACE)-NORD,348739,19,1,female,parent,193623,4,single_with_child,6,Worker,21004D64-,Bruxelles
323781,348757,21004D64-,MASUI (PLACE)-NORD,348757,18,1,female,parent,193631,4,single_with_child,6,Worker,21004D64-,Bruxelles
324356,349356,21004E112,RUE DES CHRYSANTHEMES,349356,20,1,female,parent,193961,4,single_with_child,6,Worker,21004E112,Bruxelles
326957,351989,21004D62-,ANVERS (CHAUSSEE D')-NORD,351989,20,1,female,parent,195015,4,single_with_child,6,Worker,21004D62-,Bruxelles
326958,351990,21004D62-,ANVERS (CHAUSSEE D')-NORD,351990,20,1,female,parent,195016,4,single_with_child,6,Worker,21004D62-,Bruxelles
326959,351991,21004D62-,ANVERS (CHAUSSEE D')-NORD,351991,20,1,female,parent,195017,4,single_with_child,6,Worker,21004D62-,Bruxelles
326960,351992,21004D62-,ANVERS (CHAUSSEE D')-NORD,351992,20,1,female,parent,195018,4,single_with_child,6,Worker,21004D62-,Bruxelles
326970,352046,21004D62-,ANVERS (CHAUSSEE D')-NORD,352046,19,1,female,parent,195047,4,single_with_child,6,Worker,21004D62-,Bruxelles
326980,352100,21004D62-,ANVERS (CHAUSSEE D')-NORD,352100,18,1,female,parent,195076,4,single_with_child,6,Worker,21004D62-,Bruxelles
327486,352694,21004D62-,ANVERS (CHAUSSEE D')-NORD,352694,18,0,male,parent,195610,4,single_with_child,6,Worker,21004D62-,Bruxelles
328694,353902,21004E211,RUE DE WAND,353902,20,1,female,parent,196301,4,single_with_child,6,Worker,21004E211,Bruxelles
329361,354625,21004D631,ALLEE VERTE - BASSIN VERGOTE,354625,20,1,female,parent,196737,4,single_with_child,6,Worker,21004D631,Bruxelles
333676,358996,21004E12-,PRINCE LEOPOLD (SQUARE),358996,20,1,female,parent,198540,4,single_with_child,6,Worker,21004E12-,Bruxelles
333677,358997,21004E12-,PRINCE LEOPOLD (SQUARE),358997,20,1,female,parent,198541,4,single_with_child,6,Worker,21004E12-,Bruxelles
333678,358998,21004E12-,PRINCE LEOPOLD (SQUARE),358998,20,1,female,parent,198542,4,single_with_child,6,Worker,21004E12-,Bruxelles
333679,358999,21004E12-,PRINCE LEOPOLD (SQUARE),358999,20,1,female,parent,198543,4,single_with_child,6,Worker,21004E12-,Bruxelles
333680,359000,21004E12-,PRINCE LEOPOLD (SQUARE),359000,20,1,female,parent,198544,4,single_with_child,6,Worker,21004E12-,Bruxelles
333681,359001,21004E12-,PRINCE LEOPOLD (SQUARE),359001,20,1,female,parent,198545,4,single_with_child,6,Worker,21004E12-,Bruxelles
333692,359088,21004E12-,PRINCE LEOPOLD (SQUARE),359088,19,1,female,parent,198591,4,single_with_child,6,Worker,21004E12-,Bruxelles
333693,359089,21004E12-,PRINCE LEOPOLD (SQUARE),359089,19,1,female,parent,198592,4,single_with_child,6,Worker,21004E12-,Bruxelles
333694,359090,21004E12-,PRINCE LEOPOLD (SQUARE),359090,19,1,female,parent,198593,4,single_with_child,6,Worker,21004E12-,Bruxelles
333695,359091,21004E12-,PRINCE LEOPOLD (SQUARE),359091,19,1,female,parent,198594,4,single_with_child,6,Worker,21004E12-,Bruxelles
333706,359178,21004E12-,PRINCE LEOPOLD (SQUARE),359178,18,1,female,parent,198640,4,single_with_child,6,Worker,21004E12-,Bruxelles
333707,359179,21004E12-,PRINCE LEOPOLD (SQUARE),359179,18,1,female,parent,198641,4,single_with_child,6,Worker,21004E12-,Bruxelles
333708,359180,21004E12-,PRINCE LEOPOLD (SQUARE),359180,18,1,female,parent,198642,4,single_with_child,6,Worker,21004E12-,Bruxelles
333709,359181,21004E12-,PRINCE LEOPOLD (SQUARE),359181,18,1,female,parent,198643,4,single_with_child,6,Worker,21004E12-,Bruxelles
337290,362938,21004E800,DIVIN JESUS,362938,20,1,female,parent,201146,4,single_with_child,6,Worker,21004E800,Bruxelles
337295,362975,21004E800,DIVIN JESUS,362975,19,1,female,parent,201165,4,single_with_child,6,Worker,21004E800,Bruxelles
337296,362976,21004E800,DIVIN JESUS,362976,19,1,female,parent,201166,4,single_with_child,6,Worker,21004E800,Bruxelles
337301,363013,21004E800,DIVIN JESUS,363013,18,1,female,parent,201185,4,single_with_child,6,Worker,21004E800,Bruxelles
337302,363014,21004E800,DIVIN JESUS,363014,18,1,female,parent,201186,4,single_with_child,6,Worker,21004E800,Bruxelles
339791,365663,21004E101,PARVIS NOTRE DAME,365663,20,1,female,parent,202509,4,single_with_child,6,Worker,21004E101,Bruxelles
339793,365665,21004E101,PARVIS NOTRE DAME,365665,20,1,female,parent,202510,4,single_with_child,6,Worker,21004E101,Bruxelles
339800,365700,21004E101,PARVIS NOTRE DAME,365700,19,1,female,parent,202528,4,single_with_child,6,Worker,21004E101,Bruxelles
339805,365733,21004E101,PARVIS NOTRE DAME,365733,18,1,female,parent,202546,4,single_with_child,6,Worker,21004E101,Bruxelles
342343,368327,21004A811,QUAI DU COMMERCE,368327,20,1,female,parent,203978,4,single_with_child,6,Worker,21004A811,Bruxelles
342344,368328,21004A811,QUAI DU COMMERCE,368328,20,1,female,parent,203979,4,single_with_child,6,Worker,21004A811,Bruxelles
342353,368371,21004A811,QUAI DU COMMERCE,368371,19,1,female,parent,204004,4,single_with_child,6,Worker,21004A811,Bruxelles
342354,368372,21004A811,QUAI DU COMMERCE,368372,19,1,female,parent,204005,4,single_with_child,6,Worker,21004A811,Bruxelles
342363,368415,21004A811,QUAI DU COMMERCE,368415,18,1,female,parent,204030,4,single_with_child,6,Worker,21004A811,Bruxelles
342364,368416,21004A811,QUAI DU COMMERCE,368416,18,1,female,parent,204031,4,single_with_child,6,Worker,21004A811,Bruxelles
344012,370132,21004D672,QUAI DE WILLEBROECK,370132,20,1,female,parent,205211,4,single_with_child,6,Worker,21004D672,Bruxelles
344017,370153,21004D672,QUAI DE WILLEBROECK,370153,19,1,female,parent,205223,4,single_with_child,6,Worker,21004D672,Bruxelles
344022,370174,21004D672,QUAI DE WILLEBROECK,370174,18,1,female,parent,205235,4,single_with_child,6,Worker,21004D672,Bruxelles
346450,372634,21004E14-,ECOLE DES CADETS,372634,20,1,female,parent,206306,4,single_with_child,6,Worker,21004E14-,Bruxelles
346451,372635,21004E14-,ECOLE DES CADETS,372635,20,1,female,parent,206307,4,single_with_child,6,Worker,21004E14-,Bruxelles
346457,372695,21004E14-,ECOLE DES CADETS,372695,19,1,female,parent,206339,4,single_with_child,6,Worker,21004E14-,Bruxelles
346458,372696,21004E14-,ECOLE DES CADETS,372696,19,1,female,parent,206340,4,single_with_child,6,Worker,21004E14-,Bruxelles
346464,372756,21004E14-,ECOLE DES CADETS,372756,18,1,female,parent,206372,4,single_with_child,6,Worker,21004E14-,Bruxelles
346465,372757,21004E14-,ECOLE DES CADETS,372757,18,1,female,parent,206373,4,single_with_child,6,Worker,21004E14-,Bruxelles
349238,375638,21004F522,AVENUE DE VERSAILLES,375638,20,1,female,parent,208062,4,single_with_child,6,Worker,21004F522,Bruxelles
349239,375639,21004F522,AVENUE DE VERSAILLES,375639,20,1,female,parent,208063,4,single_with_child,6,Worker,21004F522,Bruxelles
349243,375729,21004F522,AVENUE DE VERSAILLES,375729,19,1,female,parent,208109,4,single_with_child,6,Worker,21004F522,Bruxelles
349244,375730,21004F522,AVENUE DE VERSAILLES,375730,19,1,female,parent,208110,4,single_with_child,6,Worker,21004F522,Bruxelles
349248,375820,21004F522,AVENUE DE VERSAILLES,375820,18,1,female,parent,208156,4,single_with_child,6,Worker,21004F522,Bruxelles
349249,375821,21004F522,AVENUE DE VERSAILLES,375821,18,1,female,parent,208157,4,single_with_child,6,Worker,21004F522,Bruxelles
352592,379336,21004E82-,CITE MODELE,379336,20,1,female,parent,209984,4,single_with_child,6,Worker,21004E82-,Bruxelles
352593,379337,21004E82-,CITE MODELE,379337,20,1,female,parent,209985,4,single_with_child,6,Worker,21004E82-,Bruxelles
352594,379338,21004E82-,CITE MODELE,379338,20,1,female,parent,209986,4,single_with_child,6,Worker,21004E82-,Bruxelles
352595,379339,21004E82-,CITE MODELE,379339,20,1,female,parent,209987,4,single_with_child,6,Worker,21004E82-,Bruxelles
352596,379340,21004E82-,CITE MODELE,379340,20,1,female,parent,209988,4,single_with_child,6,Worker,21004E82-,Bruxelles
352603,379407,21004E82-,CITE MODELE,379407,19,1,female,parent,210023,4,single_with_child,6,Worker,21004E82-,Bruxelles
352604,379408,21004E82-,CITE MODELE,379408,19,1,female,parent,210024,4,single_with_child,6,Worker,21004E82-,Bruxelles
352605,379409,21004E82-,CITE MODELE,379409,19,1,female,parent,210025,4,single_with_child,6,Worker,21004E82-,Bruxelles
352606,379410,21004E82-,CITE MODELE,379410,19,1,female,parent,210026,4,single_with_child,6,Worker,21004E82-,Bruxelles
352613,379477,21004E82-,CITE MODELE,379477,18,1,female,parent,210061,4,single_with_child,6,Worker,21004E82-,Bruxelles
352614,379478,21004E82-,CITE MODELE,379478,18,1,female,parent,210062,4,single_with_child,6,Worker,21004E82-,Bruxelles
352615,379479,21004E82-,CITE MODELE,379479,18,1,female,parent,210063,4,single_with_child,6,Worker,21004E82-,Bruxelles
352616,379480,21004E82-,CITE MODELE,379480,18,1,female,parent,210064,4,single_with_child,6,Worker,21004E82-,Bruxelles
355777,382761,21004E222,MUTSAARD (AVENUE),382761,20,1,female,parent,212183,4,single_with_child,6,Worker,21004E222,Bruxelles
355782,382766,21004E222,MUTSAARD (AVENUE),382766,20,1,female,parent,212184,4,single_with_child,6,Worker,21004E222,Bruxelles
355793,382859,21004E222,MUTSAARD (AVENUE),382859,19,1,female,parent,212230,4,single_with_child,6,Worker,21004E222,Bruxelles
355795,382861,21004E222,MUTSAARD (AVENUE),382861,19,1,female,parent,212231,4,single_with_child,6,Worker,21004E222,Bruxelles
355797,382863,21004E222,MUTSAARD (AVENUE),382863,19,1,female,parent,212232,4,single_with_child,6,Worker,21004E222,Bruxelles
355804,382952,21004E222,MUTSAARD (AVENUE),382952,18,1,female,parent,212278,4,single_with_child,6,Worker,21004E222,Bruxelles
355805,382953,21004E222,MUTSAARD (AVENUE),382953,18,1,female,parent,212279,4,single_with_child,6,Worker,21004E222,Bruxelles
355806,382954,21004E222,MUTSAARD (AVENUE),382954,18,1,female,parent,212280,4,single_with_child,6,Worker,21004E222,Bruxelles
357451,384763,21004E81-,DISQUE (RUE DU),384763,20,1,female,parent,213394,4,single_with_child,6,Worker,21004E81-,Bruxelles
357463,384813,21004E81-,DISQUE (RUE DU),384813,19,1,female,parent,213417,4,single_with_child,6,Worker,21004E81-,Bruxelles
357473,384861,21004E81-,DISQUE (RUE DU),384861,18,1,female,parent,213440,4,single_with_child,6,Worker,21004E81-,Bruxelles
358676,386140,21004D600,PARVIS SAINT-ROCH,386140,20,1,female,parent,214241,4,single_with_child,6,Worker,21004D600,Bruxelles
358681,386165,21004D600,PARVIS SAINT-ROCH,386165,19,1,female,parent,214253,4,single_with_child,6,Worker,21004D600,Bruxelles
358683,386167,21004D600,PARVIS SAINT-ROCH,386167,19,1,female,parent,214254,4,single_with_child,6,Worker,21004D600,Bruxelles
358686,386190,21004D600,PARVIS SAINT-ROCH,386190,18,1,female,parent,214266,4,single_with_child,6,Worker,21004D600,Bruxelles
358687,386191,21004D600,PARVIS SAINT-ROCH,386191,18,1,female,parent,214267,4,single_with_child,6,Worker,21004D600,Bruxelles
361355,388899,21004D610,ANVERS (CHAUSSEE D')-SUD,388899,20,1,female,parent,215599,4,single_with_child,6,Worker,21004D610,Bruxelles
361357,388901,21004D610,ANVERS (CHAUSSEE D')-SUD,388901,20,1,female,parent,215600,4,single_with_child,6,Worker,21004D610,Bruxelles
361359,388903,21004D610,ANVERS (CHAUSSEE D')-SUD,388903,20,1,female,parent,215601,4,single_with_child,6,Worker,21004D610,Bruxelles
361366,388938,21004D610,ANVERS (CHAUSSEE D')-SUD,388938,19,1,female,parent,215619,4,single_with_child,6,Worker,21004D610,Bruxelles
361369,388941,21004D610,ANVERS (CHAUSSEE D')-SUD,388941,19,1,female,parent,215620,4,single_with_child,6,Worker,21004D610,Bruxelles
361372,388944,21004D610,ANVERS (CHAUSSEE D')-SUD,388944,19,1,female,parent,215621,4,single_with_child,6,Worker,21004D610,Bruxelles
361379,388979,21004D610,ANVERS (CHAUSSEE D')-SUD,388979,18,1,female,parent,215639,4,single_with_child,6,Worker,21004D610,Bruxelles
361380,388980,21004D610,ANVERS (CHAUSSEE D')-SUD,388980,18,1,female,parent,215640,4,single_with_child,6,Worker,21004D610,Bruxelles
361381,388981,21004D610,ANVERS (CHAUSSEE D')-SUD,388981,18,1,female,parent,215641,4,single_with_child,6,Worker,21004D610,Bruxelles
364895,392551,21005A10-,GENERAL HENRI (RUE),392551,20,1,female,parent,217675,4,single_with_child,6,Worker,21005A10-,Etterbeek
364896,392552,21005A10-,GENERAL HENRI (RUE),392552,20,1,female,parent,217676,4,single_with_child,6,Worker,21005A10-,Etterbeek
364897,392553,21005A10-,GENERAL HENRI (RUE),392553,20,1,female,parent,217677,4,single_with_child,6,Worker,21005A10-,Etterbeek
364898,392554,21005A10-,GENERAL HENRI (RUE),392554,20,1,female,parent,217678,4,single_with_child,6,Worker,21005A10-,Etterbeek
364911,392621,21005A10-,GENERAL HENRI (RUE),392621,19,1,female,parent,217716,4,single_with_child,6,Worker,21005A10-,Etterbeek
364912,392622,21005A10-,GENERAL HENRI (RUE),392622,19,1,female,parent,217717,4,single_with_child,6,Worker,21005A10-,Etterbeek
364913,392623,21005A10-,GENERAL HENRI (RUE),392623,19,1,female,parent,217718,4,single_with_child,6,Worker,21005A10-,Etterbeek
364926,392690,21005A10-,GENERAL HENRI (RUE),392690,18,1,female,parent,217756,4,single_with_child,6,Worker,21005A10-,Etterbeek
364927,392691,21005A10-,GENERAL HENRI (RUE),392691,18,1,female,parent,217757,4,single_with_child,6,Worker,21005A10-,Etterbeek
364928,392692,21005A10-,GENERAL HENRI (RUE),392692,18,1,female,parent,217758,4,single_with_child,6,Worker,21005A10-,Etterbeek
368975,396847,21005A042,PH. BAUCQ (RUE),396847,20,1,female,parent,219997,4,single_with_child,6,Worker,21005A042,Etterbeek
368976,396848,21005A042,PH. BAUCQ (RUE),396848,20,1,female,parent,219998,4,single_with_child,6,Worker,21005A042,Etterbeek
368977,396849,21005A042,PH. BAUCQ (RUE),396849,20,1,female,parent,219999,4,single_with_child,6,Worker,21005A042,Etterbeek
368978,396850,21005A042,PH. BAUCQ (RUE),396850,20,1,female,parent,220000,4,single_with_child,6,Worker,21005A042,Etterbeek
368998,396922,21005A042,PH. BAUCQ (RUE),396922,19,1,female,parent,220044,4,single_with_child,6,Worker,21005A042,Etterbeek
368999,396923,21005A042,PH. BAUCQ (RUE),396923,19,1,female,parent,220045,4,single_with_child,6,Worker,21005A042,Etterbeek
369019,396995,21005A042,PH. BAUCQ (RUE),396995,18,1,female,parent,220089,4,single_with_child,6,Worker,21005A042,Etterbeek
369020,396996,21005A042,PH. BAUCQ (RUE),396996,18,1,female,parent,220090,4,single_with_child,6,Worker,21005A042,Etterbeek
372524,400604,21005A02-,CHAMP DU ROI (RUE),400604,20,1,female,parent,222404,4,single_with_child,6,Worker,21005A02-,Etterbeek
372525,400605,21005A02-,CHAMP DU ROI (RUE),400605,20,1,female,parent,222405,4,single_with_child,6,Worker,21005A02-,Etterbeek
372526,400606,21005A02-,CHAMP DU ROI (RUE),400606,20,1,female,parent,222406,4,single_with_child,6,Worker,21005A02-,Etterbeek
372540,400652,21005A02-,CHAMP DU ROI (RUE),400652,19,1,female,parent,222435,4,single_with_child,6,Worker,21005A02-,Etterbeek
372554,400698,21005A02-,CHAMP DU ROI (RUE),400698,18,1,female,parent,222464,4,single_with_child,6,Worker,21005A02-,Etterbeek
374740,402948,21005A33-,CARDINAL LAVIGERIE (RUE),402948,20,1,female,parent,223939,4,single_with_child,6,Worker,21005A33-,Etterbeek
374748,402982,21005A33-,CARDINAL LAVIGERIE (RUE),402982,19,1,female,parent,223959,4,single_with_child,6,Worker,21005A33-,Etterbeek
374756,403016,21005A33-,CARDINAL LAVIGERIE (RUE),403016,18,1,female,parent,223979,4,single_with_child,6,Worker,21005A33-,Etterbeek
377496,405808,21005A14-,ARMEE (AVENUE DE L'),405808,20,1,female,parent,225541,4,single_with_child,6,Worker,21005A14-,Etterbeek
377497,405809,21005A14-,ARMEE (AVENUE DE L'),405809,20,1,female,parent,225542,4,single_with_child,6,Worker,21005A14-,Etterbeek
377510,405900,21005A14-,ARMEE (AVENUE DE L'),405900,19,1,female,parent,225592,4,single_with_child,6,Worker,21005A14-,Etterbeek
377511,405901,21005A14-,ARMEE (AVENUE DE L'),405901,19,1,female,parent,225593,4,single_with_child,6,Worker,21005A14-,Etterbeek
377524,405992,21005A14-,ARMEE (AVENUE DE L'),405992,18,1,female,parent,225643,4,single_with_child,6,Worker,21005A14-,Etterbeek
377525,405993,21005A14-,ARMEE (AVENUE DE L'),405993,18,1,female,parent,225644,4,single_with_child,6,Worker,21005A14-,Etterbeek
379487,408111,21005A13-,LA CHASSE,408111,20,1,female,parent,226941,4,single_with_child,6,Worker,21005A13-,Etterbeek
379497,408141,21005A13-,LA CHASSE,408141,19,1,female,parent,226959,4,single_with_child,6,Worker,21005A13-,Etterbeek
379507,408171,21005A13-,LA CHASSE,408171,18,1,female,parent,226977,4,single_with_child,6,Worker,21005A13-,Etterbeek
382833,411569,21005A01-,SAINTE-GERTRUDE,411569,20,1,female,parent,228877,4,single_with_child,6,Worker,21005A01-,Etterbeek
382834,411570,21005A01-,SAINTE-GERTRUDE,411570,20,1,female,parent,228878,4,single_with_child,6,Worker,21005A01-,Etterbeek
382852,411644,21005A01-,SAINTE-GERTRUDE,411644,19,1,female,parent,228922,4,single_with_child,6,Worker,21005A01-,Etterbeek
382853,411645,21005A01-,SAINTE-GERTRUDE,411645,19,1,female,parent,228923,4,single_with_child,6,Worker,21005A01-,Etterbeek
382871,411719,21005A01-,SAINTE-GERTRUDE,411719,18,1,female,parent,228967,4,single_with_child,6,Worker,21005A01-,Etterbeek
382872,411720,21005A01-,SAINTE-GERTRUDE,411720,18,1,female,parent,228968,4,single_with_child,6,Worker,21005A01-,Etterbeek
385803,414787,21005A311,CASERNE (Etterbeek),414787,20,1,female,parent,230872,4,single_with_child,6,Worker,21005A311,Etterbeek
385819,414843,21005A311,CASERNE (Etterbeek),414843,19,1,female,parent,230898,4,single_with_child,6,Worker,21005A311,Etterbeek
385822,414846,21005A311,CASERNE (Etterbeek),414846,19,1,female,parent,230899,4,single_with_child,6,Worker,21005A311,Etterbeek
385831,414895,21005A311,CASERNE (Etterbeek),414895,18,1,female,parent,230925,4,single_with_child,6,Worker,21005A311,Etterbeek
385832,414896,21005A311,CASERNE (Etterbeek),414896,18,1,female,parent,230926,4,single_with_child,6,Worker,21005A311,Etterbeek
387420,416564,21005A20-,PORTE DE TERVUEREN - TONGRES,416564,20,1,female,parent,231892,4,single_with_child,6,Worker,21005A20-,Etterbeek
387430,416616,21005A20-,PORTE DE TERVUEREN - TONGRES,416616,19,1,female,parent,231921,4,single_with_child,6,Worker,21005A20-,Etterbeek
387440,416668,21005A20-,PORTE DE TERVUEREN - TONGRES,416668,18,1,female,parent,231950,4,single_with_child,6,Worker,21005A20-,Etterbeek
389448,418760,21005A15-,SAINT-MICHEL COLLEGE,418760,20,1,female,parent,233163,4,single_with_child,6,Worker,21005A15-,Etterbeek
389460,418816,21005A15-,SAINT-MICHEL COLLEGE,418816,19,1,female,parent,233194,4,single_with_child,6,Worker,21005A15-,Etterbeek
389461,418817,21005A15-,SAINT-MICHEL COLLEGE,418817,19,1,female,parent,233195,4,single_with_child,6,Worker,21005A15-,Etterbeek
389473,418873,21005A15-,SAINT-MICHEL COLLEGE,418873,18,1,female,parent,233226,4,single_with_child,6,Worker,21005A15-,Etterbeek
389474,418874,21005A15-,SAINT-MICHEL COLLEGE,418874,18,1,female,parent,233227,4,single_with_child,6,Worker,21005A15-,Etterbeek
391287,420775,21005A031,MAELBEEK,420775,20,1,female,parent,234360,4,single_with_child,6,Worker,21005A031,Etterbeek
391296,420820,21005A031,MAELBEEK,420820,19,1,female,parent,234385,4,single_with_child,6,Worker,21005A031,Etterbeek
391297,420821,21005A031,MAELBEEK,420821,19,1,female,parent,234386,4,single_with_child,6,Worker,21005A031,Etterbeek
391306,420866,21005A031,MAELBEEK,420866,18,1,female,parent,234411,4,single_with_child,6,Worker,21005A031,Etterbeek
391307,420867,21005A031,MAELBEEK,420867,18,1,female,parent,234412,4,single_with_child,6,Worker,21005A031,Etterbeek
394856,424488,21005A051,RINSDELLE,424488,20,1,female,parent,236331,4,single_with_child,6,Worker,21005A051,Etterbeek
394857,424489,21005A051,RINSDELLE,424489,20,1,female,parent,236332,4,single_with_child,6,Worker,21005A051,Etterbeek
394858,424490,21005A051,RINSDELLE,424490,20,1,female,parent,236333,4,single_with_child,6,Worker,21005A051,Etterbeek
394872,424576,21005A051,RINSDELLE,424576,19,1,female,parent,236381,4,single_with_child,6,Worker,21005A051,Etterbeek
394873,424577,21005A051,RINSDELLE,424577,19,1,female,parent,236382,4,single_with_child,6,Worker,21005A051,Etterbeek
394887,424663,21005A051,RINSDELLE,424663,18,1,female,parent,236430,4,single_with_child,6,Worker,21005A051,Etterbeek
394888,424664,21005A051,RINSDELLE,424664,18,1,female,parent,236431,4,single_with_child,6,Worker,21005A051,Etterbeek
398803,428723,21005A11-,NOTRE-DAME DU SACRE-COEUR,428723,20,1,female,parent,238917,4,single_with_child,6,Worker,21005A11-,Etterbeek
398804,428724,21005A11-,NOTRE-DAME DU SACRE-COEUR,428724,20,1,female,parent,238918,4,single_with_child,6,Worker,21005A11-,Etterbeek
398805,428725,21005A11-,NOTRE-DAME DU SACRE-COEUR,428725,20,1,female,parent,238919,4,single_with_child,6,Worker,21005A11-,Etterbeek
398816,428788,21005A11-,NOTRE-DAME DU SACRE-COEUR,428788,19,1,female,parent,238955,4,single_with_child,6,Worker,21005A11-,Etterbeek
398817,428789,21005A11-,NOTRE-DAME DU SACRE-COEUR,428789,19,1,female,parent,238956,4,single_with_child,6,Worker,21005A11-,Etterbeek
398828,428852,21005A11-,NOTRE-DAME DU SACRE-COEUR,428852,18,1,female,parent,238992,4,single_with_child,6,Worker,21005A11-,Etterbeek
398829,428853,21005A11-,NOTRE-DAME DU SACRE-COEUR,428853,18,1,female,parent,238993,4,single_with_child,6,Worker,21005A11-,Etterbeek
