,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code_x,Commune_x,Code_y,Name,Commune_y,WorkID,WorkType
616,479316,21006A22-,SAINT-EXUPERY,479316,18,0,male,parent,267592,1,couple_with_child,,,21006A22-,Evere,21006A22-,SAINT-EXUPERY,Evere,6,Worker
617,479318,21006A22-,SAINT-EXUPERY,479318,18,0,male,parent,267593,1,couple_with_child,,,21006A22-,Evere,21006A22-,SAINT-EXUPERY,Evere,6,Worker
618,479320,21006A22-,SAINT-EXUPERY,479320,18,0,male,parent,267594,1,couple_with_child,,,21006A22-,Evere,21006A22-,SAINT-EXUPERY,Evere,6,Worker
621,479819,21006A22-,SAINT-EXUPERY,479819,18,0,male,parent,267963,3,single,,,21006A22-,Evere,21006A22-,SAINT-EXUPERY,Evere,6,Worker
622,479820,21006A22-,SAINT-EXUPERY,479820,18,0,male,parent,267964,3,single,,,21006A22-,Evere,21006A22-,SAINT-EXUPERY,Evere,6,Worker
624,478309,21006A22-,SAINT-EXUPERY,478309,18,0,male,child,267160,1,couple_with_child,,,21006A22-,Evere,21006A22-,SAINT-EXUPERY,Evere,6,Worker
626,482656,21006A011,CENTRE,482656,18,0,male,parent,269306,3,single,,,21006A011,Evere,21006A011,CENTRE,Evere,6,Worker
627,480400,21006A011,CENTRE,480400,18,0,male,child,268305,1,couple_with_child,,,21006A011,Evere,21006A011,CENTRE,Evere,6,Worker
628,480602,21006A011,CENTRE,480602,18,0,male,child,268374,1,couple_with_child,,,21006A011,Evere,21006A011,CENTRE,Evere,6,Worker
629,480630,21006A011,CENTRE,480630,18,0,male,child,268386,1,couple_with_child,,,21006A011,Evere,21006A011,CENTRE,Evere,6,Worker
630,480780,21006A011,CENTRE,480780,18,0,male,child,268437,1,couple_with_child,,,21006A011,Evere,21006A011,CENTRE,Evere,6,Worker
631,480882,21006A011,CENTRE,480882,18,0,male,child,268474,1,couple_with_child,,,21006A011,Evere,21006A011,CENTRE,Evere,6,Worker
632,480907,21006A011,CENTRE,480907,18,0,male,child,268486,1,couple_with_child,,,21006A011,Evere,21006A011,CENTRE,Evere,6,Worker
633,481030,21006A011,CENTRE,481030,18,0,male,child,268528,1,couple_with_child,,,21006A011,Evere,21006A011,CENTRE,Evere,6,Worker
634,481350,21006A011,CENTRE,481350,18,0,male,child,268646,4,single_with_child,,,21006A011,Evere,21006A011,CENTRE,Evere,6,Worker
635,484275,21006A142,ED. DEKNOOP (RUE),484275,19,0,male,parent,270207,3,single,,,21006A142,Evere,21006A142,ED. DEKNOOP (RUE),Evere,6,Worker
636,484276,21006A142,ED. DEKNOOP (RUE),484276,18,0,male,parent,270208,3,single,,,21006A142,Evere,21006A142,ED. DEKNOOP (RUE),Evere,6,Worker
637,483235,21006A142,ED. DEKNOOP (RUE),483235,19,0,male,child,269705,1,couple_with_child,,,21006A142,Evere,21006A142,ED. DEKNOOP (RUE),Evere,6,Worker
640,485653,21006A042,KERKHOEK,485653,18,0,male,parent,270884,3,single,,,21006A042,Evere,21006A042,KERKHOEK,Evere,6,Worker
641,484839,21006A042,KERKHOEK,484839,18,0,male,child,270516,1,couple_with_child,,,21006A042,Evere,21006A042,KERKHOEK,Evere,6,Worker
642,484933,21006A042,KERKHOEK,484933,18,0,male,child,270549,1,couple_with_child,,,21006A042,Evere,21006A042,KERKHOEK,Evere,6,Worker
644,488269,21006A052,CHAMP DE REPOS,488269,19,0,male,parent,272203,3,single,,,21006A052,Evere,21006A052,CHAMP DE REPOS,Evere,6,Worker
645,488272,21006A052,CHAMP DE REPOS,488272,18,0,male,parent,272206,3,single,,,21006A052,Evere,21006A052,CHAMP DE REPOS,Evere,6,Worker
647,486205,21006A052,CHAMP DE REPOS,486205,18,0,male,child,271211,1,couple_with_child,,,21006A052,Evere,21006A052,CHAMP DE REPOS,Evere,6,Worker
690,582127,21009A20-,PETITE SUISSE (PLACE DE LA),582127,18,0,male,parent,323557,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
691,582129,21009A20-,PETITE SUISSE (PLACE DE LA),582129,18,0,male,parent,323559,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
692,582130,21009A20-,PETITE SUISSE (PLACE DE LA),582130,18,0,male,parent,323560,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
693,582131,21009A20-,PETITE SUISSE (PLACE DE LA),582131,18,0,male,parent,323561,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
694,582132,21009A20-,PETITE SUISSE (PLACE DE LA),582132,18,0,male,parent,323562,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
695,582133,21009A20-,PETITE SUISSE (PLACE DE LA),582133,18,0,male,parent,323563,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
696,582134,21009A20-,PETITE SUISSE (PLACE DE LA),582134,18,0,male,parent,323564,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
697,582135,21009A20-,PETITE SUISSE (PLACE DE LA),582135,18,0,male,parent,323565,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
698,582136,21009A20-,PETITE SUISSE (PLACE DE LA),582136,18,0,male,parent,323566,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
699,582137,21009A20-,PETITE SUISSE (PLACE DE LA),582137,18,0,male,parent,323567,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
700,582138,21009A20-,PETITE SUISSE (PLACE DE LA),582138,18,0,male,parent,323568,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
701,582139,21009A20-,PETITE SUISSE (PLACE DE LA),582139,18,0,male,parent,323569,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
702,582140,21009A20-,PETITE SUISSE (PLACE DE LA),582140,18,0,male,parent,323570,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
703,582141,21009A20-,PETITE SUISSE (PLACE DE LA),582141,18,0,male,parent,323571,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
704,582142,21009A20-,PETITE SUISSE (PLACE DE LA),582142,18,0,male,parent,323572,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
705,582143,21009A20-,PETITE SUISSE (PLACE DE LA),582143,18,0,male,parent,323573,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
706,582144,21009A20-,PETITE SUISSE (PLACE DE LA),582144,18,0,male,parent,323574,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
707,582145,21009A20-,PETITE SUISSE (PLACE DE LA),582145,18,0,male,parent,323575,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
708,582146,21009A20-,PETITE SUISSE (PLACE DE LA),582146,18,0,male,parent,323576,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
709,582147,21009A20-,PETITE SUISSE (PLACE DE LA),582147,18,0,male,parent,323577,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
710,582148,21009A20-,PETITE SUISSE (PLACE DE LA),582148,18,0,male,parent,323578,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
711,582149,21009A20-,PETITE SUISSE (PLACE DE LA),582149,18,0,male,parent,323579,3,single,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
712,579324,21009A20-,PETITE SUISSE (PLACE DE LA),579324,18,0,male,child,321683,1,couple_with_child,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
713,579378,21009A20-,PETITE SUISSE (PLACE DE LA),579378,18,0,male,child,321713,1,couple_with_child,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
714,579649,21009A20-,PETITE SUISSE (PLACE DE LA),579649,18,0,male,child,321834,1,couple_with_child,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
715,579671,21009A20-,PETITE SUISSE (PLACE DE LA),579671,18,0,male,child,321847,4,single_with_child,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
716,579758,21009A20-,PETITE SUISSE (PLACE DE LA),579758,18,0,male,child,321890,4,single_with_child,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
717,579809,21009A20-,PETITE SUISSE (PLACE DE LA),579809,18,0,male,child,321914,4,single_with_child,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
718,579848,21009A20-,PETITE SUISSE (PLACE DE LA),579848,18,0,male,child,321934,4,single_with_child,,,21009A20-,Ixelles,21009A20-,PETITE SUISSE (PLACE DE LA),Ixelles,6,Worker
719,584918,21009A23-,ETOILE (ROND POINT DE L'),584918,18,0,male,parent,325301,3,single,,,21009A23-,Ixelles,21009A23-,ETOILE (ROND POINT DE L'),Ixelles,6,Worker
720,584919,21009A23-,ETOILE (ROND POINT DE L'),584919,18,0,male,parent,325302,3,single,,,21009A23-,Ixelles,21009A23-,ETOILE (ROND POINT DE L'),Ixelles,6,Worker
721,584920,21009A23-,ETOILE (ROND POINT DE L'),584920,18,0,male,parent,325303,3,single,,,21009A23-,Ixelles,21009A23-,ETOILE (ROND POINT DE L'),Ixelles,6,Worker
722,584921,21009A23-,ETOILE (ROND POINT DE L'),584921,18,0,male,parent,325304,3,single,,,21009A23-,Ixelles,21009A23-,ETOILE (ROND POINT DE L'),Ixelles,6,Worker
723,584922,21009A23-,ETOILE (ROND POINT DE L'),584922,18,0,male,parent,325305,3,single,,,21009A23-,Ixelles,21009A23-,ETOILE (ROND POINT DE L'),Ixelles,6,Worker
724,584923,21009A23-,ETOILE (ROND POINT DE L'),584923,18,0,male,parent,325306,3,single,,,21009A23-,Ixelles,21009A23-,ETOILE (ROND POINT DE L'),Ixelles,6,Worker
725,582994,21009A23-,ETOILE (ROND POINT DE L'),582994,18,0,male,child,324126,4,single_with_child,,,21009A23-,Ixelles,21009A23-,ETOILE (ROND POINT DE L'),Ixelles,6,Worker
726,583045,21009A23-,ETOILE (ROND POINT DE L'),583045,18,0,male,child,324147,1,couple_with_child,,,21009A23-,Ixelles,21009A23-,ETOILE (ROND POINT DE L'),Ixelles,6,Worker
727,583090,21009A23-,ETOILE (ROND POINT DE L'),583090,18,0,male,child,324173,4,single_with_child,,,21009A23-,Ixelles,21009A23-,ETOILE (ROND POINT DE L'),Ixelles,6,Worker
728,583240,21009A23-,ETOILE (ROND POINT DE L'),583240,18,0,male,child,324241,1,couple_with_child,,,21009A23-,Ixelles,21009A23-,ETOILE (ROND POINT DE L'),Ixelles,6,Worker
729,585527,21009A623,KLAUWAERTS,585527,18,0,male,parent,325663,3,single,,,21009A623,Ixelles,21009A623,KLAUWAERTS,Ixelles,6,Worker
730,587024,21009A90-,SAINT-PHILIPPE DE NERI,587024,18,0,male,parent,326598,3,single,,,21009A90-,Ixelles,21009A90-,SAINT-PHILIPPE DE NERI,Ixelles,6,Worker
731,587025,21009A90-,SAINT-PHILIPPE DE NERI,587025,18,0,male,parent,326599,3,single,,,21009A90-,Ixelles,21009A90-,SAINT-PHILIPPE DE NERI,Ixelles,6,Worker
732,587026,21009A90-,SAINT-PHILIPPE DE NERI,587026,18,0,male,parent,326600,3,single,,,21009A90-,Ixelles,21009A90-,SAINT-PHILIPPE DE NERI,Ixelles,6,Worker
733,587027,21009A90-,SAINT-PHILIPPE DE NERI,587027,18,0,male,parent,326601,3,single,,,21009A90-,Ixelles,21009A90-,SAINT-PHILIPPE DE NERI,Ixelles,6,Worker
734,587028,21009A90-,SAINT-PHILIPPE DE NERI,587028,18,0,male,parent,326602,3,single,,,21009A90-,Ixelles,21009A90-,SAINT-PHILIPPE DE NERI,Ixelles,6,Worker
735,587029,21009A90-,SAINT-PHILIPPE DE NERI,587029,18,0,male,parent,326603,3,single,,,21009A90-,Ixelles,21009A90-,SAINT-PHILIPPE DE NERI,Ixelles,6,Worker
736,587030,21009A90-,SAINT-PHILIPPE DE NERI,587030,18,0,male,parent,326604,3,single,,,21009A90-,Ixelles,21009A90-,SAINT-PHILIPPE DE NERI,Ixelles,6,Worker
737,587031,21009A90-,SAINT-PHILIPPE DE NERI,587031,18,0,male,parent,326605,3,single,,,21009A90-,Ixelles,21009A90-,SAINT-PHILIPPE DE NERI,Ixelles,6,Worker
738,585893,21009A90-,SAINT-PHILIPPE DE NERI,585893,18,0,male,child,325879,1,couple_with_child,,,21009A90-,Ixelles,21009A90-,SAINT-PHILIPPE DE NERI,Ixelles,6,Worker
739,589981,21009A652,HOPITAUX,589981,18,0,male,parent,328452,3,single,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
740,589982,21009A652,HOPITAUX,589982,18,0,male,parent,328453,3,single,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
741,589983,21009A652,HOPITAUX,589983,18,0,male,parent,328454,3,single,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
742,589985,21009A652,HOPITAUX,589985,18,0,male,parent,328456,3,single,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
743,589986,21009A652,HOPITAUX,589986,18,0,male,parent,328457,3,single,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
744,589987,21009A652,HOPITAUX,589987,18,0,male,parent,328458,3,single,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
745,589988,21009A652,HOPITAUX,589988,18,0,male,parent,328459,3,single,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
746,589989,21009A652,HOPITAUX,589989,18,0,male,parent,328460,3,single,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
747,589990,21009A652,HOPITAUX,589990,18,0,male,parent,328461,3,single,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
748,587629,21009A652,HOPITAUX,587629,18,0,male,child,326996,1,couple_with_child,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
749,587710,21009A652,HOPITAUX,587710,18,0,male,child,327032,1,couple_with_child,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
750,587752,21009A652,HOPITAUX,587752,18,0,male,child,327050,1,couple_with_child,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
751,587812,21009A652,HOPITAUX,587812,18,0,male,child,327079,4,single_with_child,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
752,587969,21009A652,HOPITAUX,587969,18,0,male,child,327150,4,single_with_child,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
753,587988,21009A652,HOPITAUX,587988,18,0,male,child,327156,1,couple_with_child,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
754,588069,21009A652,HOPITAUX,588069,18,0,male,child,327194,1,couple_with_child,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
755,588167,21009A652,HOPITAUX,588167,18,0,male,child,327237,1,couple_with_child,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
756,588202,21009A652,HOPITAUX,588202,18,0,male,child,327256,1,couple_with_child,,,21009A652,Ixelles,21009A652,HOPITAUX,Ixelles,6,Worker
757,590798,21009A501,LUXEMBOURG (PLACE DE),590798,18,0,male,parent,329072,3,single,,,21009A501,Ixelles,21009A501,LUXEMBOURG (PLACE DE),Ixelles,6,Worker
758,590799,21009A501,LUXEMBOURG (PLACE DE),590799,18,0,male,parent,329073,3,single,,,21009A501,Ixelles,21009A501,LUXEMBOURG (PLACE DE),Ixelles,6,Worker
759,592358,21009A552,PORTE DE NAMUR,592358,18,0,male,parent,330129,3,single,,,21009A552,Ixelles,21009A552,PORTE DE NAMUR,Ixelles,6,Worker
760,592359,21009A552,PORTE DE NAMUR,592359,18,0,male,parent,330130,3,single,,,21009A552,Ixelles,21009A552,PORTE DE NAMUR,Ixelles,6,Worker
761,592360,21009A552,PORTE DE NAMUR,592360,18,0,male,parent,330131,3,single,,,21009A552,Ixelles,21009A552,PORTE DE NAMUR,Ixelles,6,Worker
762,592361,21009A552,PORTE DE NAMUR,592361,18,0,male,parent,330132,3,single,,,21009A552,Ixelles,21009A552,PORTE DE NAMUR,Ixelles,6,Worker
763,592362,21009A552,PORTE DE NAMUR,592362,18,0,male,parent,330133,3,single,,,21009A552,Ixelles,21009A552,PORTE DE NAMUR,Ixelles,6,Worker
764,592363,21009A552,PORTE DE NAMUR,592363,18,0,male,parent,330134,3,single,,,21009A552,Ixelles,21009A552,PORTE DE NAMUR,Ixelles,6,Worker
765,592364,21009A552,PORTE DE NAMUR,592364,18,0,male,parent,330135,3,single,,,21009A552,Ixelles,21009A552,PORTE DE NAMUR,Ixelles,6,Worker
766,591207,21009A552,PORTE DE NAMUR,591207,18,0,male,child,329360,4,single_with_child,,,21009A552,Ixelles,21009A552,PORTE DE NAMUR,Ixelles,6,Worker
767,591256,21009A552,PORTE DE NAMUR,591256,18,0,male,child,329384,4,single_with_child,,,21009A552,Ixelles,21009A552,PORTE DE NAMUR,Ixelles,6,Worker
768,591289,21009A552,PORTE DE NAMUR,591289,18,0,male,child,329397,1,couple_with_child,,,21009A552,Ixelles,21009A552,PORTE DE NAMUR,Ixelles,6,Worker
770,593222,21009A542,EGLISE ANGLICANE,593222,18,0,male,parent,330742,3,single,,,21009A542,Ixelles,21009A542,EGLISE ANGLICANE,Ixelles,6,Worker
771,593223,21009A542,EGLISE ANGLICANE,593223,18,0,male,parent,330743,3,single,,,21009A542,Ixelles,21009A542,EGLISE ANGLICANE,Ixelles,6,Worker
772,592770,21009A542,EGLISE ANGLICANE,592770,18,0,male,child,330419,1,couple_with_child,,,21009A542,Ixelles,21009A542,EGLISE ANGLICANE,Ixelles,6,Worker
773,594738,21009A051,SAINT-BONIFACE,594738,18,0,male,parent,331770,3,single,,,21009A051,Ixelles,21009A051,SAINT-BONIFACE,Ixelles,6,Worker
774,594739,21009A051,SAINT-BONIFACE,594739,18,0,male,parent,331771,3,single,,,21009A051,Ixelles,21009A051,SAINT-BONIFACE,Ixelles,6,Worker
775,594740,21009A051,SAINT-BONIFACE,594740,18,0,male,parent,331772,3,single,,,21009A051,Ixelles,21009A051,SAINT-BONIFACE,Ixelles,6,Worker
776,594741,21009A051,SAINT-BONIFACE,594741,18,0,male,parent,331773,3,single,,,21009A051,Ixelles,21009A051,SAINT-BONIFACE,Ixelles,6,Worker
777,594742,21009A051,SAINT-BONIFACE,594742,18,0,male,parent,331774,3,single,,,21009A051,Ixelles,21009A051,SAINT-BONIFACE,Ixelles,6,Worker
778,594743,21009A051,SAINT-BONIFACE,594743,18,0,male,parent,331775,3,single,,,21009A051,Ixelles,21009A051,SAINT-BONIFACE,Ixelles,6,Worker
779,594744,21009A051,SAINT-BONIFACE,594744,18,0,male,parent,331776,3,single,,,21009A051,Ixelles,21009A051,SAINT-BONIFACE,Ixelles,6,Worker
780,594745,21009A051,SAINT-BONIFACE,594745,18,0,male,parent,331777,3,single,,,21009A051,Ixelles,21009A051,SAINT-BONIFACE,Ixelles,6,Worker
781,597297,21009A041,ARBRE BENIT,597297,18,0,male,parent,333548,3,single,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
782,597298,21009A041,ARBRE BENIT,597298,18,0,male,parent,333549,3,single,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
783,597299,21009A041,ARBRE BENIT,597299,18,0,male,parent,333550,3,single,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
784,597300,21009A041,ARBRE BENIT,597300,18,0,male,parent,333551,3,single,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
785,597301,21009A041,ARBRE BENIT,597301,18,0,male,parent,333552,3,single,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
786,597302,21009A041,ARBRE BENIT,597302,18,0,male,parent,333553,3,single,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
787,597303,21009A041,ARBRE BENIT,597303,18,0,male,parent,333554,3,single,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
788,597304,21009A041,ARBRE BENIT,597304,18,0,male,parent,333555,3,single,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
789,597305,21009A041,ARBRE BENIT,597305,18,0,male,parent,333556,3,single,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
790,597306,21009A041,ARBRE BENIT,597306,18,0,male,parent,333557,3,single,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
791,595274,21009A041,ARBRE BENIT,595274,18,0,male,child,332149,4,single_with_child,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
792,595392,21009A041,ARBRE BENIT,595392,18,0,male,child,332211,1,couple_with_child,,,21009A041,Ixelles,21009A041,ARBRE BENIT,Ixelles,6,Worker
793,600248,21009A00-,CENTRE,600248,18,0,male,parent,335561,3,single,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
794,600249,21009A00-,CENTRE,600249,18,0,male,parent,335562,3,single,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
795,600250,21009A00-,CENTRE,600250,18,0,male,parent,335563,3,single,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
796,600251,21009A00-,CENTRE,600251,18,0,male,parent,335564,3,single,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
797,600252,21009A00-,CENTRE,600252,18,0,male,parent,335565,3,single,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
798,600253,21009A00-,CENTRE,600253,18,0,male,parent,335566,3,single,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
799,600254,21009A00-,CENTRE,600254,18,0,male,parent,335567,3,single,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
800,600255,21009A00-,CENTRE,600255,18,0,male,parent,335568,3,single,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
801,600256,21009A00-,CENTRE,600256,18,0,male,parent,335569,3,single,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
802,600257,21009A00-,CENTRE,600257,18,0,male,parent,335570,3,single,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
803,598040,21009A00-,CENTRE,598040,18,0,male,child,334089,1,couple_with_child,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
804,598156,21009A00-,CENTRE,598156,18,0,male,child,334151,1,couple_with_child,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
805,598239,21009A00-,CENTRE,598239,18,0,male,child,334195,1,couple_with_child,,,21009A00-,Ixelles,21009A00-,CENTRE,Ixelles,6,Worker
806,603786,21009A02-,MUSEE,603786,18,0,male,parent,337782,3,single,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
807,603787,21009A02-,MUSEE,603787,18,0,male,parent,337783,3,single,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
808,603788,21009A02-,MUSEE,603788,18,0,male,parent,337784,3,single,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
809,603789,21009A02-,MUSEE,603789,18,0,male,parent,337785,3,single,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
810,603790,21009A02-,MUSEE,603790,18,0,male,parent,337786,3,single,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
811,603791,21009A02-,MUSEE,603791,18,0,male,parent,337787,3,single,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
812,603792,21009A02-,MUSEE,603792,18,0,male,parent,337788,3,single,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
813,603793,21009A02-,MUSEE,603793,18,0,male,parent,337789,3,single,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
814,603794,21009A02-,MUSEE,603794,18,0,male,parent,337790,3,single,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
815,603795,21009A02-,MUSEE,603795,18,0,male,parent,337791,3,single,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
816,603796,21009A02-,MUSEE,603796,18,0,male,parent,337792,3,single,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
817,601574,21009A02-,MUSEE,601574,18,0,male,child,336352,1,couple_with_child,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
818,601657,21009A02-,MUSEE,601657,18,0,male,child,336392,4,single_with_child,,,21009A02-,Ixelles,21009A02-,MUSEE,Ixelles,6,Worker
819,606065,21009A101,FLAGEY (PLACE),606065,18,0,male,parent,339241,3,single,,,21009A101,Ixelles,21009A101,FLAGEY (PLACE),Ixelles,6,Worker
820,606066,21009A101,FLAGEY (PLACE),606066,18,0,male,parent,339242,3,single,,,21009A101,Ixelles,21009A101,FLAGEY (PLACE),Ixelles,6,Worker
821,606067,21009A101,FLAGEY (PLACE),606067,18,0,male,parent,339243,3,single,,,21009A101,Ixelles,21009A101,FLAGEY (PLACE),Ixelles,6,Worker
822,606068,21009A101,FLAGEY (PLACE),606068,18,0,male,parent,339244,3,single,,,21009A101,Ixelles,21009A101,FLAGEY (PLACE),Ixelles,6,Worker
823,604753,21009A101,FLAGEY (PLACE),604753,18,0,male,child,338424,4,single_with_child,,,21009A101,Ixelles,21009A101,FLAGEY (PLACE),Ixelles,6,Worker
824,604925,21009A101,FLAGEY (PLACE),604925,18,0,male,child,338505,1,couple_with_child,,,21009A101,Ixelles,21009A101,FLAGEY (PLACE),Ixelles,6,Worker
825,605038,21009A101,FLAGEY (PLACE),605038,18,0,male,child,338564,4,single_with_child,,,21009A101,Ixelles,21009A101,FLAGEY (PLACE),Ixelles,6,Worker
826,608285,21009A03-,ERMITAGE,608285,18,0,male,parent,340666,3,single,,,21009A03-,Ixelles,21009A03-,ERMITAGE,Ixelles,6,Worker
827,608286,21009A03-,ERMITAGE,608286,18,0,male,parent,340667,3,single,,,21009A03-,Ixelles,21009A03-,ERMITAGE,Ixelles,6,Worker
828,608287,21009A03-,ERMITAGE,608287,18,0,male,parent,340668,3,single,,,21009A03-,Ixelles,21009A03-,ERMITAGE,Ixelles,6,Worker
829,608288,21009A03-,ERMITAGE,608288,18,0,male,parent,340669,3,single,,,21009A03-,Ixelles,21009A03-,ERMITAGE,Ixelles,6,Worker
