,Unnamed: 0,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseHorldTypeName,long,lat
546,546,21001A041,VEEWEYDE-SUD,546,52,0,male,parent,282,1,couple_with_child,4.301314966817025,50.83016044162608
547,547,21001A041,VEEWEYDE-SUD,547,25,0,male,child,282,1,couple_with_child,4.301314966817025,50.83016044162608
548,548,21001A041,VEEWEYDE-SUD,548,54,1,female,parent,283,1,couple_with_child,4.301314966817025,50.83016044162608
549,549,21001A041,VEEWEYDE-SUD,549,51,0,male,parent,283,1,couple_with_child,4.301314966817025,50.83016044162608
550,550,21001A041,VEEWEYDE-SUD,550,37,0,male,child,283,1,couple_with_child,4.301314966817025,50.83016044162608
551,551,21001A041,VEEWEYDE-SUD,551,54,1,female,parent,284,1,couple_with_child,4.301314966817025,50.83016044162608
552,552,21001A041,VEEWEYDE-SUD,552,56,0,male,parent,284,1,couple_with_child,4.301314966817025,50.83016044162608
553,553,21001A041,VEEWEYDE-SUD,553,30,0,male,child,284,1,couple_with_child,4.301314966817025,50.83016044162608
554,554,21001A041,VEEWEYDE-SUD,554,35,1,female,child,284,1,couple_with_child,4.301314966817025,50.83016044162608
555,555,21001A041,VEEWEYDE-SUD,555,54,1,female,parent,285,1,couple_with_child,4.301314966817025,50.83016044162608
556,556,21001A041,VEEWEYDE-SUD,556,51,0,male,parent,285,1,couple_with_child,4.301314966817025,50.83016044162608
557,557,21001A041,VEEWEYDE-SUD,557,32,0,male,child,285,1,couple_with_child,4.301314966817025,50.83016044162608
558,558,21001A041,VEEWEYDE-SUD,558,33,0,male,child,285,1,couple_with_child,4.301314966817025,50.83016044162608
559,559,21001A041,VEEWEYDE-SUD,559,54,1,female,parent,286,2,couple_no_child,4.301314966817025,50.83016044162608
560,560,21001A041,VEEWEYDE-SUD,560,48,0,male,parent,286,2,couple_no_child,4.301314966817025,50.83016044162608
561,561,21001A041,VEEWEYDE-SUD,561,54,1,female,parent,287,2,couple_no_child,4.301314966817025,50.83016044162608
562,562,21001A041,VEEWEYDE-SUD,562,53,0,male,parent,287,2,couple_no_child,4.301314966817025,50.83016044162608
563,563,21001A041,VEEWEYDE-SUD,563,54,1,female,parent,288,3,single,4.301314966817025,50.83016044162608
564,564,21001A041,VEEWEYDE-SUD,564,54,1,female,parent,289,3,single,4.301314966817025,50.83016044162608
565,565,21001A041,VEEWEYDE-SUD,565,54,1,female,parent,290,3,single,4.301314966817025,50.83016044162608
566,566,21001A041,VEEWEYDE-SUD,566,54,1,female,parent,291,3,single,4.301314966817025,50.83016044162608
567,567,21001A041,VEEWEYDE-SUD,567,54,1,female,parent,292,3,single,4.301314966817025,50.83016044162608
568,568,21001A041,VEEWEYDE-SUD,568,54,1,female,parent,293,3,single,4.301314966817025,50.83016044162608
569,569,21001A041,VEEWEYDE-SUD,569,54,1,female,parent,294,4,single_with_child,4.301314966817025,50.83016044162608
570,570,21001A041,VEEWEYDE-SUD,570,38,0,male,child,294,4,single_with_child,4.301314966817025,50.83016044162608
571,571,21001A041,VEEWEYDE-SUD,571,32,1,female,child,294,4,single_with_child,4.301314966817025,50.83016044162608
572,572,21001A041,VEEWEYDE-SUD,572,54,1,female,parent,295,4,single_with_child,4.301314966817025,50.83016044162608
573,573,21001A041,VEEWEYDE-SUD,573,17,0,male,child,295,4,single_with_child,4.301314966817025,50.83016044162608
574,574,21001A041,VEEWEYDE-SUD,574,53,1,female,parent,296,1,couple_with_child,4.301314966817025,50.83016044162608
575,575,21001A041,VEEWEYDE-SUD,575,58,0,male,parent,296,1,couple_with_child,4.301314966817025,50.83016044162608
576,576,21001A041,VEEWEYDE-SUD,576,4,1,female,child,296,1,couple_with_child,4.301314966817025,50.83016044162608
577,577,21001A041,VEEWEYDE-SUD,577,5,1,female,child,296,1,couple_with_child,4.301314966817025,50.83016044162608
578,578,21001A041,VEEWEYDE-SUD,578,53,1,female,parent,297,1,couple_with_child,4.301314966817025,50.83016044162608
579,579,21001A041,VEEWEYDE-SUD,579,46,0,male,parent,297,1,couple_with_child,4.301314966817025,50.83016044162608
580,580,21001A041,VEEWEYDE-SUD,580,10,1,female,child,297,1,couple_with_child,4.301314966817025,50.83016044162608
581,581,21001A041,VEEWEYDE-SUD,581,5,0,male,child,297,1,couple_with_child,4.301314966817025,50.83016044162608
582,582,21001A041,VEEWEYDE-SUD,582,11,0,male,child,297,1,couple_with_child,4.301314966817025,50.83016044162608
583,583,21001A041,VEEWEYDE-SUD,583,53,1,female,parent,298,1,couple_with_child,4.301314966817025,50.83016044162608
584,584,21001A041,VEEWEYDE-SUD,584,59,0,male,parent,298,1,couple_with_child,4.301314966817025,50.83016044162608
585,585,21001A041,VEEWEYDE-SUD,585,31,0,male,child,298,1,couple_with_child,4.301314966817025,50.83016044162608
586,586,21001A041,VEEWEYDE-SUD,586,17,0,male,child,298,1,couple_with_child,4.301314966817025,50.83016044162608
587,587,21001A041,VEEWEYDE-SUD,587,9,1,female,child,298,1,couple_with_child,4.301314966817025,50.83016044162608
588,588,21001A041,VEEWEYDE-SUD,588,53,1,female,parent,299,1,couple_with_child,4.301314966817025,50.83016044162608
589,589,21001A041,VEEWEYDE-SUD,589,47,0,male,parent,299,1,couple_with_child,4.301314966817025,50.83016044162608
590,590,21001A041,VEEWEYDE-SUD,590,11,1,female,child,299,1,couple_with_child,4.301314966817025,50.83016044162608
591,591,21001A041,VEEWEYDE-SUD,591,4,0,male,child,299,1,couple_with_child,4.301314966817025,50.83016044162608
592,592,21001A041,VEEWEYDE-SUD,592,53,1,female,parent,300,1,couple_with_child,4.301314966817025,50.83016044162608
593,593,21001A041,VEEWEYDE-SUD,593,47,0,male,parent,300,1,couple_with_child,4.301314966817025,50.83016044162608
594,594,21001A041,VEEWEYDE-SUD,594,12,1,female,child,300,1,couple_with_child,4.301314966817025,50.83016044162608
595,595,21001A041,VEEWEYDE-SUD,595,4,0,male,child,300,1,couple_with_child,4.301314966817025,50.83016044162608
596,596,21001A041,VEEWEYDE-SUD,596,53,1,female,parent,301,1,couple_with_child,4.301314966817025,50.83016044162608
597,597,21001A041,VEEWEYDE-SUD,597,52,0,male,parent,301,1,couple_with_child,4.301314966817025,50.83016044162608
598,598,21001A041,VEEWEYDE-SUD,598,36,1,female,child,301,1,couple_with_child,4.301314966817025,50.83016044162608
599,599,21001A041,VEEWEYDE-SUD,599,32,0,male,child,301,1,couple_with_child,4.301314966817025,50.83016044162608
600,600,21001A041,VEEWEYDE-SUD,600,20,0,male,child,301,1,couple_with_child,4.301314966817025,50.83016044162608
601,601,21001A041,VEEWEYDE-SUD,601,53,1,female,parent,302,1,couple_with_child,4.301314966817025,50.83016044162608
602,602,21001A041,VEEWEYDE-SUD,602,59,0,male,parent,302,1,couple_with_child,4.301314966817025,50.83016044162608
603,603,21001A041,VEEWEYDE-SUD,603,10,1,female,child,302,1,couple_with_child,4.301314966817025,50.83016044162608
604,604,21001A041,VEEWEYDE-SUD,604,27,0,male,child,302,1,couple_with_child,4.301314966817025,50.83016044162608
605,605,21001A041,VEEWEYDE-SUD,605,53,1,female,parent,303,1,couple_with_child,4.301314966817025,50.83016044162608
606,606,21001A041,VEEWEYDE-SUD,606,46,0,male,parent,303,1,couple_with_child,4.301314966817025,50.83016044162608
607,607,21001A041,VEEWEYDE-SUD,607,21,1,female,child,303,1,couple_with_child,4.301314966817025,50.83016044162608
608,608,21001A041,VEEWEYDE-SUD,608,8,0,male,child,303,1,couple_with_child,4.301314966817025,50.83016044162608
609,609,21001A041,VEEWEYDE-SUD,609,53,1,female,parent,304,2,couple_no_child,4.301314966817025,50.83016044162608
610,610,21001A041,VEEWEYDE-SUD,610,54,0,male,parent,304,2,couple_no_child,4.301314966817025,50.83016044162608
611,611,21001A041,VEEWEYDE-SUD,611,53,1,female,parent,305,2,couple_no_child,4.301314966817025,50.83016044162608
612,612,21001A041,VEEWEYDE-SUD,612,56,0,male,parent,305,2,couple_no_child,4.301314966817025,50.83016044162608
613,613,21001A041,VEEWEYDE-SUD,613,53,1,female,parent,306,3,single,4.301314966817025,50.83016044162608
614,614,21001A041,VEEWEYDE-SUD,614,53,1,female,parent,307,3,single,4.301314966817025,50.83016044162608
615,615,21001A041,VEEWEYDE-SUD,615,53,1,female,parent,308,3,single,4.301314966817025,50.83016044162608
616,616,21001A041,VEEWEYDE-SUD,616,53,1,female,parent,309,3,single,4.301314966817025,50.83016044162608
617,617,21001A041,VEEWEYDE-SUD,617,53,1,female,parent,310,3,single,4.301314966817025,50.83016044162608
618,618,21001A041,VEEWEYDE-SUD,618,53,1,female,parent,311,3,single,4.301314966817025,50.83016044162608
619,619,21001A041,VEEWEYDE-SUD,619,53,1,female,parent,312,4,single_with_child,4.301314966817025,50.83016044162608
620,620,21001A041,VEEWEYDE-SUD,620,32,0,male,child,312,4,single_with_child,4.301314966817025,50.83016044162608
621,621,21001A041,VEEWEYDE-SUD,621,6,1,female,child,312,4,single_with_child,4.301314966817025,50.83016044162608
622,622,21001A041,VEEWEYDE-SUD,622,9,0,male,child,312,4,single_with_child,4.301314966817025,50.83016044162608
623,623,21001A041,VEEWEYDE-SUD,623,53,1,female,parent,313,4,single_with_child,4.301314966817025,50.83016044162608
624,624,21001A041,VEEWEYDE-SUD,624,10,0,male,child,313,4,single_with_child,4.301314966817025,50.83016044162608
625,625,21001A041,VEEWEYDE-SUD,625,34,0,male,child,313,4,single_with_child,4.301314966817025,50.83016044162608
626,626,21001A041,VEEWEYDE-SUD,626,52,1,female,parent,314,1,couple_with_child,4.301314966817025,50.83016044162608
627,627,21001A041,VEEWEYDE-SUD,627,55,0,male,parent,314,1,couple_with_child,4.301314966817025,50.83016044162608
628,628,21001A041,VEEWEYDE-SUD,628,27,1,female,child,314,1,couple_with_child,4.301314966817025,50.83016044162608
629,629,21001A041,VEEWEYDE-SUD,629,52,1,female,parent,315,1,couple_with_child,4.301314966817025,50.83016044162608
630,630,21001A041,VEEWEYDE-SUD,630,53,0,male,parent,315,1,couple_with_child,4.301314966817025,50.83016044162608
631,631,21001A041,VEEWEYDE-SUD,631,14,0,male,child,315,1,couple_with_child,4.301314966817025,50.83016044162608
632,632,21001A041,VEEWEYDE-SUD,632,19,0,male,child,315,1,couple_with_child,4.301314966817025,50.83016044162608
633,633,21001A041,VEEWEYDE-SUD,633,52,1,female,parent,316,1,couple_with_child,4.301314966817025,50.83016044162608
634,634,21001A041,VEEWEYDE-SUD,634,56,0,male,parent,316,1,couple_with_child,4.301314966817025,50.83016044162608
635,635,21001A041,VEEWEYDE-SUD,635,15,1,female,child,316,1,couple_with_child,4.301314966817025,50.83016044162608
636,636,21001A041,VEEWEYDE-SUD,636,52,1,female,parent,317,1,couple_with_child,4.301314966817025,50.83016044162608
637,637,21001A041,VEEWEYDE-SUD,637,47,0,male,parent,317,1,couple_with_child,4.301314966817025,50.83016044162608
638,638,21001A041,VEEWEYDE-SUD,638,14,0,male,child,317,1,couple_with_child,4.301314966817025,50.83016044162608
639,639,21001A041,VEEWEYDE-SUD,639,19,1,female,child,317,1,couple_with_child,4.301314966817025,50.83016044162608
640,640,21001A041,VEEWEYDE-SUD,640,36,0,male,child,317,1,couple_with_child,4.301314966817025,50.83016044162608
641,641,21001A041,VEEWEYDE-SUD,641,52,1,female,parent,318,1,couple_with_child,4.301314966817025,50.83016044162608
642,642,21001A041,VEEWEYDE-SUD,642,59,0,male,parent,318,1,couple_with_child,4.301314966817025,50.83016044162608
643,643,21001A041,VEEWEYDE-SUD,643,31,0,male,child,318,1,couple_with_child,4.301314966817025,50.83016044162608
644,644,21001A041,VEEWEYDE-SUD,644,52,1,female,parent,319,1,couple_with_child,4.301314966817025,50.83016044162608
645,645,21001A041,VEEWEYDE-SUD,645,48,0,male,parent,319,1,couple_with_child,4.301314966817025,50.83016044162608
646,646,21001A041,VEEWEYDE-SUD,646,25,0,male,child,319,1,couple_with_child,4.301314966817025,50.83016044162608
647,647,21001A041,VEEWEYDE-SUD,647,52,1,female,parent,320,1,couple_with_child,4.301314966817025,50.83016044162608
648,648,21001A041,VEEWEYDE-SUD,648,48,0,male,parent,320,1,couple_with_child,4.301314966817025,50.83016044162608
649,649,21001A041,VEEWEYDE-SUD,649,34,1,female,child,320,1,couple_with_child,4.301314966817025,50.83016044162608
650,650,21001A041,VEEWEYDE-SUD,650,52,1,female,parent,321,1,couple_with_child,4.301314966817025,50.83016044162608
651,651,21001A041,VEEWEYDE-SUD,651,57,0,male,parent,321,1,couple_with_child,4.301314966817025,50.83016044162608
652,652,21001A041,VEEWEYDE-SUD,652,10,0,male,child,321,1,couple_with_child,4.301314966817025,50.83016044162608
653,653,21001A041,VEEWEYDE-SUD,653,32,0,male,child,321,1,couple_with_child,4.301314966817025,50.83016044162608
654,654,21001A041,VEEWEYDE-SUD,654,30,0,male,child,321,1,couple_with_child,4.301314966817025,50.83016044162608
655,655,21001A041,VEEWEYDE-SUD,655,52,1,female,parent,322,2,couple_no_child,4.301314966817025,50.83016044162608
656,656,21001A041,VEEWEYDE-SUD,656,55,0,male,parent,322,2,couple_no_child,4.301314966817025,50.83016044162608
657,657,21001A041,VEEWEYDE-SUD,657,52,1,female,parent,323,2,couple_no_child,4.301314966817025,50.83016044162608
658,658,21001A041,VEEWEYDE-SUD,658,49,0,male,parent,323,2,couple_no_child,4.301314966817025,50.83016044162608
659,659,21001A041,VEEWEYDE-SUD,659,52,1,female,parent,324,3,single,4.301314966817025,50.83016044162608
660,660,21001A041,VEEWEYDE-SUD,660,52,1,female,parent,325,3,single,4.301314966817025,50.83016044162608
661,661,21001A041,VEEWEYDE-SUD,661,52,1,female,parent,326,3,single,4.301314966817025,50.83016044162608
662,662,21001A041,VEEWEYDE-SUD,662,52,1,female,parent,327,3,single,4.301314966817025,50.83016044162608
663,663,21001A041,VEEWEYDE-SUD,663,52,1,female,parent,328,3,single,4.301314966817025,50.83016044162608
664,664,21001A041,VEEWEYDE-SUD,664,52,1,female,parent,329,3,single,4.301314966817025,50.83016044162608
665,665,21001A041,VEEWEYDE-SUD,665,52,1,female,parent,330,4,single_with_child,4.301314966817025,50.83016044162608
666,666,21001A041,VEEWEYDE-SUD,666,24,1,female,child,330,4,single_with_child,4.301314966817025,50.83016044162608
667,667,21001A041,VEEWEYDE-SUD,667,52,1,female,parent,331,4,single_with_child,4.301314966817025,50.83016044162608
668,668,21001A041,VEEWEYDE-SUD,668,9,0,male,child,331,4,single_with_child,4.301314966817025,50.83016044162608
669,669,21001A041,VEEWEYDE-SUD,669,4,1,female,child,331,4,single_with_child,4.301314966817025,50.83016044162608
670,670,21001A041,VEEWEYDE-SUD,670,26,0,male,child,331,4,single_with_child,4.301314966817025,50.83016044162608
671,671,21001A041,VEEWEYDE-SUD,671,51,1,female,parent,332,1,couple_with_child,4.301314966817025,50.83016044162608
672,672,21001A041,VEEWEYDE-SUD,672,46,0,male,parent,332,1,couple_with_child,4.301314966817025,50.83016044162608
673,673,21001A041,VEEWEYDE-SUD,673,20,0,male,child,332,1,couple_with_child,4.301314966817025,50.83016044162608
674,674,21001A041,VEEWEYDE-SUD,674,51,1,female,parent,333,1,couple_with_child,4.301314966817025,50.83016044162608
675,675,21001A041,VEEWEYDE-SUD,675,58,0,male,parent,333,1,couple_with_child,4.301314966817025,50.83016044162608
676,676,21001A041,VEEWEYDE-SUD,676,2,0,male,child,333,1,couple_with_child,4.301314966817025,50.83016044162608
677,677,21001A041,VEEWEYDE-SUD,677,30,0,male,child,333,1,couple_with_child,4.301314966817025,50.83016044162608
678,678,21001A041,VEEWEYDE-SUD,678,34,0,male,child,333,1,couple_with_child,4.301314966817025,50.83016044162608
679,679,21001A041,VEEWEYDE-SUD,679,51,1,female,parent,334,1,couple_with_child,4.301314966817025,50.83016044162608
680,680,21001A041,VEEWEYDE-SUD,680,53,0,male,parent,334,1,couple_with_child,4.301314966817025,50.83016044162608
681,681,21001A041,VEEWEYDE-SUD,681,17,0,male,child,334,1,couple_with_child,4.301314966817025,50.83016044162608
682,682,21001A041,VEEWEYDE-SUD,682,51,1,female,parent,335,1,couple_with_child,4.301314966817025,50.83016044162608
683,683,21001A041,VEEWEYDE-SUD,683,53,0,male,parent,335,1,couple_with_child,4.301314966817025,50.83016044162608
684,684,21001A041,VEEWEYDE-SUD,684,20,0,male,child,335,1,couple_with_child,4.301314966817025,50.83016044162608
685,685,21001A041,VEEWEYDE-SUD,685,12,1,female,child,335,1,couple_with_child,4.301314966817025,50.83016044162608
686,686,21001A041,VEEWEYDE-SUD,686,51,1,female,parent,336,1,couple_with_child,4.301314966817025,50.83016044162608
687,687,21001A041,VEEWEYDE-SUD,687,47,0,male,parent,336,1,couple_with_child,4.301314966817025,50.83016044162608
688,688,21001A041,VEEWEYDE-SUD,688,20,1,female,child,336,1,couple_with_child,4.301314966817025,50.83016044162608
689,689,21001A041,VEEWEYDE-SUD,689,5,1,female,child,336,1,couple_with_child,4.301314966817025,50.83016044162608
690,690,21001A041,VEEWEYDE-SUD,690,22,0,male,child,336,1,couple_with_child,4.301314966817025,50.83016044162608
691,691,21001A041,VEEWEYDE-SUD,691,51,1,female,parent,337,1,couple_with_child,4.301314966817025,50.83016044162608
692,692,21001A041,VEEWEYDE-SUD,692,47,0,male,parent,337,1,couple_with_child,4.301314966817025,50.83016044162608
693,693,21001A041,VEEWEYDE-SUD,693,31,1,female,child,337,1,couple_with_child,4.301314966817025,50.83016044162608
694,694,21001A041,VEEWEYDE-SUD,694,51,1,female,parent,338,1,couple_with_child,4.301314966817025,50.83016044162608
695,695,21001A041,VEEWEYDE-SUD,695,52,0,male,parent,338,1,couple_with_child,4.301314966817025,50.83016044162608
696,696,21001A041,VEEWEYDE-SUD,696,16,0,male,child,338,1,couple_with_child,4.301314966817025,50.83016044162608
697,697,21001A041,VEEWEYDE-SUD,697,51,1,female,parent,339,1,couple_with_child,4.301314966817025,50.83016044162608
698,698,21001A041,VEEWEYDE-SUD,698,46,0,male,parent,339,1,couple_with_child,4.301314966817025,50.83016044162608
699,699,21001A041,VEEWEYDE-SUD,699,34,0,male,child,339,1,couple_with_child,4.301314966817025,50.83016044162608
700,700,21001A041,VEEWEYDE-SUD,700,15,0,male,child,339,1,couple_with_child,4.301314966817025,50.83016044162608
701,701,21001A041,VEEWEYDE-SUD,701,51,1,female,parent,340,2,couple_no_child,4.301314966817025,50.83016044162608
702,702,21001A041,VEEWEYDE-SUD,702,54,0,male,parent,340,2,couple_no_child,4.301314966817025,50.83016044162608
703,703,21001A041,VEEWEYDE-SUD,703,51,1,female,parent,341,2,couple_no_child,4.301314966817025,50.83016044162608
704,704,21001A041,VEEWEYDE-SUD,704,47,0,male,parent,341,2,couple_no_child,4.301314966817025,50.83016044162608
705,705,21001A041,VEEWEYDE-SUD,705,51,1,female,parent,342,3,single,4.301314966817025,50.83016044162608
706,706,21001A041,VEEWEYDE-SUD,706,51,1,female,parent,343,3,single,4.301314966817025,50.83016044162608
707,707,21001A041,VEEWEYDE-SUD,707,51,1,female,parent,344,3,single,4.301314966817025,50.83016044162608
708,708,21001A041,VEEWEYDE-SUD,708,51,1,female,parent,345,3,single,4.301314966817025,50.83016044162608
709,709,21001A041,VEEWEYDE-SUD,709,51,1,female,parent,346,3,single,4.301314966817025,50.83016044162608
710,710,21001A041,VEEWEYDE-SUD,710,51,1,female,parent,347,3,single,4.301314966817025,50.83016044162608
711,711,21001A041,VEEWEYDE-SUD,711,51,1,female,parent,348,4,single_with_child,4.301314966817025,50.83016044162608
712,712,21001A041,VEEWEYDE-SUD,712,10,0,male,child,348,4,single_with_child,4.301314966817025,50.83016044162608
713,713,21001A041,VEEWEYDE-SUD,713,4,0,male,child,348,4,single_with_child,4.301314966817025,50.83016044162608
714,714,21001A041,VEEWEYDE-SUD,714,10,1,female,child,348,4,single_with_child,4.301314966817025,50.83016044162608
715,715,21001A041,VEEWEYDE-SUD,715,51,1,female,parent,349,4,single_with_child,4.301314966817025,50.83016044162608
716,716,21001A041,VEEWEYDE-SUD,716,23,0,male,child,349,4,single_with_child,4.301314966817025,50.83016044162608
717,717,21001A041,VEEWEYDE-SUD,717,50,1,female,parent,350,1,couple_with_child,4.301314966817025,50.83016044162608
718,718,21001A041,VEEWEYDE-SUD,718,54,0,male,parent,350,1,couple_with_child,4.301314966817025,50.83016044162608
719,719,21001A041,VEEWEYDE-SUD,719,1,0,male,child,350,1,couple_with_child,4.301314966817025,50.83016044162608
720,720,21001A041,VEEWEYDE-SUD,720,14,0,male,child,350,1,couple_with_child,4.301314966817025,50.83016044162608
721,721,21001A041,VEEWEYDE-SUD,721,29,1,female,child,350,1,couple_with_child,4.301314966817025,50.83016044162608
722,722,21001A041,VEEWEYDE-SUD,722,50,1,female,parent,351,1,couple_with_child,4.301314966817025,50.83016044162608
723,723,21001A041,VEEWEYDE-SUD,723,45,0,male,parent,351,1,couple_with_child,4.301314966817025,50.83016044162608
724,724,21001A041,VEEWEYDE-SUD,724,7,1,female,child,351,1,couple_with_child,4.301314966817025,50.83016044162608
725,725,21001A041,VEEWEYDE-SUD,725,26,0,male,child,351,1,couple_with_child,4.301314966817025,50.83016044162608
726,726,21001A041,VEEWEYDE-SUD,726,8,0,male,child,351,1,couple_with_child,4.301314966817025,50.83016044162608
727,727,21001A041,VEEWEYDE-SUD,727,50,1,female,parent,352,1,couple_with_child,4.301314966817025,50.83016044162608
728,728,21001A041,VEEWEYDE-SUD,728,46,0,male,parent,352,1,couple_with_child,4.301314966817025,50.83016044162608
729,729,21001A041,VEEWEYDE-SUD,729,21,1,female,child,352,1,couple_with_child,4.301314966817025,50.83016044162608
730,730,21001A041,VEEWEYDE-SUD,730,15,1,female,child,352,1,couple_with_child,4.301314966817025,50.83016044162608
731,731,21001A041,VEEWEYDE-SUD,731,12,0,male,child,352,1,couple_with_child,4.301314966817025,50.83016044162608
732,732,21001A041,VEEWEYDE-SUD,732,50,1,female,parent,353,1,couple_with_child,4.301314966817025,50.83016044162608
733,733,21001A041,VEEWEYDE-SUD,733,47,0,male,parent,353,1,couple_with_child,4.301314966817025,50.83016044162608
734,734,21001A041,VEEWEYDE-SUD,734,22,0,male,child,353,1,couple_with_child,4.301314966817025,50.83016044162608
735,735,21001A041,VEEWEYDE-SUD,735,9,1,female,child,353,1,couple_with_child,4.301314966817025,50.83016044162608
736,736,21001A041,VEEWEYDE-SUD,736,17,0,male,child,353,1,couple_with_child,4.301314966817025,50.83016044162608
737,737,21001A041,VEEWEYDE-SUD,737,50,1,female,parent,354,1,couple_with_child,4.301314966817025,50.83016044162608
738,738,21001A041,VEEWEYDE-SUD,738,45,0,male,parent,354,1,couple_with_child,4.301314966817025,50.83016044162608
739,739,21001A041,VEEWEYDE-SUD,739,22,0,male,child,354,1,couple_with_child,4.301314966817025,50.83016044162608
740,740,21001A041,VEEWEYDE-SUD,740,31,0,male,child,354,1,couple_with_child,4.301314966817025,50.83016044162608
741,741,21001A041,VEEWEYDE-SUD,741,11,0,male,child,354,1,couple_with_child,4.301314966817025,50.83016044162608
742,742,21001A041,VEEWEYDE-SUD,742,50,1,female,parent,355,1,couple_with_child,4.301314966817025,50.83016044162608
743,743,21001A041,VEEWEYDE-SUD,743,45,0,male,parent,355,1,couple_with_child,4.301314966817025,50.83016044162608
744,744,21001A041,VEEWEYDE-SUD,744,2,1,female,child,355,1,couple_with_child,4.301314966817025,50.83016044162608
745,745,21001A041,VEEWEYDE-SUD,745,29,1,female,child,355,1,couple_with_child,4.301314966817025,50.83016044162608
746,746,21001A041,VEEWEYDE-SUD,746,0,1,female,child,355,1,couple_with_child,4.301314966817025,50.83016044162608
747,747,21001A041,VEEWEYDE-SUD,747,50,1,female,parent,356,1,couple_with_child,4.301314966817025,50.83016044162608
748,748,21001A041,VEEWEYDE-SUD,748,48,0,male,parent,356,1,couple_with_child,4.301314966817025,50.83016044162608
749,749,21001A041,VEEWEYDE-SUD,749,28,0,male,child,356,1,couple_with_child,4.301314966817025,50.83016044162608
750,750,21001A041,VEEWEYDE-SUD,750,50,1,female,parent,357,1,couple_with_child,4.301314966817025,50.83016044162608
751,751,21001A041,VEEWEYDE-SUD,751,54,0,male,parent,357,1,couple_with_child,4.301314966817025,50.83016044162608
752,752,21001A041,VEEWEYDE-SUD,752,6,0,male,child,357,1,couple_with_child,4.301314966817025,50.83016044162608
753,753,21001A041,VEEWEYDE-SUD,753,50,1,female,parent,358,2,couple_no_child,4.301314966817025,50.83016044162608
754,754,21001A041,VEEWEYDE-SUD,754,47,0,male,parent,358,2,couple_no_child,4.301314966817025,50.83016044162608
755,755,21001A041,VEEWEYDE-SUD,755,50,1,female,parent,359,2,couple_no_child,4.301314966817025,50.83016044162608
756,756,21001A041,VEEWEYDE-SUD,756,43,0,male,parent,359,2,couple_no_child,4.301314966817025,50.83016044162608
757,757,21001A041,VEEWEYDE-SUD,757,50,1,female,parent,360,3,single,4.301314966817025,50.83016044162608
758,758,21001A041,VEEWEYDE-SUD,758,50,1,female,parent,361,3,single,4.301314966817025,50.83016044162608
759,759,21001A041,VEEWEYDE-SUD,759,50,1,female,parent,362,3,single,4.301314966817025,50.83016044162608
760,760,21001A041,VEEWEYDE-SUD,760,50,1,female,parent,363,3,single,4.301314966817025,50.83016044162608
761,761,21001A041,VEEWEYDE-SUD,761,50,1,female,parent,364,3,single,4.301314966817025,50.83016044162608
762,762,21001A041,VEEWEYDE-SUD,762,50,1,female,parent,365,3,single,4.301314966817025,50.83016044162608
763,763,21001A041,VEEWEYDE-SUD,763,50,1,female,parent,366,4,single_with_child,4.301314966817025,50.83016044162608
764,764,21001A041,VEEWEYDE-SUD,764,10,1,female,child,366,4,single_with_child,4.301314966817025,50.83016044162608
765,765,21001A041,VEEWEYDE-SUD,765,30,1,female,child,366,4,single_with_child,4.301314966817025,50.83016044162608
766,766,21001A041,VEEWEYDE-SUD,766,16,1,female,child,366,4,single_with_child,4.301314966817025,50.83016044162608
767,767,21001A041,VEEWEYDE-SUD,767,50,1,female,parent,367,4,single_with_child,4.301314966817025,50.83016044162608
768,768,21001A041,VEEWEYDE-SUD,768,15,1,female,child,367,4,single_with_child,4.301314966817025,50.83016044162608
769,769,21001A041,VEEWEYDE-SUD,769,23,0,male,child,367,4,single_with_child,4.301314966817025,50.83016044162608
770,770,21001A041,VEEWEYDE-SUD,770,49,1,female,parent,368,1,couple_with_child,4.301314966817025,50.83016044162608
771,771,21001A041,VEEWEYDE-SUD,771,44,0,male,parent,368,1,couple_with_child,4.301314966817025,50.83016044162608
772,772,21001A041,VEEWEYDE-SUD,772,24,1,female,child,368,1,couple_with_child,4.301314966817025,50.83016044162608
773,773,21001A041,VEEWEYDE-SUD,773,49,1,female,parent,369,1,couple_with_child,4.301314966817025,50.83016044162608
774,774,21001A041,VEEWEYDE-SUD,774,48,0,male,parent,369,1,couple_with_child,4.301314966817025,50.83016044162608
775,775,21001A041,VEEWEYDE-SUD,775,16,1,female,child,369,1,couple_with_child,4.301314966817025,50.83016044162608
776,776,21001A041,VEEWEYDE-SUD,776,25,0,male,child,369,1,couple_with_child,4.301314966817025,50.83016044162608
777,777,21001A041,VEEWEYDE-SUD,777,49,1,female,parent,370,1,couple_with_child,4.301314966817025,50.83016044162608
778,778,21001A041,VEEWEYDE-SUD,778,51,0,male,parent,370,1,couple_with_child,4.301314966817025,50.83016044162608
779,779,21001A041,VEEWEYDE-SUD,779,24,0,male,child,370,1,couple_with_child,4.301314966817025,50.83016044162608
780,780,21001A041,VEEWEYDE-SUD,780,4,0,male,child,370,1,couple_with_child,4.301314966817025,50.83016044162608
781,781,21001A041,VEEWEYDE-SUD,781,19,1,female,child,370,1,couple_with_child,4.301314966817025,50.83016044162608
