,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code,Commune,WorkerID,WorkerType,WorkSectorStat,WorkSectorStatName
2986,21004E233,DE MEYSSE (AVENUE),357204,74,0,male,parent,194340,6,collectif,21004E233,Bruxelles,8,Nursing Home,21004E233,DE MEYSSE (AVENUE)
2987,21004A14-,GRAND SABLON,281032,79,1,female,parent,154344,6,collectif,21004A14-,Bruxelles,8,Nursing Home,21004A14-,GRAND SABLON
2988,21004F91-,CROIX DE GUERRE (AVENUE DES),236406,82,1,female,parent,126740,6,collectif,21004F91-,Bruxelles,8,Nursing Home,21004F91-,CROIX DE GUERRE (AVENUE DES)
2989,21004A72-,SAINT-THOMAS (INSTITUT),268179,80,1,female,parent,145560,6,collectif,21004A72-,Bruxelles,8,Nursing Home,21004A72-,SAINT-THOMAS (INSTITUT)
2990,21004F91-,CROIX DE GUERRE (AVENUE DES),236443,73,1,female,parent,126777,6,collectif,21004F91-,Bruxelles,8,Nursing Home,21004F91-,CROIX DE GUERRE (AVENUE DES)
2991,21004A71-,BLAES (RUE)-CENTRE,270031,65,0,male,parent,146898,6,collectif,21004A71-,Bruxelles,8,Nursing Home,21004A71-,BLAES (RUE)-CENTRE
2992,21004E81-,DISQUE (RUE DU),378129,78,0,male,parent,205821,6,collectif,21004E81-,Bruxelles,8,Nursing Home,21004E81-,DISQUE (RUE DU)
2993,21004G310,HAREN-SUD-OUEST,199145,70,0,male,parent,105600,6,collectif,21004G310,Bruxelles,8,Nursing Home,21004G310,HAREN-SUD-OUEST
2994,21004A002,BOURSE,270649,83,1,female,parent,147340,6,collectif,21004A002,Bruxelles,8,Nursing Home,21004A002,BOURSE
2995,21004A32-,CONGRES - GARE,283535,73,0,male,parent,156239,6,collectif,21004A32-,Bruxelles,8,Nursing Home,21004A32-,CONGRES - GARE
2996,21004E70-,MARIE-CHRISTINE (RUE),305457,84,0,male,parent,168766,6,collectif,21004E70-,Bruxelles,8,Nursing Home,21004E70-,MARIE-CHRISTINE (RUE)
2997,21004F9MJ,NEDER-HEEMBEEK-NORD,248833,72,1,female,parent,133544,6,collectif,21004F9MJ,Bruxelles,8,Nursing Home,21004F9MJ,NEDER-HEEMBEEK-NORD
2998,21004A23-,NOUVEAU MARCHE AU GRAIN,261205,73,0,male,parent,141212,6,collectif,21004A23-,Bruxelles,8,Nursing Home,21004A23-,NOUVEAU MARCHE AU GRAIN
2999,21004E101,PARVIS NOTRE DAME,359455,75,1,female,parent,195530,6,collectif,21004E101,Bruxelles,8,Nursing Home,21004E101,PARVIS NOTRE DAME
3000,21004C63-,NATIONS (SQUARE DES),245080,88,1,female,parent,131546,6,collectif,21004C63-,Bruxelles,8,Nursing Home,21004C63-,NATIONS (SQUARE DES)
3001,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,334661,71,0,male,parent,182884,6,collectif,21004E73-,Bruxelles,8,Nursing Home,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD
3002,21004E74-,EM. DELVA (RUE),314193,75,0,male,parent,172836,6,collectif,21004E74-,Bruxelles,8,Nursing Home,21004E74-,EM. DELVA (RUE)
3003,21004B43-,AMBIORIX-NORD (SQUARE),222543,88,1,female,parent,118691,6,collectif,21004B43-,Bruxelles,8,Nursing Home,21004B43-,AMBIORIX-NORD (SQUARE)
3004,21004A22-,SENNE (RUE DE LA),265846,79,0,male,parent,144083,6,collectif,21004A22-,Bruxelles,8,Nursing Home,21004A22-,SENNE (RUE DE LA)
3005,21004D600,PARVIS SAINT-ROCH,379428,71,1,female,parent,206585,6,collectif,21004D600,Bruxelles,8,Nursing Home,21004D600,PARVIS SAINT-ROCH
3006,21004F531,RUE DES FAINES,232958,74,0,male,parent,124996,6,collectif,21004F531,Bruxelles,8,Nursing Home,21004F531,RUE DES FAINES
3007,21004C63-,NATIONS (SQUARE DES),245083,86,1,female,parent,131549,6,collectif,21004C63-,Bruxelles,8,Nursing Home,21004C63-,NATIONS (SQUARE DES)
3008,21004F91-,CROIX DE GUERRE (AVENUE DES),236465,66,1,female,parent,126799,6,collectif,21004F91-,Bruxelles,8,Nursing Home,21004F91-,CROIX DE GUERRE (AVENUE DES)
3009,21004G310,HAREN-SUD-OUEST,199046,69,1,female,parent,105501,6,collectif,21004G310,Bruxelles,8,Nursing Home,21004G310,HAREN-SUD-OUEST
3010,21004B421,MARIE-LOUISE (SQUARE),193162,68,0,male,parent,102309,6,collectif,21004B421,Bruxelles,8,Nursing Home,21004B421,MARIE-LOUISE (SQUARE)
3011,21004F922,RUE CHATEAU BEYAERD,239663,71,1,female,parent,128251,6,collectif,21004F922,Bruxelles,8,Nursing Home,21004F922,RUE CHATEAU BEYAERD
3012,21004A70-,BLAES (RUE)-SUD,255284,69,1,female,parent,137325,6,collectif,21004A70-,Bruxelles,8,Nursing Home,21004A70-,BLAES (RUE)-SUD
3013,21004A71-,BLAES (RUE)-CENTRE,269787,76,1,female,parent,146654,6,collectif,21004A71-,Bruxelles,8,Nursing Home,21004A71-,BLAES (RUE)-CENTRE
3014,21004F522,AVENUE DE VERSAILLES,369427,77,0,male,parent,200959,6,collectif,21004F522,Bruxelles,8,Nursing Home,21004F522,AVENUE DE VERSAILLES
3015,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,334655,78,0,male,parent,182878,6,collectif,21004E73-,Bruxelles,8,Nursing Home,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD
3016,21004E70-,MARIE-CHRISTINE (RUE),305255,71,1,female,parent,168564,6,collectif,21004E70-,Bruxelles,8,Nursing Home,21004E70-,MARIE-CHRISTINE (RUE)
3017,21004C642,AVENUE FRANKLIN ROOSEVELT,240587,70,1,female,parent,128834,6,collectif,21004C642,Bruxelles,8,Nursing Home,21004C642,AVENUE FRANKLIN ROOSEVELT
3018,21004A24-,MARCHE AU PORCS,226342,72,1,female,parent,121106,6,collectif,21004A24-,Bruxelles,8,Nursing Home,21004A24-,MARCHE AU PORCS
3019,21004E800,DIVIN JESUS,356370,83,1,female,parent,193862,6,collectif,21004E800,Bruxelles,8,Nursing Home,21004E800,DIVIN JESUS
3020,21004E83-,STIENON (AVENUE),325047,79,1,female,parent,178258,6,collectif,21004E83-,Bruxelles,8,Nursing Home,21004E83-,STIENON (AVENUE)
3021,21004A02-,SAINT-FRANCOIS XAVIER,250409,82,1,female,parent,134623,6,collectif,21004A02-,Bruxelles,8,Nursing Home,21004A02-,SAINT-FRANCOIS XAVIER
3022,21004A02-,SAINT-FRANCOIS XAVIER,250363,95,1,female,parent,134577,6,collectif,21004A02-,Bruxelles,8,Nursing Home,21004A02-,SAINT-FRANCOIS XAVIER
3023,21004A14-,GRAND SABLON,281179,79,0,male,parent,154491,6,collectif,21004A14-,Bruxelles,8,Nursing Home,21004A14-,GRAND SABLON
3024,21004E12-,PRINCE LEOPOLD (SQUARE),353532,72,1,female,parent,192062,6,collectif,21004E12-,Bruxelles,8,Nursing Home,21004E12-,PRINCE LEOPOLD (SQUARE)
3025,21004C552,LOUISE (AVENUE)-SUD,286765,69,0,male,parent,158288,6,collectif,21004C552,Bruxelles,8,Nursing Home,21004C552,LOUISE (AVENUE)-SUD
3026,21004E201,AVENUE JEAN DE BOLOGNE,320343,73,0,male,parent,175918,6,collectif,21004E201,Bruxelles,8,Nursing Home,21004E201,AVENUE JEAN DE BOLOGNE
3027,21004B10-,ORBAN (SQUARE),266457,80,1,female,parent,144570,6,collectif,21004B10-,Bruxelles,8,Nursing Home,21004B10-,ORBAN (SQUARE)
3028,21004F511,AVENUE DES PAGODES,196887,82,1,female,parent,104353,6,collectif,21004F511,Bruxelles,8,Nursing Home,21004F511,AVENUE DES PAGODES
3029,21004C552,LOUISE (AVENUE)-SUD,286703,71,1,female,parent,158226,6,collectif,21004C552,Bruxelles,8,Nursing Home,21004C552,LOUISE (AVENUE)-SUD
3030,21004F511,AVENUE DES PAGODES,196888,81,1,female,parent,104354,6,collectif,21004F511,Bruxelles,8,Nursing Home,21004F511,AVENUE DES PAGODES
3031,21004C62-,BOENDAAL-OUEST,197635,72,1,female,parent,104860,6,collectif,21004C62-,Bruxelles,8,Nursing Home,21004C62-,BOENDAAL-OUEST
3032,21004E72-,MAISON ROUGE (PLACE)-SUD,340996,76,0,male,parent,185852,6,collectif,21004E72-,Bruxelles,8,Nursing Home,21004E72-,MAISON ROUGE (PLACE)-SUD
3033,21004E14-,ECOLE DES CADETS,366457,84,1,female,parent,199244,6,collectif,21004E14-,Bruxelles,8,Nursing Home,21004E14-,ECOLE DES CADETS
3034,21004E201,AVENUE JEAN DE BOLOGNE,320269,76,1,female,parent,175844,6,collectif,21004E201,Bruxelles,8,Nursing Home,21004E201,AVENUE JEAN DE BOLOGNE
3035,21004E130,SACRE-COEUR,330106,74,1,female,parent,180465,6,collectif,21004E130,Bruxelles,8,Nursing Home,21004E130,SACRE-COEUR
3036,21004E130,SACRE-COEUR,330136,68,1,female,parent,180495,6,collectif,21004E130,Bruxelles,8,Nursing Home,21004E130,SACRE-COEUR
3037,21004F531,RUE DES FAINES,232956,74,0,male,parent,124994,6,collectif,21004F531,Bruxelles,8,Nursing Home,21004F531,RUE DES FAINES
3038,21004F91-,CROIX DE GUERRE (AVENUE DES),236451,71,1,female,parent,126785,6,collectif,21004F91-,Bruxelles,8,Nursing Home,21004F91-,CROIX DE GUERRE (AVENUE DES)
3039,21004C53-,LOUISE (AVENUE)-SUD-OUEST,291535,69,0,male,parent,161538,6,collectif,21004C53-,Bruxelles,8,Nursing Home,21004C53-,LOUISE (AVENUE)-SUD-OUEST
3040,21004F901,PLACE PETER BENOIT,202053,69,1,female,parent,107103,6,collectif,21004F901,Bruxelles,8,Nursing Home,21004F901,PLACE PETER BENOIT
3041,21004A811,QUAI DU COMMERCE,362403,67,0,male,parent,197275,6,collectif,21004A811,Bruxelles,8,Nursing Home,21004A811,QUAI DU COMMERCE
3042,21004A71-,BLAES (RUE)-CENTRE,269723,93,1,female,parent,146590,6,collectif,21004A71-,Bruxelles,8,Nursing Home,21004A71-,BLAES (RUE)-CENTRE
3043,21004E83-,STIENON (AVENUE),325088,67,1,female,parent,178299,6,collectif,21004E83-,Bruxelles,8,Nursing Home,21004E83-,STIENON (AVENUE)
3044,21004A15-,JACOBS (PLACE),272324,65,1,female,parent,148620,6,collectif,21004A15-,Bruxelles,8,Nursing Home,21004A15-,JACOBS (PLACE)
3045,21004B44-,AMBIORIX-SUD (SQUARE),216836,67,1,female,parent,115541,6,collectif,21004B44-,Bruxelles,8,Nursing Home,21004B44-,AMBIORIX-SUD (SQUARE)
3046,21004A21-,ANNEESSENS (PLACE),298456,79,0,male,parent,165179,6,collectif,21004A21-,Bruxelles,8,Nursing Home,21004A21-,ANNEESSENS (PLACE)
3047,21004F930,COIN DES CERISES,207584,75,1,female,parent,109772,6,collectif,21004F930,Bruxelles,8,Nursing Home,21004F930,COIN DES CERISES
3048,21004A14-,GRAND SABLON,281060,67,1,female,parent,154372,6,collectif,21004A14-,Bruxelles,8,Nursing Home,21004A14-,GRAND SABLON
3049,21004A02-,SAINT-FRANCOIS XAVIER,250442,74,1,female,parent,134656,6,collectif,21004A02-,Bruxelles,8,Nursing Home,21004A02-,SAINT-FRANCOIS XAVIER
3050,21004A22-,SENNE (RUE DE LA),265425,74,1,female,parent,143662,6,collectif,21004A22-,Bruxelles,8,Nursing Home,21004A22-,SENNE (RUE DE LA)
3051,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,276385,79,0,male,parent,151295,6,collectif,21004A16-,Bruxelles,8,Nursing Home,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE
3052,21004E81-,DISQUE (RUE DU),378045,85,1,female,parent,205737,6,collectif,21004E81-,Bruxelles,8,Nursing Home,21004E81-,DISQUE (RUE DU)
3053,21004E83-,STIENON (AVENUE),325090,66,1,female,parent,178301,6,collectif,21004E83-,Bruxelles,8,Nursing Home,21004E83-,STIENON (AVENUE)
3054,21004E70-,MARIE-CHRISTINE (RUE),305459,82,0,male,parent,168768,6,collectif,21004E70-,Bruxelles,8,Nursing Home,21004E70-,MARIE-CHRISTINE (RUE)
3055,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,276309,68,1,female,parent,151219,6,collectif,21004A16-,Bruxelles,8,Nursing Home,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE
3056,21004A14-,GRAND SABLON,281040,75,1,female,parent,154352,6,collectif,21004A14-,Bruxelles,8,Nursing Home,21004A14-,GRAND SABLON
3057,21004D62-,ANVERS (CHAUSSEE D')-NORD,346504,66,0,male,parent,188673,6,collectif,21004D62-,Bruxelles,8,Nursing Home,21004D62-,ANVERS (CHAUSSEE D')-NORD
3058,21004B43-,AMBIORIX-NORD (SQUARE),222549,84,1,female,parent,118697,6,collectif,21004B43-,Bruxelles,8,Nursing Home,21004B43-,AMBIORIX-NORD (SQUARE)
3059,21004E130,SACRE-COEUR,330093,80,1,female,parent,180452,6,collectif,21004E130,Bruxelles,8,Nursing Home,21004E130,SACRE-COEUR
3060,21004D672,QUAI DE WILLEBROECK,363681,81,1,female,parent,198065,6,collectif,21004D672,Bruxelles,8,Nursing Home,21004D672,QUAI DE WILLEBROECK
3061,21004A20-,BOURSE-NORD-OUEST,279072,71,1,female,parent,152973,6,collectif,21004A20-,Bruxelles,8,Nursing Home,21004A20-,BOURSE-NORD-OUEST
3062,21004E14-,ECOLE DES CADETS,366492,74,1,female,parent,199279,6,collectif,21004E14-,Bruxelles,8,Nursing Home,21004E14-,ECOLE DES CADETS
3063,21004F901,PLACE PETER BENOIT,202159,71,0,male,parent,107209,6,collectif,21004F901,Bruxelles,8,Nursing Home,21004F901,PLACE PETER BENOIT
3064,21004A22-,SENNE (RUE DE LA),265871,68,0,male,parent,144108,6,collectif,21004A22-,Bruxelles,8,Nursing Home,21004A22-,SENNE (RUE DE LA)
3065,21004A71-,BLAES (RUE)-CENTRE,269799,72,1,female,parent,146666,6,collectif,21004A71-,Bruxelles,8,Nursing Home,21004A71-,BLAES (RUE)-CENTRE
3066,21004E72-,MAISON ROUGE (PLACE)-SUD,340995,76,0,male,parent,185851,6,collectif,21004E72-,Bruxelles,8,Nursing Home,21004E72-,MAISON ROUGE (PLACE)-SUD
3067,21004D64-,MASUI (PLACE)-NORD,342273,73,1,female,parent,186541,6,collectif,21004D64-,Bruxelles,8,Nursing Home,21004D64-,MASUI (PLACE)-NORD
3068,21004E74-,EM. DELVA (RUE),314226,66,0,male,parent,172869,6,collectif,21004E74-,Bruxelles,8,Nursing Home,21004E74-,EM. DELVA (RUE)
3069,21004E211,RUE DE WAND,347414,78,1,female,parent,189154,6,collectif,21004E211,Bruxelles,8,Nursing Home,21004E211,RUE DE WAND
3070,21004B411,DEUX EGLISES (RUE DES),195025,67,0,male,parent,103496,6,collectif,21004B411,Bruxelles,8,Nursing Home,21004B411,DEUX EGLISES (RUE DES)
3071,21004D610,ANVERS (CHAUSSEE D')-SUD,382414,79,0,male,parent,208127,6,collectif,21004D610,Bruxelles,8,Nursing Home,21004D610,ANVERS (CHAUSSEE D')-SUD
3072,21004D62-,ANVERS (CHAUSSEE D')-NORD,346347,69,1,female,parent,188516,6,collectif,21004D62-,Bruxelles,8,Nursing Home,21004D62-,ANVERS (CHAUSSEE D')-NORD
3073,21004E82-,CITE MODELE,373404,66,0,male,parent,203032,6,collectif,21004E82-,Bruxelles,8,Nursing Home,21004E82-,CITE MODELE
3074,21004G310,HAREN-SUD-OUEST,199050,65,1,female,parent,105505,6,collectif,21004G310,Bruxelles,8,Nursing Home,21004G310,HAREN-SUD-OUEST
3075,21004A811,QUAI DU COMMERCE,362390,69,0,male,parent,197262,6,collectif,21004A811,Bruxelles,8,Nursing Home,21004A811,QUAI DU COMMERCE
3076,21004A23-,NOUVEAU MARCHE AU GRAIN,261202,74,0,male,parent,141209,6,collectif,21004A23-,Bruxelles,8,Nursing Home,21004A23-,NOUVEAU MARCHE AU GRAIN
3077,21004A24-,MARCHE AU PORCS,226333,74,1,female,parent,121097,6,collectif,21004A24-,Bruxelles,8,Nursing Home,21004A24-,MARCHE AU PORCS
3078,21004E201,AVENUE JEAN DE BOLOGNE,320283,73,1,female,parent,175858,6,collectif,21004E201,Bruxelles,8,Nursing Home,21004E201,AVENUE JEAN DE BOLOGNE
3079,21004E222,MUTSAARD (AVENUE),376537,79,1,female,parent,204928,6,collectif,21004E222,Bruxelles,8,Nursing Home,21004E222,MUTSAARD (AVENUE)
3080,21004A02-,SAINT-FRANCOIS XAVIER,250427,77,1,female,parent,134641,6,collectif,21004A02-,Bruxelles,8,Nursing Home,21004A02-,SAINT-FRANCOIS XAVIER
3081,21004E201,AVENUE JEAN DE BOLOGNE,320220,88,1,female,parent,175795,6,collectif,21004E201,Bruxelles,8,Nursing Home,21004E201,AVENUE JEAN DE BOLOGNE
3082,21004A71-,BLAES (RUE)-CENTRE,270021,68,0,male,parent,146888,6,collectif,21004A71-,Bruxelles,8,Nursing Home,21004A71-,BLAES (RUE)-CENTRE
3083,21004A70-,BLAES (RUE)-SUD,255473,75,0,male,parent,137514,6,collectif,21004A70-,Bruxelles,8,Nursing Home,21004A70-,BLAES (RUE)-SUD
3084,21004A02-,SAINT-FRANCOIS XAVIER,250586,86,0,male,parent,134800,6,collectif,21004A02-,Bruxelles,8,Nursing Home,21004A02-,SAINT-FRANCOIS XAVIER
3085,21004E211,RUE DE WAND,347391,90,1,female,parent,189131,6,collectif,21004E211,Bruxelles,8,Nursing Home,21004E211,RUE DE WAND
3086,21004A24-,MARCHE AU PORCS,226334,74,1,female,parent,121098,6,collectif,21004A24-,Bruxelles,8,Nursing Home,21004A24-,MARCHE AU PORCS
3087,21004B10-,ORBAN (SQUARE),266461,71,1,female,parent,144574,6,collectif,21004B10-,Bruxelles,8,Nursing Home,21004B10-,ORBAN (SQUARE)
3088,21004E12-,PRINCE LEOPOLD (SQUARE),353519,73,1,female,parent,192049,6,collectif,21004E12-,Bruxelles,8,Nursing Home,21004E12-,PRINCE LEOPOLD (SQUARE)
3089,21004F922,RUE CHATEAU BEYAERD,239749,67,0,male,parent,128337,6,collectif,21004F922,Bruxelles,8,Nursing Home,21004F922,RUE CHATEAU BEYAERD
3090,21004E81-,DISQUE (RUE DU),378075,78,1,female,parent,205767,6,collectif,21004E81-,Bruxelles,8,Nursing Home,21004E81-,DISQUE (RUE DU)
3091,21004B421,MARIE-LOUISE (SQUARE),192916,78,1,female,parent,102063,6,collectif,21004B421,Bruxelles,8,Nursing Home,21004B421,MARIE-LOUISE (SQUARE)
3092,21004F531,RUE DES FAINES,232955,75,0,male,parent,124993,6,collectif,21004F531,Bruxelles,8,Nursing Home,21004F531,RUE DES FAINES
3093,21004A71-,BLAES (RUE)-CENTRE,269775,79,1,female,parent,146642,6,collectif,21004A71-,Bruxelles,8,Nursing Home,21004A71-,BLAES (RUE)-CENTRE
3094,21004B45-,ECOLE MILITAIRE,211055,68,0,male,parent,111913,6,collectif,21004B45-,Bruxelles,8,Nursing Home,21004B45-,ECOLE MILITAIRE
3095,21004E70-,MARIE-CHRISTINE (RUE),305476,77,0,male,parent,168785,6,collectif,21004E70-,Bruxelles,8,Nursing Home,21004E70-,MARIE-CHRISTINE (RUE)
3096,21004E12-,PRINCE LEOPOLD (SQUARE),353806,67,0,male,parent,192336,6,collectif,21004E12-,Bruxelles,8,Nursing Home,21004E12-,PRINCE LEOPOLD (SQUARE)
3097,21004F531,RUE DES FAINES,232879,83,1,female,parent,124917,6,collectif,21004F531,Bruxelles,8,Nursing Home,21004F531,RUE DES FAINES
3098,21004F91-,CROIX DE GUERRE (AVENUE DES),236383,87,1,female,parent,126717,6,collectif,21004F91-,Bruxelles,8,Nursing Home,21004F91-,CROIX DE GUERRE (AVENUE DES)
3099,21004E82-,CITE MODELE,373214,71,1,female,parent,202842,6,collectif,21004E82-,Bruxelles,8,Nursing Home,21004E82-,CITE MODELE
3100,21004E201,AVENUE JEAN DE BOLOGNE,320266,76,1,female,parent,175841,6,collectif,21004E201,Bruxelles,8,Nursing Home,21004E201,AVENUE JEAN DE BOLOGNE
3101,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,276250,85,1,female,parent,151160,6,collectif,21004A16-,Bruxelles,8,Nursing Home,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE
3102,21004C552,LOUISE (AVENUE)-SUD,286705,70,1,female,parent,158228,6,collectif,21004C552,Bruxelles,8,Nursing Home,21004C552,LOUISE (AVENUE)-SUD
3103,21004A04-,NOTRE-DAME DE LA CHAPELLE,273500,71,1,female,parent,149302,6,collectif,21004A04-,Bruxelles,8,Nursing Home,21004A04-,NOTRE-DAME DE LA CHAPELLE
3104,21004A02-,SAINT-FRANCOIS XAVIER,250593,82,0,male,parent,134807,6,collectif,21004A02-,Bruxelles,8,Nursing Home,21004A02-,SAINT-FRANCOIS XAVIER
3105,21004E12-,PRINCE LEOPOLD (SQUARE),353796,69,0,male,parent,192326,6,collectif,21004E12-,Bruxelles,8,Nursing Home,21004E12-,PRINCE LEOPOLD (SQUARE)
3106,21004F922,RUE CHATEAU BEYAERD,239616,86,1,female,parent,128204,6,collectif,21004F922,Bruxelles,8,Nursing Home,21004F922,RUE CHATEAU BEYAERD
3107,21004D672,QUAI DE WILLEBROECK,363688,74,1,female,parent,198072,6,collectif,21004D672,Bruxelles,8,Nursing Home,21004D672,QUAI DE WILLEBROECK
3108,21004A02-,SAINT-FRANCOIS XAVIER,250381,90,1,female,parent,134595,6,collectif,21004A02-,Bruxelles,8,Nursing Home,21004A02-,SAINT-FRANCOIS XAVIER
3109,21004C63-,NATIONS (SQUARE DES),245060,93,1,female,parent,131526,6,collectif,21004C63-,Bruxelles,8,Nursing Home,21004C63-,NATIONS (SQUARE DES)
3110,21004E81-,DISQUE (RUE DU),378076,78,1,female,parent,205768,6,collectif,21004E81-,Bruxelles,8,Nursing Home,21004E81-,DISQUE (RUE DU)
3111,21004F531,RUE DES FAINES,232891,80,1,female,parent,124929,6,collectif,21004F531,Bruxelles,8,Nursing Home,21004F531,RUE DES FAINES
3112,21004B44-,AMBIORIX-SUD (SQUARE),216818,73,1,female,parent,115523,6,collectif,21004B44-,Bruxelles,8,Nursing Home,21004B44-,AMBIORIX-SUD (SQUARE)
3113,21004B44-,AMBIORIX-SUD (SQUARE),216963,78,0,male,parent,115668,6,collectif,21004B44-,Bruxelles,8,Nursing Home,21004B44-,AMBIORIX-SUD (SQUARE)
3114,21004F901,PLACE PETER BENOIT,202040,75,1,female,parent,107090,6,collectif,21004F901,Bruxelles,8,Nursing Home,21004F901,PLACE PETER BENOIT
3115,21004E112,RUE DES CHRYSANTHEMES,342693,71,1,female,parent,186776,6,collectif,21004E112,Bruxelles,8,Nursing Home,21004E112,RUE DES CHRYSANTHEMES
3116,21004A23-,NOUVEAU MARCHE AU GRAIN,260999,72,1,female,parent,141006,6,collectif,21004A23-,Bruxelles,8,Nursing Home,21004A23-,NOUVEAU MARCHE AU GRAIN
3117,21004C63-,NATIONS (SQUARE DES),245057,93,1,female,parent,131523,6,collectif,21004C63-,Bruxelles,8,Nursing Home,21004C63-,NATIONS (SQUARE DES)
3118,21004E211,RUE DE WAND,347508,67,0,male,parent,189248,6,collectif,21004E211,Bruxelles,8,Nursing Home,21004E211,RUE DE WAND
3119,21004F522,AVENUE DE VERSAILLES,369359,76,1,female,parent,200891,6,collectif,21004F522,Bruxelles,8,Nursing Home,21004F522,AVENUE DE VERSAILLES
3120,21004E14-,ECOLE DES CADETS,366477,77,1,female,parent,199264,6,collectif,21004E14-,Bruxelles,8,Nursing Home,21004E14-,ECOLE DES CADETS
3121,21004E130,SACRE-COEUR,330569,68,0,male,parent,180928,6,collectif,21004E130,Bruxelles,8,Nursing Home,21004E130,SACRE-COEUR
3122,21004F930,COIN DES CERISES,207603,71,1,female,parent,109791,6,collectif,21004F930,Bruxelles,8,Nursing Home,21004F930,COIN DES CERISES
3123,21004E72-,MAISON ROUGE (PLACE)-SUD,341012,73,0,male,parent,185868,6,collectif,21004E72-,Bruxelles,8,Nursing Home,21004E72-,MAISON ROUGE (PLACE)-SUD
3124,21004C54-,LOUISE (AVENUE)-SUD-EST,243656,72,0,male,parent,130766,6,collectif,21004C54-,Bruxelles,8,Nursing Home,21004C54-,LOUISE (AVENUE)-SUD-EST
3125,21004F91-,CROIX DE GUERRE (AVENUE DES),236518,73,0,male,parent,126852,6,collectif,21004F91-,Bruxelles,8,Nursing Home,21004F91-,CROIX DE GUERRE (AVENUE DES)
3126,21004F91-,CROIX DE GUERRE (AVENUE DES),236468,65,1,female,parent,126802,6,collectif,21004F91-,Bruxelles,8,Nursing Home,21004F91-,CROIX DE GUERRE (AVENUE DES)
3127,21004E74-,EM. DELVA (RUE),313879,82,1,female,parent,172522,6,collectif,21004E74-,Bruxelles,8,Nursing Home,21004E74-,EM. DELVA (RUE)
3128,21004C552,LOUISE (AVENUE)-SUD,286708,69,1,female,parent,158231,6,collectif,21004C552,Bruxelles,8,Nursing Home,21004C552,LOUISE (AVENUE)-SUD
3129,21004F901,PLACE PETER BENOIT,202155,73,0,male,parent,107205,6,collectif,21004F901,Bruxelles,8,Nursing Home,21004F901,PLACE PETER BENOIT
3130,21004A01-,VIEILLE HALLE AUX BLES,262379,79,0,male,parent,142148,6,collectif,21004A01-,Bruxelles,8,Nursing Home,21004A01-,VIEILLE HALLE AUX BLES
3131,21004A71-,BLAES (RUE)-CENTRE,269999,73,0,male,parent,146866,6,collectif,21004A71-,Bruxelles,8,Nursing Home,21004A71-,BLAES (RUE)-CENTRE
3132,21004C63-,NATIONS (SQUARE DES),245106,78,1,female,parent,131572,6,collectif,21004C63-,Bruxelles,8,Nursing Home,21004C63-,NATIONS (SQUARE DES)
3133,21004E82-,CITE MODELE,373141,88,1,female,parent,202769,6,collectif,21004E82-,Bruxelles,8,Nursing Home,21004E82-,CITE MODELE
3134,21004F953,RUE DU WIMPELBERG,247332,76,1,female,parent,132935,6,collectif,21004F953,Bruxelles,8,Nursing Home,21004F953,RUE DU WIMPELBERG
3135,21004C552,LOUISE (AVENUE)-SUD,286747,74,0,male,parent,158270,6,collectif,21004C552,Bruxelles,8,Nursing Home,21004C552,LOUISE (AVENUE)-SUD
3136,21004A71-,BLAES (RUE)-CENTRE,269800,72,1,female,parent,146667,6,collectif,21004A71-,Bruxelles,8,Nursing Home,21004A71-,BLAES (RUE)-CENTRE
3137,21004D62-,ANVERS (CHAUSSEE D')-NORD,346360,66,1,female,parent,188529,6,collectif,21004D62-,Bruxelles,8,Nursing Home,21004D62-,ANVERS (CHAUSSEE D')-NORD
3138,21004E74-,EM. DELVA (RUE),313904,76,1,female,parent,172547,6,collectif,21004E74-,Bruxelles,8,Nursing Home,21004E74-,EM. DELVA (RUE)
3139,21004B45-,ECOLE MILITAIRE,210934,67,1,female,parent,111792,6,collectif,21004B45-,Bruxelles,8,Nursing Home,21004B45-,ECOLE MILITAIRE
3140,21004A22-,SENNE (RUE DE LA),265409,81,1,female,parent,143646,6,collectif,21004A22-,Bruxelles,8,Nursing Home,21004A22-,SENNE (RUE DE LA)
3141,21004A22-,SENNE (RUE DE LA),265439,72,1,female,parent,143676,6,collectif,21004A22-,Bruxelles,8,Nursing Home,21004A22-,SENNE (RUE DE LA)
3142,21004G3MJ,DOBBELENBERG (RUE DE),233372,71,1,female,parent,125236,6,collectif,21004G3MJ,Bruxelles,8,Nursing Home,21004G3MJ,DOBBELENBERG (RUE DE)
3143,21004E14-,ECOLE DES CADETS,366486,76,1,female,parent,199273,6,collectif,21004E14-,Bruxelles,8,Nursing Home,21004E14-,ECOLE DES CADETS
