,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code_x,Commune_x,Code_y,Name,Commune_y,WorkID,WorkType
9532,21004E101,PARVIS NOTRE DAME,358755,18,0,male,parent,195044,1,couple_with_child,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9533,21004E101,PARVIS NOTRE DAME,358762,18,0,male,parent,195046,1,couple_with_child,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9534,21004E101,PARVIS NOTRE DAME,358769,18,0,male,parent,195048,2,couple_no_child,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9552,21004E101,PARVIS NOTRE DAME,358887,18,1,female,parent,195088,2,couple_no_child,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9553,21004E101,PARVIS NOTRE DAME,358889,18,1,female,parent,195089,3,single,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9554,21004E101,PARVIS NOTRE DAME,358890,18,1,female,parent,195090,3,single,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9564,21004E101,PARVIS NOTRE DAME,359293,18,0,male,parent,195477,3,single,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9565,21004E101,PARVIS NOTRE DAME,359294,18,0,male,parent,195478,3,single,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9567,21004E101,PARVIS NOTRE DAME,359296,18,0,male,parent,195480,3,single,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9571,21004E101,PARVIS NOTRE DAME,357600,18,1,female,child,194608,1,couple_with_child,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9574,21004E101,PARVIS NOTRE DAME,357819,18,1,female,child,194695,4,single_with_child,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9577,21004E101,PARVIS NOTRE DAME,358019,18,0,male,child,194773,4,single_with_child,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9579,21004E101,PARVIS NOTRE DAME,358108,18,0,male,child,194805,1,couple_with_child,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9580,21004E101,PARVIS NOTRE DAME,358122,18,1,female,child,194813,1,couple_with_child,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9582,21004E101,PARVIS NOTRE DAME,358163,18,0,male,child,194827,1,couple_with_child,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9585,21004E101,PARVIS NOTRE DAME,358263,18,0,male,child,194866,1,couple_with_child,21004E101,Bruxelles,21004E101,PARVIS NOTRE DAME,Bruxelles,6,Worker
9593,21004A811,QUAI DU COMMERCE,361291,18,0,male,parent,196444,2,couple_no_child,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9594,21004A811,QUAI DU COMMERCE,361332,18,0,male,parent,196461,2,couple_no_child,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9609,21004A811,QUAI DU COMMERCE,361486,18,0,male,parent,196522,1,couple_with_child,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9624,21004A811,QUAI DU COMMERCE,361525,18,1,female,parent,196544,1,couple_with_child,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9626,21004A811,QUAI DU COMMERCE,361532,18,1,female,parent,196546,3,single,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9628,21004A811,QUAI DU COMMERCE,361534,18,1,female,parent,196548,3,single,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9629,21004A811,QUAI DU COMMERCE,361535,18,1,female,parent,196549,3,single,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9631,21004A811,QUAI DU COMMERCE,361537,18,1,female,parent,196551,3,single,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9632,21004A811,QUAI DU COMMERCE,361545,18,0,male,parent,196554,1,couple_with_child,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9646,21004A811,QUAI DU COMMERCE,362045,18,0,male,parent,197049,3,single,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9648,21004A811,QUAI DU COMMERCE,362047,18,0,male,parent,197051,3,single,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9649,21004A811,QUAI DU COMMERCE,362048,18,0,male,parent,197052,3,single,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9650,21004A811,QUAI DU COMMERCE,362049,18,0,male,parent,197053,3,single,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9651,21004A811,QUAI DU COMMERCE,362050,18,0,male,parent,197054,3,single,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9652,21004A811,QUAI DU COMMERCE,362051,18,0,male,parent,197055,3,single,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9664,21004A811,QUAI DU COMMERCE,360631,18,1,female,child,196182,1,couple_with_child,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9666,21004A811,QUAI DU COMMERCE,360733,18,1,female,child,196223,4,single_with_child,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9670,21004A811,QUAI DU COMMERCE,360866,18,1,female,child,196273,1,couple_with_child,21004A811,Bruxelles,21004A811,QUAI DU COMMERCE,Bruxelles,6,Worker
9677,21004D672,QUAI DE WILLEBROECK,363324,18,0,male,parent,197777,1,couple_with_child,21004D672,Bruxelles,21004D672,QUAI DE WILLEBROECK,Bruxelles,6,Worker
9680,21004D672,QUAI DE WILLEBROECK,363328,18,1,female,parent,197781,1,couple_with_child,21004D672,Bruxelles,21004D672,QUAI DE WILLEBROECK,Bruxelles,6,Worker
9681,21004D672,QUAI DE WILLEBROECK,363330,18,1,female,parent,197782,3,single,21004D672,Bruxelles,21004D672,QUAI DE WILLEBROECK,Bruxelles,6,Worker
9682,21004D672,QUAI DE WILLEBROECK,363331,18,1,female,parent,197783,3,single,21004D672,Bruxelles,21004D672,QUAI DE WILLEBROECK,Bruxelles,6,Worker
9689,21004D672,QUAI DE WILLEBROECK,363588,18,0,male,parent,198038,3,single,21004D672,Bruxelles,21004D672,QUAI DE WILLEBROECK,Bruxelles,6,Worker
9690,21004D672,QUAI DE WILLEBROECK,363589,18,0,male,parent,198039,3,single,21004D672,Bruxelles,21004D672,QUAI DE WILLEBROECK,Bruxelles,6,Worker
9691,21004D672,QUAI DE WILLEBROECK,363590,18,0,male,parent,198040,3,single,21004D672,Bruxelles,21004D672,QUAI DE WILLEBROECK,Bruxelles,6,Worker
9692,21004D672,QUAI DE WILLEBROECK,363591,18,0,male,parent,198041,3,single,21004D672,Bruxelles,21004D672,QUAI DE WILLEBROECK,Bruxelles,6,Worker
9698,21004E14-,ECOLE DES CADETS,365693,18,0,male,parent,198789,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9699,21004E14-,ECOLE DES CADETS,365705,18,0,male,parent,198792,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9700,21004E14-,ECOLE DES CADETS,365728,18,0,male,parent,198802,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9701,21004E14-,ECOLE DES CADETS,365733,18,0,male,parent,198803,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9702,21004E14-,ECOLE DES CADETS,365765,18,0,male,parent,198811,2,couple_no_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9710,21004E14-,ECOLE DES CADETS,365879,18,0,male,parent,198850,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9719,21004E14-,ECOLE DES CADETS,365912,18,0,male,parent,198858,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9728,21004E14-,ECOLE DES CADETS,365942,18,1,female,parent,198873,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9730,21004E14-,ECOLE DES CADETS,365944,18,1,female,parent,198874,2,couple_no_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9732,21004E14-,ECOLE DES CADETS,365946,18,1,female,parent,198875,3,single,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9733,21004E14-,ECOLE DES CADETS,365947,18,1,female,parent,198876,3,single,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9734,21004E14-,ECOLE DES CADETS,365948,18,1,female,parent,198877,3,single,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9742,21004E14-,ECOLE DES CADETS,366272,18,0,male,parent,199197,3,single,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9743,21004E14-,ECOLE DES CADETS,366273,18,0,male,parent,199198,3,single,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9746,21004E14-,ECOLE DES CADETS,363951,18,0,male,child,198277,4,single_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9751,21004E14-,ECOLE DES CADETS,364202,18,1,female,child,198358,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9755,21004E14-,ECOLE DES CADETS,364356,18,1,female,child,198402,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9760,21004E14-,ECOLE DES CADETS,364550,18,1,female,child,198457,4,single_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9764,21004E14-,ECOLE DES CADETS,364626,18,1,female,child,198477,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9768,21004E14-,ECOLE DES CADETS,364773,18,0,male,child,198517,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9772,21004E14-,ECOLE DES CADETS,364892,18,1,female,child,198552,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9781,21004E14-,ECOLE DES CADETS,365164,18,1,female,child,198629,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9782,21004E14-,ECOLE DES CADETS,365177,18,1,female,child,198632,1,couple_with_child,21004E14-,Bruxelles,21004E14-,ECOLE DES CADETS,Bruxelles,6,Worker
9785,21004F522,AVENUE DE VERSAILLES,368752,18,0,male,parent,200524,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9791,21004F522,AVENUE DE VERSAILLES,368817,18,0,male,parent,200544,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9795,21004F522,AVENUE DE VERSAILLES,368868,18,0,male,parent,200558,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9796,21004F522,AVENUE DE VERSAILLES,368871,18,0,male,parent,200559,2,couple_no_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9810,21004F522,AVENUE DE VERSAILLES,368922,18,1,female,parent,200589,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9811,21004F522,AVENUE DE VERSAILLES,368924,18,1,female,parent,200590,2,couple_no_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9813,21004F522,AVENUE DE VERSAILLES,368928,18,1,female,parent,200592,2,couple_no_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9814,21004F522,AVENUE DE VERSAILLES,368930,18,1,female,parent,200593,3,single,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9818,21004F522,AVENUE DE VERSAILLES,369164,18,0,male,parent,200819,3,single,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9829,21004F522,AVENUE DE VERSAILLES,367569,18,0,male,child,200054,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9830,21004F522,AVENUE DE VERSAILLES,367572,18,0,male,child,200055,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9832,21004F522,AVENUE DE VERSAILLES,367617,18,0,male,child,200072,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9833,21004F522,AVENUE DE VERSAILLES,367670,18,0,male,child,200097,4,single_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9834,21004F522,AVENUE DE VERSAILLES,367688,18,0,male,child,200102,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9835,21004F522,AVENUE DE VERSAILLES,367881,18,1,female,child,200181,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9836,21004F522,AVENUE DE VERSAILLES,367950,18,1,female,child,200210,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9837,21004F522,AVENUE DE VERSAILLES,368014,18,1,female,child,200231,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9839,21004F522,AVENUE DE VERSAILLES,368156,18,1,female,child,200293,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9840,21004F522,AVENUE DE VERSAILLES,368182,18,0,male,child,200305,4,single_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9841,21004F522,AVENUE DE VERSAILLES,368199,18,0,male,child,200309,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9842,21004F522,AVENUE DE VERSAILLES,368284,18,1,female,child,200342,1,couple_with_child,21004F522,Bruxelles,21004F522,AVENUE DE VERSAILLES,Bruxelles,6,Worker
9852,21004E82-,CITE MODELE,372224,18,0,male,parent,202254,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9853,21004E82-,CITE MODELE,372234,18,0,male,parent,202256,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9856,21004E82-,CITE MODELE,372246,18,0,male,parent,202259,2,couple_no_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9857,21004E82-,CITE MODELE,372262,18,0,male,parent,202267,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9860,21004E82-,CITE MODELE,372290,18,0,male,parent,202274,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9861,21004E82-,CITE MODELE,372312,18,0,male,parent,202283,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9862,21004E82-,CITE MODELE,372315,18,0,male,parent,202284,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9863,21004E82-,CITE MODELE,372329,18,0,male,parent,202287,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9864,21004E82-,CITE MODELE,372368,18,0,male,parent,202300,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9890,21004E82-,CITE MODELE,372539,18,1,female,parent,202356,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9892,21004E82-,CITE MODELE,372541,18,1,female,parent,202357,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9893,21004E82-,CITE MODELE,372542,18,0,male,parent,202357,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9895,21004E82-,CITE MODELE,372544,18,0,male,parent,202358,2,couple_no_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9896,21004E82-,CITE MODELE,372545,18,1,female,parent,202359,2,couple_no_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9897,21004E82-,CITE MODELE,372546,18,0,male,parent,202359,2,couple_no_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9898,21004E82-,CITE MODELE,372547,18,1,female,parent,202360,3,single,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9899,21004E82-,CITE MODELE,372548,18,1,female,parent,202361,3,single,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9904,21004E82-,CITE MODELE,372904,18,0,male,parent,202709,3,single,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9905,21004E82-,CITE MODELE,372905,18,0,male,parent,202710,3,single,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9927,21004E82-,CITE MODELE,370770,18,1,female,child,201702,4,single_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9932,21004E82-,CITE MODELE,370864,18,1,female,child,201734,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9935,21004E82-,CITE MODELE,371090,18,1,female,child,201824,4,single_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9942,21004E82-,CITE MODELE,371211,18,0,male,child,201874,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9949,21004E82-,CITE MODELE,371470,18,0,male,child,201973,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9951,21004E82-,CITE MODELE,371524,18,0,male,child,201995,1,couple_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9957,21004E82-,CITE MODELE,371689,18,0,male,child,202062,4,single_with_child,21004E82-,Bruxelles,21004E82-,CITE MODELE,Bruxelles,6,Worker
9959,21004E222,MUTSAARD (AVENUE),375793,18,0,male,parent,204405,2,couple_no_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9987,21004E222,MUTSAARD (AVENUE),375954,18,1,female,parent,204465,1,couple_with_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9988,21004E222,MUTSAARD (AVENUE),375955,18,0,male,parent,204465,1,couple_with_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9989,21004E222,MUTSAARD (AVENUE),375956,18,1,female,parent,204466,1,couple_with_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9990,21004E222,MUTSAARD (AVENUE),375957,18,0,male,parent,204466,1,couple_with_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9991,21004E222,MUTSAARD (AVENUE),375958,18,1,female,parent,204467,2,couple_no_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9992,21004E222,MUTSAARD (AVENUE),375959,18,0,male,parent,204467,2,couple_no_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9993,21004E222,MUTSAARD (AVENUE),375960,18,1,female,parent,204468,2,couple_no_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9994,21004E222,MUTSAARD (AVENUE),375961,18,0,male,parent,204468,2,couple_no_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9995,21004E222,MUTSAARD (AVENUE),375962,18,1,female,parent,204469,2,couple_no_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9996,21004E222,MUTSAARD (AVENUE),375963,18,0,male,parent,204469,2,couple_no_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9997,21004E222,MUTSAARD (AVENUE),375964,18,1,female,parent,204470,3,single,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
9998,21004E222,MUTSAARD (AVENUE),375965,18,1,female,parent,204471,3,single,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
10002,21004E222,MUTSAARD (AVENUE),376352,18,0,male,parent,204848,3,single,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
10003,21004E222,MUTSAARD (AVENUE),376353,18,0,male,parent,204849,3,single,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
10004,21004E222,MUTSAARD (AVENUE),374090,18,0,male,child,203572,4,single_with_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
10014,21004E222,MUTSAARD (AVENUE),374900,18,0,male,child,203987,4,single_with_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
10019,21004E222,MUTSAARD (AVENUE),375316,18,0,male,child,204197,4,single_with_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
10020,21004E222,MUTSAARD (AVENUE),375353,18,1,female,child,204217,4,single_with_child,21004E222,Bruxelles,21004E222,MUTSAARD (AVENUE),Bruxelles,6,Worker
10022,21004E81-,DISQUE (RUE DU),377698,18,0,male,parent,205522,2,couple_no_child,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,6,Worker
10029,21004E81-,DISQUE (RUE DU),377747,18,0,male,parent,205538,1,couple_with_child,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,6,Worker
10039,21004E81-,DISQUE (RUE DU),377772,18,1,female,parent,205548,1,couple_with_child,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,6,Worker
10040,21004E81-,DISQUE (RUE DU),377773,18,0,male,parent,205548,1,couple_with_child,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,6,Worker
10042,21004E81-,DISQUE (RUE DU),377778,18,0,male,parent,205549,1,couple_with_child,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,6,Worker
10043,21004E81-,DISQUE (RUE DU),377780,18,1,female,parent,205550,2,couple_no_child,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,6,Worker
10044,21004E81-,DISQUE (RUE DU),377781,18,0,male,parent,205550,2,couple_no_child,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,6,Worker
10052,21004E81-,DISQUE (RUE DU),377015,18,0,male,child,205252,1,couple_with_child,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,6,Worker
10054,21004E81-,DISQUE (RUE DU),377174,18,0,male,child,205315,1,couple_with_child,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,6,Worker
10070,21004D600,PARVIS SAINT-ROCH,379070,18,1,female,parent,206303,2,couple_no_child,21004D600,Bruxelles,21004D600,PARVIS SAINT-ROCH,Bruxelles,6,Worker
10071,21004D600,PARVIS SAINT-ROCH,379075,18,0,male,parent,206306,1,couple_with_child,21004D600,Bruxelles,21004D600,PARVIS SAINT-ROCH,Bruxelles,6,Worker
10074,21004D600,PARVIS SAINT-ROCH,379302,18,0,male,parent,206530,3,single,21004D600,Bruxelles,21004D600,PARVIS SAINT-ROCH,Bruxelles,6,Worker
10078,21004D600,PARVIS SAINT-ROCH,378379,18,1,female,child,206005,4,single_with_child,21004D600,Bruxelles,21004D600,PARVIS SAINT-ROCH,Bruxelles,6,Worker
10085,21004D600,PARVIS SAINT-ROCH,378658,18,1,female,child,206135,1,couple_with_child,21004D600,Bruxelles,21004D600,PARVIS SAINT-ROCH,Bruxelles,6,Worker
10086,21004D600,PARVIS SAINT-ROCH,378674,18,1,female,child,206142,1,couple_with_child,21004D600,Bruxelles,21004D600,PARVIS SAINT-ROCH,Bruxelles,6,Worker
10088,21004D600,PARVIS SAINT-ROCH,378719,18,0,male,child,206163,1,couple_with_child,21004D600,Bruxelles,21004D600,PARVIS SAINT-ROCH,Bruxelles,6,Worker
10090,21004D600,PARVIS SAINT-ROCH,378738,18,0,male,child,206171,1,couple_with_child,21004D600,Bruxelles,21004D600,PARVIS SAINT-ROCH,Bruxelles,6,Worker
10092,21004D600,PARVIS SAINT-ROCH,378775,18,0,male,child,206190,4,single_with_child,21004D600,Bruxelles,21004D600,PARVIS SAINT-ROCH,Bruxelles,6,Worker
10097,21004D600,PARVIS SAINT-ROCH,378855,18,1,female,child,206226,1,couple_with_child,21004D600,Bruxelles,21004D600,PARVIS SAINT-ROCH,Bruxelles,6,Worker
10098,21004D600,PARVIS SAINT-ROCH,378859,18,1,female,child,206227,1,couple_with_child,21004D600,Bruxelles,21004D600,PARVIS SAINT-ROCH,Bruxelles,6,Worker
10102,21004D610,ANVERS (CHAUSSEE D')-SUD,381446,18,0,male,parent,207490,1,couple_with_child,21004D610,Bruxelles,21004D610,ANVERS (CHAUSSEE D')-SUD,Bruxelles,6,Worker
10103,21004D610,ANVERS (CHAUSSEE D')-SUD,381459,18,0,male,parent,207494,1,couple_with_child,21004D610,Bruxelles,21004D610,ANVERS (CHAUSSEE D')-SUD,Bruxelles,6,Worker
10104,21004D610,ANVERS (CHAUSSEE D')-SUD,381477,18,0,male,parent,207501,1,couple_with_child,21004D610,Bruxelles,21004D610,ANVERS (CHAUSSEE D')-SUD,Bruxelles,6,Worker
10105,21004D610,ANVERS (CHAUSSEE D')-SUD,381482,18,0,male,parent,207502,1,couple_with_child,21004D610,Bruxelles,21004D610,ANVERS (CHAUSSEE D')-SUD,Bruxelles,6,Worker
10112,21004D610,ANVERS (CHAUSSEE D')-SUD,381647,18,0,male,parent,207553,1,couple_with_child,21004D610,Bruxelles,21004D610,ANVERS (CHAUSSEE D')-SUD,Bruxelles,6,Worker
10125,21004D610,ANVERS (CHAUSSEE D')-SUD,381707,18,1,female,parent,207573,1,couple_with_child,21004D610,Bruxelles,21004D610,ANVERS (CHAUSSEE D')-SUD,Bruxelles,6,Worker
10126,21004D610,ANVERS (CHAUSSEE D')-SUD,381710,18,1,female,parent,207574,2,couple_no_child,21004D610,Bruxelles,21004D610,ANVERS (CHAUSSEE D')-SUD,Bruxelles,6,Worker
