,Unnamed: 0,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code,Commune,WorkerID,WorkerType
1021,6993,21001A83-,PETERBOS,6993,74,0,male,parent,3697,6,collectif,21001A83-,Anderlecht,8,Nursing Home
1022,85941,21001A011,KLEINMOLEN,85941,74,0,male,parent,46251,6,collectif,21001A011,Anderlecht,8,Nursing Home
1023,48412,21001A80-,SILLON,48412,65,0,male,parent,26628,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1024,20066,21001A41-,ROMAIN ROLLAND,20066,87,1,female,parent,10876,6,collectif,21001A41-,Anderlecht,8,Nursing Home
1025,30449,21001A34-,ROUE - CITE JARDIN,30449,65,1,female,parent,16459,6,collectif,21001A34-,Anderlecht,8,Nursing Home
1026,48242,21001A80-,SILLON,48242,73,1,female,parent,26458,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1027,48278,21001A80-,SILLON,48278,70,1,female,parent,26494,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1028,50501,21001A81-,BROECK,50501,67,0,male,parent,27811,6,collectif,21001A81-,Anderlecht,8,Nursing Home
1029,69506,21001A941,CROCUS,69506,77,1,female,parent,37529,6,collectif,21001A941,Anderlecht,8,Nursing Home
1030,102859,21001A92-,JAKOB SMITS,102859,67,0,male,parent,54611,6,collectif,21001A92-,Anderlecht,8,Nursing Home
1031,30628,21001A34-,ROUE - CITE JARDIN,30628,70,0,male,parent,16638,6,collectif,21001A34-,Anderlecht,8,Nursing Home
1032,2624,21001A041,VEEWEYDE-SUD,2624,82,1,female,parent,1194,6,collectif,21001A041,Anderlecht,8,Nursing Home
1033,24262,21001C70-,BON AIR - CENTRE,24262,88,1,female,parent,13415,6,collectif,21001C70-,Anderlecht,8,Nursing Home
1034,40569,21001C522,HOPITAL U.L.B.,40569,86,1,female,parent,22402,6,collectif,21001C522,Anderlecht,8,Nursing Home
1035,69587,21001A941,CROCUS,69587,79,0,male,parent,37610,6,collectif,21001A941,Anderlecht,8,Nursing Home
1036,51433,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,51433,65,0,male,parent,28319,6,collectif,21001A31-,Anderlecht,8,Nursing Home
1037,10279,21001A332,ROUE,10279,72,0,male,parent,5627,6,collectif,21001A332,Anderlecht,8,Nursing Home
1038,17235,21001A32-,AURORE,17235,83,0,male,parent,9378,6,collectif,21001A32-,Anderlecht,8,Nursing Home
1039,72061,21001A90-,SCHEUTKAPEL,72061,78,1,female,parent,38960,6,collectif,21001A90-,Anderlecht,8,Nursing Home
1040,72010,21001A90-,SCHEUTKAPEL,72010,87,1,female,parent,38909,6,collectif,21001A90-,Anderlecht,8,Nursing Home
1041,30387,21001A34-,ROUE - CITE JARDIN,30387,84,1,female,parent,16397,6,collectif,21001A34-,Anderlecht,8,Nursing Home
1042,30414,21001A34-,ROUE - CITE JARDIN,30414,77,1,female,parent,16424,6,collectif,21001A34-,Anderlecht,8,Nursing Home
1043,48175,21001A80-,SILLON,48175,81,1,female,parent,26391,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1044,39517,21001A82-,MOORTEBEEK,39517,73,1,female,parent,21592,6,collectif,21001A82-,Anderlecht,8,Nursing Home
1045,31982,21001A350,CERIA - ZONE D'HABITAT,31982,72,1,female,parent,17328,6,collectif,21001A350,Anderlecht,8,Nursing Home
1046,71986,21001A90-,SCHEUTKAPEL,71986,91,1,female,parent,38885,6,collectif,21001A90-,Anderlecht,8,Nursing Home
1047,39524,21001A82-,MOORTEBEEK,39524,72,1,female,parent,21599,6,collectif,21001A82-,Anderlecht,8,Nursing Home
1048,77990,21001B25-,REVISION-NORD,77990,68,1,female,parent,41909,6,collectif,21001B25-,Anderlecht,8,Nursing Home
1049,102666,21001A92-,JAKOB SMITS,102666,72,1,female,parent,54418,6,collectif,21001A92-,Anderlecht,8,Nursing Home
1050,85749,21001A011,KLEINMOLEN,85749,80,1,female,parent,46059,6,collectif,21001A011,Anderlecht,8,Nursing Home
1051,102854,21001A92-,JAKOB SMITS,102854,68,0,male,parent,54606,6,collectif,21001A92-,Anderlecht,8,Nursing Home
1052,45119,21001A30-,BIZET,45119,76,0,male,parent,24698,6,collectif,21001A30-,Anderlecht,8,Nursing Home
1053,86967,21001B17-,ABATTOIR,86967,86,1,female,parent,46770,6,collectif,21001B17-,Anderlecht,8,Nursing Home
1054,2729,21001A041,VEEWEYDE-SUD,2729,73,0,male,parent,1299,6,collectif,21001A041,Anderlecht,8,Nursing Home
1055,74230,21001B31-,ALBERT I- IMMEUBLES,74230,71,0,male,parent,40210,6,collectif,21001B31-,Anderlecht,8,Nursing Home
1056,111971,21001B10-,ROSEE-EST,111971,69,0,male,parent,59136,6,collectif,21001B10-,Anderlecht,8,Nursing Home
1057,91938,21001B21-,BROGNIEZ-NORD,91938,77,0,male,parent,49338,6,collectif,21001B21-,Anderlecht,8,Nursing Home
1058,48155,21001A80-,SILLON,48155,83,1,female,parent,26371,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1059,85940,21001A011,KLEINMOLEN,85940,74,0,male,parent,46250,6,collectif,21001A011,Anderlecht,8,Nursing Home
1060,45138,21001A30-,BIZET,45138,70,0,male,parent,24717,6,collectif,21001A30-,Anderlecht,8,Nursing Home
1061,50493,21001A81-,BROECK,50493,70,0,male,parent,27803,6,collectif,21001A81-,Anderlecht,8,Nursing Home
1062,98826,21001A74-,SCHEUT-OUEST,98826,70,1,female,parent,52596,6,collectif,21001A74-,Anderlecht,8,Nursing Home
1063,105807,21001A00-,RESISTANCE,105807,66,0,male,parent,56174,6,collectif,21001A00-,Anderlecht,8,Nursing Home
1064,48280,21001A80-,SILLON,48280,70,1,female,parent,26496,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1065,69848,21001A732,SCHEUTVELD,69848,68,1,female,parent,37747,6,collectif,21001A732,Anderlecht,8,Nursing Home
1066,109271,21001A95-,BUFFON,109271,70,0,male,parent,57771,6,collectif,21001A95-,Anderlecht,8,Nursing Home
1067,22782,21001A51-,SCHERDEMAEL,22782,79,1,female,parent,12531,6,collectif,21001A51-,Anderlecht,8,Nursing Home
1068,28278,21001A84-,POESIE,28278,77,1,female,parent,15443,6,collectif,21001A84-,Anderlecht,8,Nursing Home
1069,69888,21001A732,SCHEUTVELD,69888,67,0,male,parent,37787,6,collectif,21001A732,Anderlecht,8,Nursing Home
1070,17194,21001A32-,AURORE,17194,71,1,female,parent,9337,6,collectif,21001A32-,Anderlecht,8,Nursing Home
1071,42193,21001A451,VENIZELOS,42193,84,1,female,parent,23198,6,collectif,21001A451,Anderlecht,8,Nursing Home
1072,54629,21001B22-,BROGNIEZ-SUD,54629,73,1,female,parent,29951,6,collectif,21001B22-,Anderlecht,8,Nursing Home
1073,74217,21001B31-,ALBERT I- IMMEUBLES,74217,76,0,male,parent,40197,6,collectif,21001B31-,Anderlecht,8,Nursing Home
1074,48350,21001A80-,SILLON,48350,78,0,male,parent,26566,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1075,50395,21001A81-,BROECK,50395,76,1,female,parent,27705,6,collectif,21001A81-,Anderlecht,8,Nursing Home
1076,96126,21001A931,AGRAFE-NORBERT GILLE,96126,77,1,female,parent,51298,6,collectif,21001A931,Anderlecht,8,Nursing Home
1077,88076,21001A712,SCHEUT - DE SMET,88076,69,0,male,parent,47373,6,collectif,21001A712,Anderlecht,8,Nursing Home
1078,94283,21001A911,SCHEUT-EST,94283,75,1,female,parent,50466,6,collectif,21001A911,Anderlecht,8,Nursing Home
1079,26837,21001A552,TREFLE,26837,72,1,female,parent,14650,6,collectif,21001A552,Anderlecht,8,Nursing Home
1080,10280,21001A332,ROUE,10280,72,0,male,parent,5628,6,collectif,21001A332,Anderlecht,8,Nursing Home
1081,69843,21001A732,SCHEUTVELD,69843,74,1,female,parent,37742,6,collectif,21001A732,Anderlecht,8,Nursing Home
1082,98768,21001A74-,SCHEUT-OUEST,98768,88,1,female,parent,52538,6,collectif,21001A74-,Anderlecht,8,Nursing Home
1083,111965,21001B10-,ROSEE-EST,111965,75,0,male,parent,59130,6,collectif,21001B10-,Anderlecht,8,Nursing Home
1084,35950,21001C512,CHANTS D'OISEAUX,35950,90,1,female,parent,19593,6,collectif,21001C512,Anderlecht,8,Nursing Home
1085,116625,21001A10-,PORSELEIN,116625,74,1,female,parent,61658,6,collectif,21001A10-,Anderlecht,8,Nursing Home
1086,102661,21001A92-,JAKOB SMITS,102661,73,1,female,parent,54413,6,collectif,21001A92-,Anderlecht,8,Nursing Home
1087,28273,21001A84-,POESIE,28273,79,1,female,parent,15438,6,collectif,21001A84-,Anderlecht,8,Nursing Home
1088,69517,21001A941,CROCUS,69517,74,1,female,parent,37540,6,collectif,21001A941,Anderlecht,8,Nursing Home
1089,20046,21001A41-,ROMAIN ROLLAND,20046,89,1,female,parent,10856,6,collectif,21001A41-,Anderlecht,8,Nursing Home
1090,94288,21001A911,SCHEUT-EST,94288,72,1,female,parent,50471,6,collectif,21001A911,Anderlecht,8,Nursing Home
1091,54735,21001B22-,BROGNIEZ-SUD,54735,71,0,male,parent,30057,6,collectif,21001B22-,Anderlecht,8,Nursing Home
1092,20872,21001A85-,AUBADE,20872,66,1,female,parent,11360,6,collectif,21001A85-,Anderlecht,8,Nursing Home
1093,99114,21001A74-,SCHEUT-OUEST,99114,67,0,male,parent,52884,6,collectif,21001A74-,Anderlecht,8,Nursing Home
1094,48149,21001A80-,SILLON,48149,84,1,female,parent,26365,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1095,9025,21001A503,VIVES,9025,71,0,male,parent,5001,6,collectif,21001A503,Anderlecht,8,Nursing Home
1096,94282,21001A911,SCHEUT-EST,94282,76,1,female,parent,50465,6,collectif,21001A911,Anderlecht,8,Nursing Home
1097,50497,21001A81-,BROECK,50497,69,0,male,parent,27807,6,collectif,21001A81-,Anderlecht,8,Nursing Home
1098,69833,21001A732,SCHEUTVELD,69833,84,1,female,parent,37732,6,collectif,21001A732,Anderlecht,8,Nursing Home
1099,48256,21001A80-,SILLON,48256,72,1,female,parent,26472,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1100,72008,21001A90-,SCHEUTKAPEL,72008,87,1,female,parent,38907,6,collectif,21001A90-,Anderlecht,8,Nursing Home
1101,42166,21001A451,VENIZELOS,42166,94,1,female,parent,23171,6,collectif,21001A451,Anderlecht,8,Nursing Home
1102,77946,21001B25-,REVISION-NORD,77946,82,1,female,parent,41865,6,collectif,21001B25-,Anderlecht,8,Nursing Home
1103,99102,21001A74-,SCHEUT-OUEST,99102,69,0,male,parent,52872,6,collectif,21001A74-,Anderlecht,8,Nursing Home
1104,30644,21001A34-,ROUE - CITE JARDIN,30644,66,0,male,parent,16654,6,collectif,21001A34-,Anderlecht,8,Nursing Home
1105,48396,21001A80-,SILLON,48396,68,0,male,parent,26612,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1106,20164,21001A41-,ROMAIN ROLLAND,20164,73,1,female,parent,10974,6,collectif,21001A41-,Anderlecht,8,Nursing Home
1107,34398,21001A441,DOCTEUR ROUX,34398,76,0,male,parent,18685,6,collectif,21001A441,Anderlecht,8,Nursing Home
1108,26860,21001A552,TREFLE,26860,67,1,female,parent,14673,6,collectif,21001A552,Anderlecht,8,Nursing Home
1109,105658,21001A00-,RESISTANCE,105658,78,1,female,parent,56025,6,collectif,21001A00-,Anderlecht,8,Nursing Home
1110,30416,21001A34-,ROUE - CITE JARDIN,30416,76,1,female,parent,16426,6,collectif,21001A34-,Anderlecht,8,Nursing Home
1111,35976,21001C512,CHANTS D'OISEAUX,35976,87,1,female,parent,19619,6,collectif,21001C512,Anderlecht,8,Nursing Home
1112,72175,21001A90-,SCHEUTKAPEL,72175,75,0,male,parent,39074,6,collectif,21001A90-,Anderlecht,8,Nursing Home
1113,37629,21001C71-,BON AIR - CITE JARDIN,37629,67,0,male,parent,20579,6,collectif,21001C71-,Anderlecht,8,Nursing Home
1114,6813,21001A83-,PETERBOS,6813,72,1,female,parent,3517,6,collectif,21001A83-,Anderlecht,8,Nursing Home
1115,23899,21001A52-,SCHERDEMAEL-NORD,23899,77,1,female,parent,13186,6,collectif,21001A52-,Anderlecht,8,Nursing Home
1116,37498,21001C71-,BON AIR - CITE JARDIN,37498,78,1,female,parent,20448,6,collectif,21001C71-,Anderlecht,8,Nursing Home
1117,74108,21001B31-,ALBERT I- IMMEUBLES,74108,82,1,female,parent,40088,6,collectif,21001B31-,Anderlecht,8,Nursing Home
1118,3706,21001A472,STADE COMMUNAL - INDUSTRIE,3706,67,0,male,parent,1873,6,collectif,21001A472,Anderlecht,8,Nursing Home
1119,48159,21001A80-,SILLON,48159,83,1,female,parent,26375,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1120,12628,21001A401,ARBORETUM,12628,72,0,male,parent,6915,6,collectif,21001A401,Anderlecht,8,Nursing Home
1121,1223884,21001C6PB,ZONE RURALE,1223884,67,0,male,parent,666089,6,collectif,21001C6PB,Anderlecht,8,Nursing Home
1122,125638,21001A112,BIESTEBROEK,125638,74,1,female,parent,66172,6,collectif,21001A112,Anderlecht,8,Nursing Home
1123,36036,21001C512,CHANTS D'OISEAUX,36036,79,1,female,parent,19679,6,collectif,21001C512,Anderlecht,8,Nursing Home
1124,74227,21001B31-,ALBERT I- IMMEUBLES,74227,72,0,male,parent,40207,6,collectif,21001B31-,Anderlecht,8,Nursing Home
1125,78160,21001B25-,REVISION-NORD,78160,73,0,male,parent,42079,6,collectif,21001B25-,Anderlecht,8,Nursing Home
1126,48166,21001A80-,SILLON,48166,82,1,female,parent,26382,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1127,98831,21001A74-,SCHEUT-OUEST,98831,67,1,female,parent,52601,6,collectif,21001A74-,Anderlecht,8,Nursing Home
1128,69583,21001A941,CROCUS,69583,84,0,male,parent,37606,6,collectif,21001A941,Anderlecht,8,Nursing Home
1129,72040,21001A90-,SCHEUTKAPEL,72040,82,1,female,parent,38939,6,collectif,21001A90-,Anderlecht,8,Nursing Home
1130,82466,21001A72-,OSSEGEM,82466,71,1,female,parent,44335,6,collectif,21001A72-,Anderlecht,8,Nursing Home
1131,28276,21001A84-,POESIE,28276,78,1,female,parent,15441,6,collectif,21001A84-,Anderlecht,8,Nursing Home
1132,91706,21001B21-,BROGNIEZ-NORD,91706,83,1,female,parent,49106,6,collectif,21001B21-,Anderlecht,8,Nursing Home
1133,40559,21001C522,HOPITAL U.L.B.,40559,98,1,female,parent,22392,6,collectif,21001C522,Anderlecht,8,Nursing Home
1134,69470,21001A941,CROCUS,69470,87,1,female,parent,37493,6,collectif,21001A941,Anderlecht,8,Nursing Home
1135,78947,21001B11-,ROSEE-OUEST,78947,91,1,female,parent,42537,6,collectif,21001B11-,Anderlecht,8,Nursing Home
1136,17131,21001A32-,AURORE,17131,79,1,female,parent,9274,6,collectif,21001A32-,Anderlecht,8,Nursing Home
1137,94276,21001A911,SCHEUT-EST,94276,82,1,female,parent,50459,6,collectif,21001A911,Anderlecht,8,Nursing Home
1138,20253,21001A41-,ROMAIN ROLLAND,20253,68,0,male,parent,11063,6,collectif,21001A41-,Anderlecht,8,Nursing Home
1139,2712,21001A041,VEEWEYDE-SUD,2712,82,0,male,parent,1282,6,collectif,21001A041,Anderlecht,8,Nursing Home
1140,54738,21001B22-,BROGNIEZ-SUD,54738,68,0,male,parent,30060,6,collectif,21001B22-,Anderlecht,8,Nursing Home
1141,28279,21001A84-,POESIE,28279,77,1,female,parent,15444,6,collectif,21001A84-,Anderlecht,8,Nursing Home
1142,17240,21001A32-,AURORE,17240,81,0,male,parent,9383,6,collectif,21001A32-,Anderlecht,8,Nursing Home
1143,113262,21001B332,GOUJONS,113262,71,1,female,parent,59903,6,collectif,21001B332,Anderlecht,8,Nursing Home
1144,64108,21001B23-,CONSEIL-SUD,64108,65,0,male,parent,34825,6,collectif,21001B23-,Anderlecht,8,Nursing Home
1145,39670,21001A82-,MOORTEBEEK,39670,69,0,male,parent,21745,6,collectif,21001A82-,Anderlecht,8,Nursing Home
1146,20144,21001A41-,ROMAIN ROLLAND,20144,77,1,female,parent,10954,6,collectif,21001A41-,Anderlecht,8,Nursing Home
1147,30625,21001A34-,ROUE - CITE JARDIN,30625,71,0,male,parent,16635,6,collectif,21001A34-,Anderlecht,8,Nursing Home
1148,17111,21001A32-,AURORE,17111,81,1,female,parent,9254,6,collectif,21001A32-,Anderlecht,8,Nursing Home
1149,44808,21001A30-,BIZET,44808,73,1,female,parent,24387,6,collectif,21001A30-,Anderlecht,8,Nursing Home
1150,36074,21001C512,CHANTS D'OISEAUX,36074,73,1,female,parent,19717,6,collectif,21001C512,Anderlecht,8,Nursing Home
1151,17250,21001A32-,AURORE,17250,77,0,male,parent,9393,6,collectif,21001A32-,Anderlecht,8,Nursing Home
1152,82604,21001A72-,OSSEGEM,82604,73,0,male,parent,44473,6,collectif,21001A72-,Anderlecht,8,Nursing Home
1153,17268,21001A32-,AURORE,17268,67,0,male,parent,9411,6,collectif,21001A32-,Anderlecht,8,Nursing Home
1154,36037,21001C512,CHANTS D'OISEAUX,36037,79,1,female,parent,19680,6,collectif,21001C512,Anderlecht,8,Nursing Home
1155,20240,21001A41-,ROMAIN ROLLAND,20240,74,0,male,parent,11050,6,collectif,21001A41-,Anderlecht,8,Nursing Home
1156,2739,21001A041,VEEWEYDE-SUD,2739,67,0,male,parent,1309,6,collectif,21001A041,Anderlecht,8,Nursing Home
1157,96127,21001A931,AGRAFE-NORBERT GILLE,96127,76,1,female,parent,51299,6,collectif,21001A931,Anderlecht,8,Nursing Home
1158,51419,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,51419,82,0,male,parent,28305,6,collectif,21001A31-,Anderlecht,8,Nursing Home
1159,62265,21001B20-,CONSEIL-NORD,62265,72,0,male,parent,33646,6,collectif,21001B20-,Anderlecht,8,Nursing Home
1160,45150,21001A30-,BIZET,45150,67,0,male,parent,24729,6,collectif,21001A30-,Anderlecht,8,Nursing Home
1161,69466,21001A941,CROCUS,69466,88,1,female,parent,37489,6,collectif,21001A941,Anderlecht,8,Nursing Home
1162,85946,21001A011,KLEINMOLEN,85946,68,0,male,parent,46256,6,collectif,21001A011,Anderlecht,8,Nursing Home
1163,42220,21001A451,VENIZELOS,42220,77,1,female,parent,23225,6,collectif,21001A451,Anderlecht,8,Nursing Home
1164,3666,21001A472,STADE COMMUNAL - INDUSTRIE,3666,65,1,female,parent,1833,6,collectif,21001A472,Anderlecht,8,Nursing Home
1165,20268,21001A41-,ROMAIN ROLLAND,20268,65,0,male,parent,11078,6,collectif,21001A41-,Anderlecht,8,Nursing Home
1166,72159,21001A90-,SCHEUTKAPEL,72159,82,0,male,parent,39058,6,collectif,21001A90-,Anderlecht,8,Nursing Home
1167,2724,21001A041,VEEWEYDE-SUD,2724,76,0,male,parent,1294,6,collectif,21001A041,Anderlecht,8,Nursing Home
1168,65467,21001A142,VEEWEYDE-NORD,65467,72,1,female,parent,35551,6,collectif,21001A142,Anderlecht,8,Nursing Home
1169,39660,21001A82-,MOORTEBEEK,39660,73,0,male,parent,21735,6,collectif,21001A82-,Anderlecht,8,Nursing Home
1170,44795,21001A30-,BIZET,44795,77,1,female,parent,24374,6,collectif,21001A30-,Anderlecht,8,Nursing Home
1171,48281,21001A80-,SILLON,48281,70,1,female,parent,26497,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1172,116653,21001A10-,PORSELEIN,116653,79,0,male,parent,61686,6,collectif,21001A10-,Anderlecht,8,Nursing Home
1173,3650,21001A472,STADE COMMUNAL - INDUSTRIE,3650,84,1,female,parent,1817,6,collectif,21001A472,Anderlecht,8,Nursing Home
1174,35955,21001C512,CHANTS D'OISEAUX,35955,89,1,female,parent,19598,6,collectif,21001C512,Anderlecht,8,Nursing Home
1175,61997,21001B20-,CONSEIL-NORD,61997,79,1,female,parent,33378,6,collectif,21001B20-,Anderlecht,8,Nursing Home
1176,34387,21001A441,DOCTEUR ROUX,34387,82,0,male,parent,18674,6,collectif,21001A441,Anderlecht,8,Nursing Home
1177,2725,21001A041,VEEWEYDE-SUD,2725,76,0,male,parent,1295,6,collectif,21001A041,Anderlecht,8,Nursing Home
1178,42218,21001A451,VENIZELOS,42218,77,1,female,parent,23223,6,collectif,21001A451,Anderlecht,8,Nursing Home
1179,2728,21001A041,VEEWEYDE-SUD,2728,73,0,male,parent,1298,6,collectif,21001A041,Anderlecht,8,Nursing Home
1180,45121,21001A30-,BIZET,45121,76,0,male,parent,24700,6,collectif,21001A30-,Anderlecht,8,Nursing Home
1181,82434,21001A72-,OSSEGEM,82434,79,1,female,parent,44303,6,collectif,21001A72-,Anderlecht,8,Nursing Home
1182,31983,21001A350,CERIA - ZONE D'HABITAT,31983,71,1,female,parent,17329,6,collectif,21001A350,Anderlecht,8,Nursing Home
1183,3654,21001A472,STADE COMMUNAL - INDUSTRIE,3654,80,1,female,parent,1821,6,collectif,21001A472,Anderlecht,8,Nursing Home
1184,50425,21001A81-,BROECK,50425,71,1,female,parent,27735,6,collectif,21001A81-,Anderlecht,8,Nursing Home
1185,69468,21001A941,CROCUS,69468,88,1,female,parent,37491,6,collectif,21001A941,Anderlecht,8,Nursing Home
1186,91719,21001B21-,BROGNIEZ-NORD,91719,77,1,female,parent,49119,6,collectif,21001B21-,Anderlecht,8,Nursing Home
1187,50503,21001A81-,BROECK,50503,65,0,male,parent,27813,6,collectif,21001A81-,Anderlecht,8,Nursing Home
1188,36088,21001C512,CHANTS D'OISEAUX,36088,71,1,female,parent,19731,6,collectif,21001C512,Anderlecht,8,Nursing Home
1189,109202,21001A95-,BUFFON,109202,65,1,female,parent,57702,6,collectif,21001A95-,Anderlecht,8,Nursing Home
1190,20094,21001A41-,ROMAIN ROLLAND,20094,84,1,female,parent,10904,6,collectif,21001A41-,Anderlecht,8,Nursing Home
1191,39520,21001A82-,MOORTEBEEK,39520,73,1,female,parent,21595,6,collectif,21001A82-,Anderlecht,8,Nursing Home
1192,22806,21001A51-,SCHERDEMAEL,22806,74,1,female,parent,12555,6,collectif,21001A51-,Anderlecht,8,Nursing Home
1193,17168,21001A32-,AURORE,17168,74,1,female,parent,9311,6,collectif,21001A32-,Anderlecht,8,Nursing Home
1194,2736,21001A041,VEEWEYDE-SUD,2736,68,0,male,parent,1306,6,collectif,21001A041,Anderlecht,8,Nursing Home
1195,30632,21001A34-,ROUE - CITE JARDIN,30632,69,0,male,parent,16642,6,collectif,21001A34-,Anderlecht,8,Nursing Home
1196,8956,21001A503,VIVES,8956,77,1,female,parent,4932,6,collectif,21001A503,Anderlecht,8,Nursing Home
1197,22845,21001A51-,SCHERDEMAEL,22845,82,0,male,parent,12594,6,collectif,21001A51-,Anderlecht,8,Nursing Home
1198,120001,21001A120,MINIMES,120001,77,1,female,parent,63247,6,collectif,21001A120,Anderlecht,8,Nursing Home
1199,8967,21001A503,VIVES,8967,74,1,female,parent,4943,6,collectif,21001A503,Anderlecht,8,Nursing Home
1200,39646,21001A82-,MOORTEBEEK,39646,85,0,male,parent,21721,6,collectif,21001A82-,Anderlecht,8,Nursing Home
1201,98788,21001A74-,SCHEUT-OUEST,98788,80,1,female,parent,52558,6,collectif,21001A74-,Anderlecht,8,Nursing Home
1202,20107,21001A41-,ROMAIN ROLLAND,20107,82,1,female,parent,10917,6,collectif,21001A41-,Anderlecht,8,Nursing Home
1203,2633,21001A041,VEEWEYDE-SUD,2633,79,1,female,parent,1203,6,collectif,21001A041,Anderlecht,8,Nursing Home
1204,125630,21001A112,BIESTEBROEK,125630,77,1,female,parent,66164,6,collectif,21001A112,Anderlecht,8,Nursing Home
1205,10199,21001A332,ROUE,10199,72,1,female,parent,5547,6,collectif,21001A332,Anderlecht,8,Nursing Home
1206,63995,21001B23-,CONSEIL-SUD,63995,71,1,female,parent,34712,6,collectif,21001B23-,Anderlecht,8,Nursing Home
1207,20957,21001A85-,AUBADE,20957,73,0,male,parent,11445,6,collectif,21001A85-,Anderlecht,8,Nursing Home
1208,111821,21001B10-,ROSEE-EST,111821,79,1,female,parent,58986,6,collectif,21001B10-,Anderlecht,8,Nursing Home
1209,48167,21001A80-,SILLON,48167,82,1,female,parent,26383,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1210,72046,21001A90-,SCHEUTKAPEL,72046,81,1,female,parent,38945,6,collectif,21001A90-,Anderlecht,8,Nursing Home
1211,50476,21001A81-,BROECK,50476,77,0,male,parent,27786,6,collectif,21001A81-,Anderlecht,8,Nursing Home
1212,53289,21001A031,RAUTER-SUD,53289,76,1,female,parent,29211,6,collectif,21001A031,Anderlecht,8,Nursing Home
1213,78953,21001B11-,ROSEE-OUEST,78953,80,1,female,parent,42543,6,collectif,21001B11-,Anderlecht,8,Nursing Home
1214,48342,21001A80-,SILLON,48342,79,0,male,parent,26558,6,collectif,21001A80-,Anderlecht,8,Nursing Home
1215,36070,21001C512,CHANTS D'OISEAUX,36070,74,1,female,parent,19713,6,collectif,21001C512,Anderlecht,8,Nursing Home
1216,6988,21001A83-,PETERBOS,6988,77,0,male,parent,3692,6,collectif,21001A83-,Anderlecht,8,Nursing Home
1217,20176,21001A41-,ROMAIN ROLLAND,20176,71,1,female,parent,10986,6,collectif,21001A41-,Anderlecht,8,Nursing Home
1218,78176,21001B25-,REVISION-NORD,78176,66,0,male,parent,42095,6,collectif,21001B25-,Anderlecht,8,Nursing Home
1219,96323,21001A931,AGRAFE-NORBERT GILLE,96323,69,0,male,parent,51495,6,collectif,21001A931,Anderlecht,8,Nursing Home
1220,36007,21001C512,CHANTS D'OISEAUX,36007,83,1,female,parent,19650,6,collectif,21001C512,Anderlecht,8,Nursing Home
1221,94411,21001A911,SCHEUT-EST,94411,69,0,male,parent,50594,6,collectif,21001A911,Anderlecht,8,Nursing Home
1222,63992,21001B23-,CONSEIL-SUD,63992,72,1,female,parent,34709,6,collectif,21001B23-,Anderlecht,8,Nursing Home
1223,85745,21001A011,KLEINMOLEN,85745,84,1,female,parent,46055,6,collectif,21001A011,Anderlecht,8,Nursing Home
1224,17187,21001A32-,AURORE,17187,72,1,female,parent,9330,6,collectif,21001A32-,Anderlecht,8,Nursing Home
1225,39653,21001A82-,MOORTEBEEK,39653,77,0,male,parent,21728,6,collectif,21001A82-,Anderlecht,8,Nursing Home
1226,30395,21001A34-,ROUE - CITE JARDIN,30395,82,1,female,parent,16405,6,collectif,21001A34-,Anderlecht,8,Nursing Home
1227,105670,21001A00-,RESISTANCE,105670,73,1,female,parent,56037,6,collectif,21001A00-,Anderlecht,8,Nursing Home
1228,44824,21001A30-,BIZET,44824,69,1,female,parent,24403,6,collectif,21001A30-,Anderlecht,8,Nursing Home
1229,17185,21001A32-,AURORE,17185,72,1,female,parent,9328,6,collectif,21001A32-,Anderlecht,8,Nursing Home
1230,30432,21001A34-,ROUE - CITE JARDIN,30432,71,1,female,parent,16442,6,collectif,21001A34-,Anderlecht,8,Nursing Home
1231,17262,21001A32-,AURORE,17262,69,0,male,parent,9405,6,collectif,21001A32-,Anderlecht,8,Nursing Home
1232,62272,21001B20-,CONSEIL-NORD,62272,67,0,male,parent,33653,6,collectif,21001B20-,Anderlecht,8,Nursing Home
1233,96327,21001A931,AGRAFE-NORBERT GILLE,96327,67,0,male,parent,51499,6,collectif,21001A931,Anderlecht,8,Nursing Home
1234,30417,21001A34-,ROUE - CITE JARDIN,30417,76,1,female,parent,16427,6,collectif,21001A34-,Anderlecht,8,Nursing Home
1235,36157,21001C512,CHANTS D'OISEAUX,36157,73,0,male,parent,19800,6,collectif,21001C512,Anderlecht,8,Nursing Home
