,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Name,Commune_x,Commune_y,Quartier,WorkSectorStatID,WorkSectorStatName,WorkCommuneName
264,21002A30-,TRIOMPHE (BOULEVARD DU),143713,15,0,male,parent,75491,4,single_with_child,3,Secondaires,TRIOMPHE (BOULEVARD DU),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21004E800,DIVIN JESUS,Bruxelles
265,21002A45-,VAL DUC,137936,15,0,male,parent,72575,1,couple_with_child,3,Secondaires,VAL DUC,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
266,21002A23-,TH. BALIS (PLACE),131894,12,1,female,child,69671,1,couple_with_child,3,Secondaires,TH. BALIS (PLACE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
267,21002A23-,TH. BALIS (PLACE),132361,14,0,male,child,69854,1,couple_with_child,3,Secondaires,TH. BALIS (PLACE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
268,21002A23-,TH. BALIS (PLACE),132028,12,1,female,child,69723,1,couple_with_child,3,Secondaires,TH. BALIS (PLACE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
269,21002A25-,WATERMAEL (CHAUSSEE DE),136461,16,0,male,child,71964,1,couple_with_child,3,Secondaires,WATERMAEL (CHAUSSEE DE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
270,21002A311,AMITIE (PLACE DE L'),141203,12,1,female,child,74474,1,couple_with_child,3,Secondaires,AMITIE (PLACE DE L'),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
271,21002A23-,TH. BALIS (PLACE),132232,13,0,male,child,69802,1,couple_with_child,3,Secondaires,TH. BALIS (PLACE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
272,21002A21-,LEBON,145192,12,0,male,child,76813,1,couple_with_child,3,Secondaires,LEBON,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
273,21002A511,INVALIDES (BOULEVARD DES),129357,16,0,male,child,68388,1,couple_with_child,3,Secondaires,INVALIDES (BOULEVARD DES),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21004E800,DIVIN JESUS,Bruxelles
274,21002A23-,TH. BALIS (PLACE),132539,16,1,female,child,69930,4,single_with_child,3,Secondaires,TH. BALIS (PLACE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
275,21002A30-,TRIOMPHE (BOULEVARD DU),142998,17,1,female,child,75432,1,couple_with_child,3,Secondaires,TRIOMPHE (BOULEVARD DU),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21004E800,DIVIN JESUS,Bruxelles
276,21002A21-,LEBON,145350,12,0,male,child,76892,1,couple_with_child,3,Secondaires,LEBON,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
277,21002A23-,TH. BALIS (PLACE),133036,15,1,female,child,70224,4,single_with_child,3,Secondaires,TH. BALIS (PLACE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
278,21002A45-,VAL DUC,137284,13,1,female,child,72440,1,couple_with_child,3,Secondaires,VAL DUC,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
279,21002A45-,VAL DUC,137555,13,1,female,child,72552,1,couple_with_child,3,Secondaires,VAL DUC,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
280,21002A25-,WATERMAEL (CHAUSSEE DE),135913,18,0,male,child,71756,1,couple_with_child,3,Secondaires,WATERMAEL (CHAUSSEE DE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
281,21002A24-,AVENUE DE BROUCKERE,135532,12,1,female,parent,71165,1,couple_with_child,3,Secondaires,AVENUE DE BROUCKERE,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
282,21005A33-,CARDINAL LAVIGERIE (RUE),396150,13,1,female,parent,215668,4,single_with_child,3,Secondaires,CARDINAL LAVIGERIE (RUE),Etterbeek,Etterbeek,Chaussée de Wavre - Saint-Julien,21001C6PB,ZONE RURALE,Anderlecht
283,21002A45-,VAL DUC,137549,14,0,male,child,72549,1,couple_with_child,3,Secondaires,VAL DUC,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
284,21002A23-,TH. BALIS (PLACE),132070,16,0,male,child,69741,1,couple_with_child,3,Secondaires,TH. BALIS (PLACE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
285,21002A511,INVALIDES (BOULEVARD DES),130038,12,1,female,child,68646,1,couple_with_child,3,Secondaires,INVALIDES (BOULEVARD DES),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21004E800,DIVIN JESUS,Bruxelles
286,21002A21-,LEBON,145389,14,1,female,child,76914,4,single_with_child,3,Secondaires,LEBON,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
287,21002A25-,WATERMAEL (CHAUSSEE DE),137103,12,0,male,parent,71811,1,couple_with_child,3,Secondaires,WATERMAEL (CHAUSSEE DE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
288,21005A33-,CARDINAL LAVIGERIE (RUE),395140,12,1,female,child,215448,4,single_with_child,3,Secondaires,CARDINAL LAVIGERIE (RUE),Etterbeek,Etterbeek,Chaussée de Wavre - Saint-Julien,21001C6PB,ZONE RURALE,Anderlecht
289,21002A511,INVALIDES (BOULEVARD DES),129732,13,1,female,child,68528,1,couple_with_child,3,Secondaires,INVALIDES (BOULEVARD DES),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21004E800,DIVIN JESUS,Bruxelles
290,21002A23-,TH. BALIS (PLACE),132407,14,1,female,child,69874,1,couple_with_child,3,Secondaires,TH. BALIS (PLACE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
291,21002A21-,LEBON,145166,12,1,female,child,76807,1,couple_with_child,3,Secondaires,LEBON,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
292,21002A511,INVALIDES (BOULEVARD DES),129771,12,1,female,child,68544,1,couple_with_child,3,Secondaires,INVALIDES (BOULEVARD DES),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21004E800,DIVIN JESUS,Bruxelles
293,21002A21-,LEBON,145162,17,1,female,child,76806,4,single_with_child,3,Secondaires,LEBON,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
294,21002A311,AMITIE (PLACE DE L'),141330,15,0,male,child,74522,1,couple_with_child,3,Secondaires,AMITIE (PLACE DE L'),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
295,21002A45-,VAL DUC,137940,13,0,male,parent,72481,1,couple_with_child,3,Secondaires,VAL DUC,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
296,21002A372,QUARTIER INDUSTRIE,142424,12,0,male,parent,74935,1,couple_with_child,3,Secondaires,QUARTIER INDUSTRIE,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21004E800,DIVIN JESUS,Bruxelles
297,21002A311,AMITIE (PLACE DE L'),140961,18,1,female,child,74376,4,single_with_child,3,Secondaires,AMITIE (PLACE DE L'),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
298,21002A511,INVALIDES (BOULEVARD DES),129846,15,1,female,child,68574,1,couple_with_child,3,Secondaires,INVALIDES (BOULEVARD DES),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21004E800,DIVIN JESUS,Bruxelles
299,21002A21-,LEBON,145180,13,0,male,child,76810,1,couple_with_child,3,Secondaires,LEBON,Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
300,21002A23-,TH. BALIS (PLACE),132524,16,0,male,child,69923,1,couple_with_child,3,Secondaires,TH. BALIS (PLACE),Auderghem,Auderghem,Chaussée de Wavre - Saint-Julien,21010A4MJ,VUB,Jette
301,21017A12-,LE LOGIS-NORD,1106388,17,1,female,child,600118,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
302,21017A12-,LE LOGIS-NORD,1107888,14,0,male,parent,600075,1,couple_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
303,21017A12-,LE LOGIS-NORD,1107900,13,0,male,parent,599832,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
304,21017A12-,LE LOGIS-NORD,1107739,12,1,female,parent,600328,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
305,21017A12-,LE LOGIS-NORD,1105847,18,0,male,child,599880,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
306,21017A12-,LE LOGIS-NORD,1106004,15,0,male,child,599955,1,couple_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
307,21002A030,LAMMERENDRIES,151519,13,0,male,child,80275,1,couple_with_child,3,Secondaires,LAMMERENDRIES,Auderghem,Auderghem,Trois Tilleuls,21010A4MJ,VUB,Jette
308,21017A12-,LE LOGIS-NORD,1106372,19,1,female,child,600108,1,couple_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
309,21017A220,LE LOGIS-SUD,1095088,16,1,female,child,593439,4,single_with_child,3,Secondaires,LE LOGIS-SUD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21004E82-,CITE MODELE,Bruxelles
310,21017A12-,LE LOGIS-NORD,1107901,12,0,male,parent,600480,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
311,21002A030,LAMMERENDRIES,151125,15,0,male,child,80118,1,couple_with_child,3,Secondaires,LAMMERENDRIES,Auderghem,Auderghem,Trois Tilleuls,21010A4MJ,VUB,Jette
312,21002A030,LAMMERENDRIES,151400,15,1,female,child,80228,1,couple_with_child,3,Secondaires,LAMMERENDRIES,Auderghem,Auderghem,Trois Tilleuls,21010A4MJ,VUB,Jette
313,21017A12-,LE LOGIS-NORD,1107715,14,1,female,parent,600473,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
314,21017A12-,LE LOGIS-NORD,1105933,14,0,male,child,599923,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
315,21017A11-,FLOREAL,1091857,12,1,female,child,591641,1,couple_with_child,3,Secondaires,FLOREAL,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
316,21017A12-,LE LOGIS-NORD,1106855,14,1,female,child,600317,1,couple_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
317,21017A12-,LE LOGIS-NORD,1105821,16,1,female,child,599866,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
318,21017A11-,FLOREAL,1091691,16,1,female,child,591570,1,couple_with_child,3,Secondaires,FLOREAL,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
319,21017A11-,FLOREAL,1091673,13,1,female,child,591561,1,couple_with_child,3,Secondaires,FLOREAL,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
320,21017A11-,FLOREAL,1091089,15,0,male,child,591316,1,couple_with_child,3,Secondaires,FLOREAL,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
321,21017A12-,LE LOGIS-NORD,1106570,16,1,female,child,600193,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
322,21017A12-,LE LOGIS-NORD,1106084,19,1,female,child,599987,1,couple_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
323,21017A12-,LE LOGIS-NORD,1107716,14,1,female,parent,599952,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
324,21002A030,LAMMERENDRIES,151544,14,0,male,child,80287,1,couple_with_child,3,Secondaires,LAMMERENDRIES,Auderghem,Auderghem,Trois Tilleuls,21010A4MJ,VUB,Jette
325,21017A11-,FLOREAL,1092412,14,1,female,parent,591470,1,couple_with_child,3,Secondaires,FLOREAL,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
326,21017A12-,LE LOGIS-NORD,1107878,15,0,male,parent,600473,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
327,21002A030,LAMMERENDRIES,152622,13,0,male,parent,80073,1,couple_with_child,3,Secondaires,LAMMERENDRIES,Auderghem,Auderghem,Trois Tilleuls,21010A4MJ,VUB,Jette
328,21017A12-,LE LOGIS-NORD,1107501,12,1,female,child,600681,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
329,21017A12-,LE LOGIS-NORD,1107734,13,1,female,parent,599813,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
330,21017A220,LE LOGIS-SUD,1095179,14,1,female,child,593480,1,couple_with_child,3,Secondaires,LE LOGIS-SUD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21004E82-,CITE MODELE,Bruxelles
331,21017A12-,LE LOGIS-NORD,1106904,15,1,female,child,600343,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
332,21017A11-,FLOREAL,1091541,19,0,male,child,591508,4,single_with_child,3,Secondaires,FLOREAL,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
333,21017A12-,LE LOGIS-NORD,1107493,15,0,male,child,600679,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
334,21017A220,LE LOGIS-SUD,1095625,15,0,male,parent,593395,1,couple_with_child,3,Secondaires,LE LOGIS-SUD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21004E82-,CITE MODELE,Bruxelles
335,21002A030,LAMMERENDRIES,151716,16,0,male,child,80358,1,couple_with_child,3,Secondaires,LAMMERENDRIES,Auderghem,Auderghem,Trois Tilleuls,21010A4MJ,VUB,Jette
336,21002A030,LAMMERENDRIES,151846,14,1,female,child,80409,1,couple_with_child,3,Secondaires,LAMMERENDRIES,Auderghem,Auderghem,Trois Tilleuls,21010A4MJ,VUB,Jette
337,21002A030,LAMMERENDRIES,150799,17,0,male,child,79985,4,single_with_child,3,Secondaires,LAMMERENDRIES,Auderghem,Auderghem,Trois Tilleuls,21010A4MJ,VUB,Jette
338,21002A030,LAMMERENDRIES,151749,12,1,female,child,80371,1,couple_with_child,3,Secondaires,LAMMERENDRIES,Auderghem,Auderghem,Trois Tilleuls,21010A4MJ,VUB,Jette
339,21017A11-,FLOREAL,1091721,16,0,male,child,591581,1,couple_with_child,3,Secondaires,FLOREAL,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
340,21017A12-,LE LOGIS-NORD,1105930,14,1,female,child,599922,4,single_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
341,21017A12-,LE LOGIS-NORD,1105857,17,1,female,child,599883,1,couple_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
342,21017A220,LE LOGIS-SUD,1095098,13,0,male,child,593443,4,single_with_child,3,Secondaires,LE LOGIS-SUD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21004E82-,CITE MODELE,Bruxelles
343,21002A030,LAMMERENDRIES,152535,13,1,female,parent,80532,1,couple_with_child,3,Secondaires,LAMMERENDRIES,Auderghem,Auderghem,Trois Tilleuls,21010A4MJ,VUB,Jette
344,21017A12-,LE LOGIS-NORD,1107723,14,1,female,parent,600407,1,couple_with_child,3,Secondaires,LE LOGIS-NORD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21010A4MJ,VUB,Jette
345,21002A030,LAMMERENDRIES,151633,12,0,male,child,80323,1,couple_with_child,3,Secondaires,LAMMERENDRIES,Auderghem,Auderghem,Trois Tilleuls,21010A4MJ,VUB,Jette
346,21017A220,LE LOGIS-SUD,1095176,15,1,female,child,593479,4,single_with_child,3,Secondaires,LE LOGIS-SUD,Watermael-Boitsfort,Watermael-Boitsfort,Trois Tilleuls,21004E82-,CITE MODELE,Bruxelles
347,21003A323,SEPT ETOILES,165446,15,1,female,child,87589,1,couple_with_child,3,Secondaires,SEPT ETOILES,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
348,21003A05-,DE SELLIERS DE MORANVILLE,183385,13,0,male,child,96712,1,couple_with_child,3,Secondaires,DE SELLIERS DE MORANVILLE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
349,21003A00-,CENTRE,180923,15,1,female,parent,94837,1,couple_with_child,3,Secondaires,CENTRE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
350,21003A02-,LAURE - BASILIQUE,170838,17,0,male,child,90659,1,couple_with_child,3,Secondaires,LAURE - BASILIQUE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
351,21003A00-,CENTRE,179494,17,0,male,child,94823,1,couple_with_child,3,Secondaires,CENTRE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
352,21003A02-,LAURE - BASILIQUE,171258,14,1,female,child,90818,4,single_with_child,3,Secondaires,LAURE - BASILIQUE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
353,21003A011,MOLENBERG,176361,14,0,male,child,93345,1,couple_with_child,3,Secondaires,MOLENBERG,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
354,21003A02-,LAURE - BASILIQUE,171890,18,1,female,child,91058,4,single_with_child,3,Secondaires,LAURE - BASILIQUE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
355,21003A02-,LAURE - BASILIQUE,173388,13,0,male,parent,91191,1,couple_with_child,3,Secondaires,LAURE - BASILIQUE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
356,21003A02-,LAURE - BASILIQUE,172019,15,0,male,child,91103,1,couple_with_child,3,Secondaires,LAURE - BASILIQUE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
357,21003A0AJ,HUNDERENVELD,169247,16,0,male,child,89739,1,couple_with_child,3,Secondaires,HUNDERENVELD,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
358,21003A212,CLOS DU ZAVELENBERG,177331,16,0,male,child,93885,1,couple_with_child,3,Secondaires,CLOS DU ZAVELENBERG,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
359,21003A02-,LAURE - BASILIQUE,171262,16,0,male,child,90819,1,couple_with_child,3,Secondaires,LAURE - BASILIQUE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
360,21003A011,MOLENBERG,176351,17,1,female,child,93342,1,couple_with_child,3,Secondaires,MOLENBERG,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
361,21003A0AJ,HUNDERENVELD,169144,13,0,male,child,89697,1,couple_with_child,3,Secondaires,HUNDERENVELD,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
362,21003A0AJ,HUNDERENVELD,169767,18,0,male,child,89989,4,single_with_child,3,Secondaires,HUNDERENVELD,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
363,21003A0AJ,HUNDERENVELD,170002,12,0,male,parent,89869,4,single_with_child,3,Secondaires,HUNDERENVELD,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
364,21003A02-,LAURE - BASILIQUE,171579,17,0,male,child,90940,1,couple_with_child,3,Secondaires,LAURE - BASILIQUE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
365,21003A00-,CENTRE,178671,17,1,female,child,94530,4,single_with_child,3,Secondaires,CENTRE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
366,21003A05-,DE SELLIERS DE MORANVILLE,182726,18,0,male,child,96477,4,single_with_child,3,Secondaires,DE SELLIERS DE MORANVILLE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
367,21003A00-,CENTRE,179799,14,0,male,child,94932,1,couple_with_child,3,Secondaires,CENTRE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
368,21003A011,MOLENBERG,176967,12,1,female,parent,93344,1,couple_with_child,3,Secondaires,MOLENBERG,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
369,21003A00-,CENTRE,178191,12,1,female,child,94356,4,single_with_child,3,Secondaires,CENTRE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
370,21003A00-,CENTRE,180937,12,1,female,parent,94461,1,couple_with_child,3,Secondaires,CENTRE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
371,21003A00-,CENTRE,178910,17,1,female,child,94613,1,couple_with_child,3,Secondaires,CENTRE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
372,21003A212,CLOS DU ZAVELENBERG,177503,12,1,female,child,93945,1,couple_with_child,3,Secondaires,CLOS DU ZAVELENBERG,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
373,21003A00-,CENTRE,179403,14,0,male,child,94795,4,single_with_child,3,Secondaires,CENTRE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
374,21003A00-,CENTRE,179302,13,1,female,child,94759,4,single_with_child,3,Secondaires,CENTRE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
375,21003A2MJ,GARE,185213,16,1,female,child,97800,1,couple_with_child,3,Secondaires,GARE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
376,21003A00-,CENTRE,179434,12,0,male,child,94803,1,couple_with_child,3,Secondaires,CENTRE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
377,21003A011,MOLENBERG,175603,15,1,female,child,93068,1,couple_with_child,3,Secondaires,MOLENBERG,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
378,21003A02-,LAURE - BASILIQUE,173387,14,0,male,parent,91145,1,couple_with_child,3,Secondaires,LAURE - BASILIQUE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
379,21003A02-,LAURE - BASILIQUE,171869,15,1,female,child,91046,1,couple_with_child,3,Secondaires,LAURE - BASILIQUE,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
380,21003A011,MOLENBERG,176970,12,1,female,parent,93406,1,couple_with_child,3,Secondaires,MOLENBERG,Berchem Sainte-Agathe,Berchem Sainte-Agathe,Berchem Sainte-Agathe Centre,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
