,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Commune,Quartier,WorkSectorStatID,WorkSectorStatName,WorkCommuneName
296,21004E70-,MARIE-CHRISTINE (RUE),303831,7,0,male,child,167740,4,single_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
297,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,333075,6,1,female,child,181979,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
298,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,332447,8,1,female,child,181770,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
299,21004E72-,MAISON ROUGE (PLACE)-SUD,336474,10,0,male,child,183747,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
300,21004E72-,MAISON ROUGE (PLACE)-SUD,338041,7,1,female,child,184260,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
301,21004E72-,MAISON ROUGE (PLACE)-SUD,338729,6,0,male,child,184482,4,single_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
302,21004E70-,MARIE-CHRISTINE (RUE),305371,11,1,female,parent,167780,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
303,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,334271,8,1,female,child,182652,4,single_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
304,21004E70-,MARIE-CHRISTINE (RUE),305444,6,1,female,parent,166779,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
305,21004E70-,MARIE-CHRISTINE (RUE),305375,11,1,female,parent,167426,4,single_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
306,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,333535,7,0,male,child,182129,4,single_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
307,21004E70-,MARIE-CHRISTINE (RUE),305775,8,0,male,parent,166965,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
308,21004E70-,MARIE-CHRISTINE (RUE),301005,12,1,female,child,166834,4,single_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
309,21004E72-,MAISON ROUGE (PLACE)-SUD,338939,8,1,female,child,184547,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
310,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,333176,9,0,male,child,182014,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Est,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
311,21004A34-,MONNAIE,270953,7,0,male,child,147528,1,couple_with_child,2,Primaires,Bruxelles,Grand Place,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
312,21004A34-,MONNAIE,271653,10,1,female,parent,147518,1,couple_with_child,2,Primaires,Bruxelles,Grand Place,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
313,21004A002,BOURSE,270220,6,1,female,child,147047,1,couple_with_child,2,Primaires,Bruxelles,Grand Place,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
314,21004A01-,VIEILLE HALLE AUX BLES,261708,11,1,female,child,141578,1,couple_with_child,2,Primaires,Bruxelles,Grand Place,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
315,21004A34-,MONNAIE,271795,6,0,male,parent,147518,1,couple_with_child,2,Primaires,Bruxelles,Grand Place,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
316,21004A34-,MONNAIE,270960,11,0,male,child,147530,1,couple_with_child,2,Primaires,Bruxelles,Grand Place,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
317,21004A001,GRAND-PLACE,281349,7,1,female,child,154644,1,couple_with_child,2,Primaires,Bruxelles,Grand Place,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
318,21010A141,BRUGMANN,633818,9,0,male,child,350801,4,single_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
319,21010A141,BRUGMANN,634657,7,1,female,child,351328,4,single_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
320,21004E14-,ECOLE DES CADETS,364574,11,1,female,child,198463,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
321,21010A141,BRUGMANN,635163,11,0,male,parent,349969,4,single_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
322,21004E130,SACRE-COEUR,328518,9,0,male,child,179530,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
323,21010A141,BRUGMANN,633917,7,0,male,child,350830,1,couple_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
324,21010A141,BRUGMANN,633447,7,0,male,child,350669,1,couple_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
325,21004E130,SACRE-COEUR,327013,12,1,female,child,179084,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
326,21004E12-,PRINCE LEOPOLD (SQUARE),351957,7,0,male,child,191194,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
327,21004E12-,PRINCE LEOPOLD (SQUARE),351049,6,1,female,child,190891,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
328,21004E130,SACRE-COEUR,327657,8,1,female,child,179273,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
329,21010A141,BRUGMANN,635187,7,0,male,parent,350665,4,single_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
330,21004E14-,ECOLE DES CADETS,366712,9,1,female,parent,198414,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
331,21004E12-,PRINCE LEOPOLD (SQUARE),351643,11,1,female,child,191099,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
332,21004E12-,PRINCE LEOPOLD (SQUARE),351100,7,1,female,child,190912,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
333,21004E130,SACRE-COEUR,328365,7,0,male,child,179480,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
334,21004E12-,PRINCE LEOPOLD (SQUARE),353933,11,0,male,parent,190940,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
335,21004E14-,ECOLE DES CADETS,364285,10,1,female,child,198383,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
336,21004E130,SACRE-COEUR,326134,6,1,female,child,178833,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
337,21004E130,SACRE-COEUR,328170,8,1,female,child,179418,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
338,21004E12-,PRINCE LEOPOLD (SQUARE),351283,9,0,male,child,190976,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
339,21004E130,SACRE-COEUR,326426,7,1,female,child,178915,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
340,21004E14-,ECOLE DES CADETS,365742,6,1,female,child,198805,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
341,21010A141,BRUGMANN,635164,11,0,male,parent,350788,1,couple_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
342,21004E130,SACRE-COEUR,328333,10,0,male,child,179471,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
343,21004E14-,ECOLE DES CADETS,366844,8,0,male,parent,199204,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
344,21010A141,BRUGMANN,633015,10,1,female,child,350498,1,couple_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
345,21004E12-,PRINCE LEOPOLD (SQUARE),349324,7,0,male,child,190302,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
346,21004E130,SACRE-COEUR,328086,9,1,female,child,179395,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
347,21004E14-,ECOLE DES CADETS,365321,8,1,female,child,198675,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
348,21004E130,SACRE-COEUR,328173,10,1,female,child,179419,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
349,21004E130,SACRE-COEUR,327608,11,1,female,child,179260,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
350,21010A141,BRUGMANN,632451,11,1,female,child,350286,4,single_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
351,21004E130,SACRE-COEUR,327733,10,1,female,child,179293,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
352,21010A141,BRUGMANN,632942,10,1,female,child,350469,1,couple_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
353,21004E130,SACRE-COEUR,326372,11,1,female,child,178898,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
354,21004E12-,PRINCE LEOPOLD (SQUARE),350237,8,0,male,child,190620,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
355,21004E12-,PRINCE LEOPOLD (SQUARE),349327,10,1,female,child,190303,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
356,21004E130,SACRE-COEUR,326787,10,0,male,child,179018,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
357,21010A141,BRUGMANN,635195,6,0,male,parent,350097,1,couple_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
358,21004E12-,PRINCE LEOPOLD (SQUARE),350676,8,1,female,child,190766,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
359,21004E12-,PRINCE LEOPOLD (SQUARE),351346,7,1,female,child,190991,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
360,21004E130,SACRE-COEUR,326837,11,1,female,child,179034,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
361,21010A141,BRUGMANN,632482,7,0,male,child,350294,1,couple_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
362,21004E14-,ECOLE DES CADETS,366836,10,0,male,parent,198613,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
363,21004E12-,PRINCE LEOPOLD (SQUARE),353723,9,1,female,parent,190571,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
364,21004E14-,ECOLE DES CADETS,365223,10,1,female,child,198646,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
365,21004E12-,PRINCE LEOPOLD (SQUARE),351711,6,0,male,child,191118,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
366,21004E12-,PRINCE LEOPOLD (SQUARE),350747,8,0,male,child,190792,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
367,21004E130,SACRE-COEUR,328057,8,1,female,child,179385,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
368,21004E12-,PRINCE LEOPOLD (SQUARE),350094,11,0,male,child,190568,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
369,21010A141,BRUGMANN,633721,10,1,female,child,350770,1,couple_with_child,2,Primaires,Jette,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
370,21004E12-,PRINCE LEOPOLD (SQUARE),350557,11,0,male,child,190728,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
371,21004E130,SACRE-COEUR,327393,9,0,male,child,179195,1,couple_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
372,21004E12-,PRINCE LEOPOLD (SQUARE),349314,8,0,male,child,190300,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
373,21004E130,SACRE-COEUR,327211,8,0,male,child,179142,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
374,21004E12-,PRINCE LEOPOLD (SQUARE),353744,7,1,female,parent,190814,4,single_with_child,2,Primaires,Bruxelles,Houba,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
375,21004A22-,SENNE (RUE DE LA),265809,8,1,female,parent,143610,4,single_with_child,2,Primaires,Bruxelles,Anneessens,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
376,21004A21-,ANNEESSENS (PLACE),293478,9,0,male,child,162570,4,single_with_child,2,Primaires,Bruxelles,Anneessens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
377,21004A21-,ANNEESSENS (PLACE),295897,10,0,male,child,163422,1,couple_with_child,2,Primaires,Bruxelles,Anneessens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
378,21004A22-,SENNE (RUE DE LA),265792,10,1,female,parent,142779,1,couple_with_child,2,Primaires,Bruxelles,Anneessens,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
379,21004A21-,ANNEESSENS (PLACE),296139,7,1,female,child,163522,1,couple_with_child,2,Primaires,Bruxelles,Anneessens,21019A43-,CORNICHE VERTE,Woluwe Saint-Pierre
380,21004A22-,SENNE (RUE DE LA),263664,10,1,female,child,142680,1,couple_with_child,2,Primaires,Bruxelles,Anneessens,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
381,21004A22-,SENNE (RUE DE LA),264006,7,1,female,child,142780,1,couple_with_child,2,Primaires,Bruxelles,Anneessens,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
382,21004E82-,CITE MODELE,372112,7,0,male,child,202220,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
383,21004E83-,STIENON (AVENUE),321740,8,1,female,child,176713,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
384,21004E82-,CITE MODELE,373578,6,0,male,parent,201308,4,single_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
385,21004E83-,STIENON (AVENUE),322507,7,1,female,child,177013,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
386,21004E800,DIVIN JESUS,356423,8,1,female,parent,193534,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
387,21004E82-,CITE MODELE,373496,10,0,male,parent,201882,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
388,21004E83-,STIENON (AVENUE),322765,6,1,female,child,177112,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
389,21010A13-,CITE-JARDIN,622405,11,1,female,child,344864,1,couple_with_child,2,Primaires,Jette,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
390,21010A13-,CITE-JARDIN,622602,7,0,male,child,344928,4,single_with_child,2,Primaires,Jette,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
391,21004E82-,CITE MODELE,372095,11,0,male,child,202215,4,single_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
392,21010A13-,CITE-JARDIN,620339,11,0,male,child,344042,1,couple_with_child,2,Primaires,Jette,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
393,21010A13-,CITE-JARDIN,621840,11,1,female,child,344662,4,single_with_child,2,Primaires,Jette,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
394,21004E82-,CITE MODELE,372184,9,0,male,child,202241,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
395,21004E82-,CITE MODELE,372053,10,1,female,child,202203,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
396,21010A13-,CITE-JARDIN,621637,10,0,male,child,344577,1,couple_with_child,2,Primaires,Jette,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
397,21010A13-,CITE-JARDIN,621062,8,1,female,child,344339,1,couple_with_child,2,Primaires,Jette,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
398,21004E800,DIVIN JESUS,355538,11,1,female,child,193492,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
399,21004E82-,CITE MODELE,371549,6,0,male,child,202002,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
400,21004E81-,DISQUE (RUE DU),377051,7,0,male,child,205267,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
401,21004E81-,DISQUE (RUE DU),377074,9,0,male,child,205276,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
402,21004E81-,DISQUE (RUE DU),377661,7,1,female,child,205508,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
403,21004E83-,STIENON (AVENUE),325226,7,0,male,parent,176744,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
404,21004E82-,CITE MODELE,370610,9,0,male,child,201636,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
405,21004E82-,CITE MODELE,371288,10,1,female,child,201901,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
406,21004E83-,STIENON (AVENUE),323696,9,1,female,child,177472,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
407,21004E800,DIVIN JESUS,355726,11,0,male,child,193567,4,single_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
408,21004E82-,CITE MODELE,373576,6,0,male,parent,202230,4,single_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
409,21004E83-,STIENON (AVENUE),322386,7,1,female,child,176959,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
410,21004E82-,CITE MODELE,372160,7,1,female,child,202235,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
411,21004E83-,STIENON (AVENUE),322591,6,1,female,child,177046,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
412,21004E81-,DISQUE (RUE DU),377240,8,1,female,child,205341,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
413,21004E82-,CITE MODELE,373568,6,0,male,parent,202717,4,single_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
414,21004E81-,DISQUE (RUE DU),377116,7,1,female,child,205292,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
415,21004E82-,CITE MODELE,373482,11,0,male,parent,202296,4,single_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
416,21004E800,DIVIN JESUS,355924,7,0,male,child,193644,4,single_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
417,21004E81-,DISQUE (RUE DU),377721,6,0,male,child,205530,4,single_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
418,21004E800,DIVIN JESUS,355632,11,1,female,child,193528,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
419,21004E82-,CITE MODELE,373289,11,1,female,parent,202022,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
420,21004E82-,CITE MODELE,371822,10,0,male,child,202114,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
421,21004E83-,STIENON (AVENUE),323296,7,0,male,child,177323,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
422,21010A13-,CITE-JARDIN,620594,6,0,male,child,344153,4,single_with_child,2,Primaires,Jette,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
423,21004E82-,CITE MODELE,371994,6,1,female,child,202186,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
424,21004E83-,STIENON (AVENUE),325203,9,0,male,parent,176770,4,single_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
425,21004E83-,STIENON (AVENUE),322991,11,1,female,child,177201,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
426,21004E83-,STIENON (AVENUE),322167,9,0,male,child,176871,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
427,21004E82-,CITE MODELE,372201,9,1,female,child,202248,4,single_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
428,21010A13-,CITE-JARDIN,623917,9,0,male,parent,344065,1,couple_with_child,2,Primaires,Jette,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
429,21004E83-,STIENON (AVENUE),321461,8,0,male,child,176601,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
430,21004E83-,STIENON (AVENUE),323800,8,0,male,child,177508,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
431,21010A13-,CITE-JARDIN,622271,9,1,female,child,344826,1,couple_with_child,2,Primaires,Jette,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
432,21004E82-,CITE MODELE,373297,11,1,female,parent,201930,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
433,21004E83-,STIENON (AVENUE),321496,12,1,female,child,176621,4,single_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
434,21004E82-,CITE MODELE,370489,10,1,female,child,201589,1,couple_with_child,2,Primaires,Bruxelles,Heysel,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
435,21004E74-,EM. DELVA (RUE),314568,6,0,male,parent,169876,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Ouest,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
436,21004E74-,EM. DELVA (RUE),314435,11,0,male,parent,169588,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Ouest,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
437,21004E74-,EM. DELVA (RUE),314114,10,1,female,parent,170707,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Ouest,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
438,21004E74-,EM. DELVA (RUE),314492,8,0,male,parent,171506,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Ouest,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
439,21004E74-,EM. DELVA (RUE),314524,7,0,male,parent,171408,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Ouest,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
440,21004E74-,EM. DELVA (RUE),314491,8,0,male,parent,170994,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Ouest,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
441,21004E74-,EM. DELVA (RUE),314437,11,0,male,parent,170016,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Ouest,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
442,21004E74-,EM. DELVA (RUE),309844,10,1,female,child,170684,4,single_with_child,2,Primaires,Bruxelles,Vieux Laeken Ouest,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
443,21004E74-,EM. DELVA (RUE),309684,12,1,female,child,170633,4,single_with_child,2,Primaires,Bruxelles,Vieux Laeken Ouest,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
444,21004E74-,EM. DELVA (RUE),309565,7,0,male,child,170590,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Ouest,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
445,21004E74-,EM. DELVA (RUE),310855,10,1,female,child,171032,1,couple_with_child,2,Primaires,Bruxelles,Vieux Laeken Ouest,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
