,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code_x,Commune_x,Code_y,Name,Commune_y,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName
354,21012A60-,LAEKENVELD,705763,18,1,female,child,387212,1,couple_with_child,21012A60-,Molenbeek Saint-Jean,21012A60-,LAEKENVELD,Molenbeek Saint-Jean,5,Unif off campus,21015A421,"Name       PALAIS (RUE DE)
Commune         Schaerbeek
Name: 21015A421, dtype: object"
355,21012A84-,METTEWIE-BUILDINGS,676306,18,1,female,parent,372112,1,couple_with_child,21012A84-,Molenbeek Saint-Jean,21012A84-,METTEWIE-BUILDINGS,Molenbeek Saint-Jean,5,Unif off campus,21015A05-,"Name       ROYALE SAINTE-MARIE (RUE)
Commune                   Schaerbeek
Name: 21015A05-, dtype: object"
356,21012A72-,LAVALLEE,724639,18,1,female,parent,396355,1,couple_with_child,21012A72-,Molenbeek Saint-Jean,21012A72-,LAVALLEE,Molenbeek Saint-Jean,5,Unif off campus,21015A05-,"Name       ROYALE SAINTE-MARIE (RUE)
Commune                   Schaerbeek
Name: 21015A05-, dtype: object"
357,21011A01-,SAINTE-ANNE,664853,18,1,female,child,366202,4,single_with_child,21011A01-,Koekelberg,21011A01-,SAINTE-ANNE,Koekelberg,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
358,21011A00-,VANHUFFEL,668888,18,1,female,child,368129,1,couple_with_child,21011A00-,Koekelberg,21011A00-,VANHUFFEL,Koekelberg,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
359,21003A331,ALLEE VERTE,167451,18,1,female,parent,88712,3,single,21003A331,Berchem Sainte-Agathe,21003A331,ALLEE VERTE,Berchem Sainte-Agathe,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
360,21003A011,MOLENBERG,176686,18,1,female,parent,93456,2,couple_no_child,21003A011,Berchem Sainte-Agathe,21003A011,MOLENBERG,Berchem Sainte-Agathe,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
361,21010A02-,LEOPOLD I,645773,18,1,female,child,356884,1,couple_with_child,21010A02-,Jette,21010A02-,LEOPOLD I,Jette,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
362,21010A00-,CENTRE,628997,18,1,female,parent,348078,3,single,21010A00-,Jette,21010A00-,CENTRE,Jette,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
363,21010A00-,CENTRE,628980,18,1,female,parent,348069,1,couple_with_child,21010A00-,Jette,21010A00-,CENTRE,Jette,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
364,21010A00-,CENTRE,626875,18,1,female,child,347285,1,couple_with_child,21010A00-,Jette,21010A00-,CENTRE,Jette,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
365,21010A03-,MIROIR,599540,18,1,female,child,333228,1,couple_with_child,21010A03-,Jette,21010A03-,MIROIR,Jette,5,Unif off campus,21015A77-,"Name           R.T.B.
Commune    Schaerbeek
Name: 21015A77-, dtype: object"
366,21010A01-,ESSEGHEM,639286,18,1,female,parent,353343,2,couple_no_child,21010A01-,Jette,21010A01-,ESSEGHEM,Jette,5,Unif off campus,21015A421,"Name       PALAIS (RUE DE)
Commune         Schaerbeek
Name: 21015A421, dtype: object"
367,21010A00-,CENTRE,625227,18,1,female,child,346653,1,couple_with_child,21010A00-,Jette,21010A00-,CENTRE,Jette,5,Unif off campus,21015A05-,"Name       ROYALE SAINTE-MARIE (RUE)
Commune                   Schaerbeek
Name: 21015A05-, dtype: object"
368,21006A25-,GIBET,468442,18,1,female,child,256901,4,single_with_child,21006A25-,Evere,21006A25-,GIBET,Evere,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
369,21006A101,CONSCIENCE,457899,18,1,female,child,251262,4,single_with_child,21006A101,Evere,21006A101,CONSCIENCE,Evere,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
370,21006A011,CENTRE,474360,18,1,female,parent,259808,1,couple_with_child,21006A011,Evere,21006A011,CENTRE,Evere,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
371,21006A13-,MAISON COMMUNALE,439648,18,1,female,child,241427,1,couple_with_child,21006A13-,Evere,21006A13-,MAISON COMMUNALE,Evere,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
372,21006A23-,DU BONHEUR,453352,18,1,female,child,248817,1,couple_with_child,21006A23-,Evere,21006A23-,DU BONHEUR,Evere,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
373,21006A21-,HOME FAMILIAL BRABANT,451289,18,1,female,child,247672,1,couple_with_child,21006A21-,Evere,21006A21-,HOME FAMILIAL BRABANT,Evere,5,Unif off campus,21015A77-,"Name           R.T.B.
Commune    Schaerbeek
Name: 21015A77-, dtype: object"
374,21006A13-,MAISON COMMUNALE,440386,18,1,female,parent,241726,2,couple_no_child,21006A13-,Evere,21006A13-,MAISON COMMUNALE,Evere,5,Unif off campus,21015A77-,"Name           R.T.B.
Commune    Schaerbeek
Name: 21015A77-, dtype: object"
375,21006A201,HAUT-EVERE,449299,18,1,female,child,246627,1,couple_with_child,21006A201,Evere,21006A201,HAUT-EVERE,Evere,5,Unif off campus,21015A421,"Name       PALAIS (RUE DE)
Commune         Schaerbeek
Name: 21015A421, dtype: object"
376,21006A403,QUARTIER CICERO,445822,18,1,female,child,244804,1,couple_with_child,21006A403,Evere,21006A403,QUARTIER CICERO,Evere,5,Unif off campus,21015A421,"Name       PALAIS (RUE DE)
Commune         Schaerbeek
Name: 21015A421, dtype: object"
377,21006A052,CHAMP DE REPOS,479715,18,1,female,parent,262382,1,couple_with_child,21006A052,Evere,21006A052,CHAMP DE REPOS,Evere,5,Unif off campus,21015A05-,"Name       ROYALE SAINTE-MARIE (RUE)
Commune                   Schaerbeek
Name: 21015A05-, dtype: object"
378,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444411,18,1,female,child,244115,4,single_with_child,21006A24-,Evere,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,Evere,5,Unif off campus,21015A05-,"Name       ROYALE SAINTE-MARIE (RUE)
Commune                   Schaerbeek
Name: 21015A05-, dtype: object"
379,21019A242,VENELLES,1179069,18,1,female,child,641620,1,couple_with_child,21019A242,Woluwe Saint-Pierre,21019A242,VENELLES,Woluwe Saint-Pierre,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
380,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,160012,18,1,female,parent,84711,2,couple_no_child,21002A43-,Auderghem,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,Auderghem,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
381,21017A12-,LE LOGIS-NORD,1107258,18,1,female,parent,600477,2,couple_no_child,21017A12-,Watermael-Boitsfort,21017A12-,LE LOGIS-NORD,Watermael-Boitsfort,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
382,21016A042,ECHEVINAGE,1017832,18,1,female,parent,551341,1,couple_with_child,21016A042,Uccle,21016A042,ECHEVINAGE,Uccle,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
383,21016A901,CENTRE-OUEST,999167,18,1,female,parent,540226,3,single,21016A901,Uccle,21016A901,CENTRE-OUEST,Uccle,5,Unif off campus,21015A77-,"Name           R.T.B.
Commune    Schaerbeek
Name: 21015A77-, dtype: object"
384,21016A521,VERREWINKEL,1082705,18,1,female,parent,586718,1,couple_with_child,21016A521,Uccle,21016A521,VERREWINKEL,Uccle,5,Unif off campus,21015A421,"Name       PALAIS (RUE DE)
Commune         Schaerbeek
Name: 21015A421, dtype: object"
385,21016A901,CENTRE-OUEST,998028,18,1,female,child,539734,4,single_with_child,21016A901,Uccle,21016A901,CENTRE-OUEST,Uccle,5,Unif off campus,21015A05-,"Name       ROYALE SAINTE-MARIE (RUE)
Commune                   Schaerbeek
Name: 21015A05-, dtype: object"
386,21007A239,NEPTUNE (AVENUE) I,520550,18,1,female,parent,284316,1,couple_with_child,21007A239,Forest,21007A239,NEPTUNE (AVENUE) I,Forest,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
387,21007A41-,PONT DE LUTTRE-OUEST,488932,18,1,female,parent,267686,1,couple_with_child,21007A41-,Forest,21007A41-,PONT DE LUTTRE-OUEST,Forest,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
388,21007A61-,MONTENEGRO (RUE),499996,18,1,female,child,273582,1,couple_with_child,21007A61-,Forest,21007A61-,MONTENEGRO (RUE),Forest,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
389,21007A101,BOURGOGNE,511567,18,1,female,parent,279444,3,single,21007A101,Forest,21007A101,BOURGOGNE,Forest,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
390,21007A239,NEPTUNE (AVENUE) I,520558,18,1,female,parent,284320,2,couple_no_child,21007A239,Forest,21007A239,NEPTUNE (AVENUE) I,Forest,5,Unif off campus,21015A77-,"Name           R.T.B.
Commune    Schaerbeek
Name: 21015A77-, dtype: object"
391,21007A70-,ALTITUDE  CENT,516946,18,1,female,parent,282312,3,single,21007A70-,Forest,21007A70-,ALTITUDE  CENT,Forest,5,Unif off campus,21015A421,"Name       PALAIS (RUE DE)
Commune         Schaerbeek
Name: 21015A421, dtype: object"
392,21007A242,GLOBE,486720,18,1,female,parent,266515,2,couple_no_child,21007A242,Forest,21007A242,GLOBE,Forest,5,Unif off campus,21015A05-,"Name       ROYALE SAINTE-MARIE (RUE)
Commune                   Schaerbeek
Name: 21015A05-, dtype: object"
393,21018A01-,SAINT-LAMBERT,1166725,18,1,female,parent,634374,3,single,21018A01-,Woluwe Saint-Lambert,21018A01-,SAINT-LAMBERT,Woluwe Saint-Lambert,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
394,21018A60-,ROODEBEEK PARC,1157721,18,1,female,parent,628994,1,couple_with_child,21018A60-,Woluwe Saint-Lambert,21018A60-,ROODEBEEK PARC,Woluwe Saint-Lambert,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
395,21018A3MJ,GULLEDELLE,1174470,18,1,female,child,639167,4,single_with_child,21018A3MJ,Woluwe Saint-Lambert,21018A3MJ,GULLEDELLE,Woluwe Saint-Lambert,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
396,21018A41-,EUROPE,1163977,18,1,female,parent,632693,1,couple_with_child,21018A41-,Woluwe Saint-Lambert,21018A41-,EUROPE,Woluwe Saint-Lambert,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
397,21018A05-,DRIES,1144123,18,1,female,child,621517,1,couple_with_child,21018A05-,Woluwe Saint-Lambert,21018A05-,DRIES,Woluwe Saint-Lambert,5,Unif off campus,21015A77-,"Name           R.T.B.
Commune    Schaerbeek
Name: 21015A77-, dtype: object"
398,21018A63-,CONSTELLATIONS,1142819,18,1,female,child,620796,1,couple_with_child,21018A63-,Woluwe Saint-Lambert,21018A63-,CONSTELLATIONS,Woluwe Saint-Lambert,5,Unif off campus,21015A421,"Name       PALAIS (RUE DE)
Commune         Schaerbeek
Name: 21015A421, dtype: object"
399,21018A00-,TOMBERG,1161144,18,1,female,parent,631090,3,single,21018A00-,Woluwe Saint-Lambert,21018A00-,TOMBERG,Woluwe Saint-Lambert,5,Unif off campus,21015A05-,"Name       ROYALE SAINTE-MARIE (RUE)
Commune                   Schaerbeek
Name: 21015A05-, dtype: object"
400,21004E130,SACRE-COEUR,326507,18,0,male,child,178938,1,couple_with_child,21004E130,Bruxelles,21004E130,SACRE-COEUR,Bruxelles,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
401,21015A24-,WAELHEM (RUE),980390,18,0,male,parent,531148,3,single,21015A24-,Schaerbeek,21015A24-,WAELHEM (RUE),Schaerbeek,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
402,21015A70-,P. HYMANS (RUE),873948,18,0,male,parent,478252,3,single,21015A70-,Schaerbeek,21015A70-,P. HYMANS (RUE),Schaerbeek,5,Unif off campus,21015A77-,"Name           R.T.B.
Commune    Schaerbeek
Name: 21015A77-, dtype: object"
403,21015A77-,R.T.B.,865260,18,0,male,parent,473455,3,single,21015A77-,Schaerbeek,21015A77-,R.T.B.,Schaerbeek,5,Unif off campus,21015A421,"Name       PALAIS (RUE DE)
Commune         Schaerbeek
Name: 21015A421, dtype: object"
404,21015A152,PR. ELISABETH-NORD,932481,18,0,male,child,508083,1,couple_with_child,21015A152,Schaerbeek,21015A152,PR. ELISABETH-NORD,Schaerbeek,5,Unif off campus,21015A05-,"Name       ROYALE SAINTE-MARIE (RUE)
Commune                   Schaerbeek
Name: 21015A05-, dtype: object"
405,21005A10-,GENERAL HENRI (RUE),385986,18,0,male,parent,210171,3,single,21005A10-,Etterbeek,21005A10-,GENERAL HENRI (RUE),Etterbeek,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
406,21001A72-,OSSEGEM,82240,18,0,male,parent,44242,3,single,21001A72-,Anderlecht,21001A72-,OSSEGEM,Anderlecht,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
407,21012A152,ETANGS NOIRS,742876,18,0,male,child,405740,1,couple_with_child,21012A152,Molenbeek Saint-Jean,21012A152,ETANGS NOIRS,Molenbeek Saint-Jean,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
408,21012A26-,MACHTENS-NORD,684643,18,0,male,parent,376653,3,single,21012A26-,Molenbeek Saint-Jean,21012A26-,MACHTENS-NORD,Molenbeek Saint-Jean,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
409,21012A822,KORENBEEK,762840,18,0,male,parent,415982,2,couple_no_child,21012A822,Molenbeek Saint-Jean,21012A822,KORENBEEK,Molenbeek Saint-Jean,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
410,21012A62-,LIBERATEURS,716115,18,0,male,parent,392204,3,single,21012A62-,Molenbeek Saint-Jean,21012A62-,LIBERATEURS,Molenbeek Saint-Jean,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
411,21012A72-,LAVALLEE,724910,18,0,male,parent,396614,3,single,21012A72-,Molenbeek Saint-Jean,21012A72-,LAVALLEE,Molenbeek Saint-Jean,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
412,21012A152,ETANGS NOIRS,741085,18,0,male,child,405143,1,couple_with_child,21012A152,Molenbeek Saint-Jean,21012A152,ETANGS NOIRS,Molenbeek Saint-Jean,5,Unif off campus,21015A77-,"Name           R.T.B.
Commune    Schaerbeek
Name: 21015A77-, dtype: object"
413,21012A851,CONDOR,696357,18,0,male,child,382705,1,couple_with_child,21012A851,Molenbeek Saint-Jean,21012A851,CONDOR,Molenbeek Saint-Jean,5,Unif off campus,21015A77-,"Name           R.T.B.
Commune    Schaerbeek
Name: 21015A77-, dtype: object"
414,21012A141,INDEPENDANCE,766984,18,0,male,parent,418234,1,couple_with_child,21012A141,Molenbeek Saint-Jean,21012A141,INDEPENDANCE,Molenbeek Saint-Jean,5,Unif off campus,21015A421,"Name       PALAIS (RUE DE)
Commune         Schaerbeek
Name: 21015A421, dtype: object"
415,21012A13-,BIRMINGHAM-NORD,699559,18,0,male,parent,384308,3,single,21012A13-,Molenbeek Saint-Jean,21012A13-,BIRMINGHAM-NORD,Molenbeek Saint-Jean,5,Unif off campus,21015A421,"Name       PALAIS (RUE DE)
Commune         Schaerbeek
Name: 21015A421, dtype: object"
416,21012A84-,METTEWIE-BUILDINGS,676173,18,0,male,parent,372070,1,couple_with_child,21012A84-,Molenbeek Saint-Jean,21012A84-,METTEWIE-BUILDINGS,Molenbeek Saint-Jean,5,Unif off campus,21015A05-,"Name       ROYALE SAINTE-MARIE (RUE)
Commune                   Schaerbeek
Name: 21015A05-, dtype: object"
417,21012A60-,LAEKENVELD,708185,18,0,male,parent,388284,3,single,21012A60-,Molenbeek Saint-Jean,21012A60-,LAEKENVELD,Molenbeek Saint-Jean,5,Unif off campus,21015A05-,"Name       ROYALE SAINTE-MARIE (RUE)
Commune                   Schaerbeek
Name: 21015A05-, dtype: object"
418,21011A10-,PAIX (AVENUE DE LA),660496,18,0,male,parent,364206,3,single,21011A10-,Koekelberg,21011A10-,PAIX (AVENUE DE LA),Koekelberg,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
419,21011A12-,BASILIQUE,671906,18,0,male,parent,369741,2,couple_no_child,21011A12-,Koekelberg,21011A12-,BASILIQUE,Koekelberg,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
420,21003A00-,CENTRE,180258,18,0,male,parent,95079,1,couple_with_child,21003A00-,Berchem Sainte-Agathe,21003A00-,CENTRE,Berchem Sainte-Agathe,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
421,21010A01-,ESSEGHEM,636202,18,0,male,child,352263,1,couple_with_child,21010A01-,Jette,21010A01-,ESSEGHEM,Jette,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
422,21010A121,F. MOHRFELD (RUE DE),605080,18,0,male,parent,336088,1,couple_with_child,21010A121,Jette,21010A121,F. MOHRFELD (RUE DE),Jette,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
423,21006A23-,DU BONHEUR,454841,18,0,male,parent,249574,3,single,21006A23-,Evere,21006A23-,DU BONHEUR,Evere,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
424,21019A20-,SAINT-PAUL,1207312,18,0,male,parent,656850,1,couple_with_child,21019A20-,Woluwe Saint-Pierre,21019A20-,SAINT-PAUL,Woluwe Saint-Pierre,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
425,21016A05-,LE CHAT,1045409,18,0,male,child,566613,1,couple_with_child,21016A05-,Uccle,21016A05-,LE CHAT,Uccle,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
426,21007A06-,KATANGA,504929,18,0,male,parent,276038,1,couple_with_child,21007A06-,Forest,21007A06-,KATANGA,Forest,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
427,21018A34-,HOF TEN BERG-SUD,1126526,18,0,male,parent,611599,1,couple_with_child,21018A34-,Woluwe Saint-Lambert,21018A34-,HOF TEN BERG-SUD,Woluwe Saint-Lambert,5,Unif off campus,21015A13-,"Name       PORTAELS (RUE)
Commune        Schaerbeek
Name: 21015A13-, dtype: object"
428,21004F91-,CROIX DE GUERRE (AVENUE DES),235002,18,1,female,child,126063,1,couple_with_child,21004F91-,Bruxelles,21004F91-,CROIX DE GUERRE (AVENUE DES),Bruxelles,5,Unif off campus,21005A01-,"Name       SAINTE-GERTRUDE
Commune          Etterbeek
Name: 21005A01-, dtype: object"
429,21004A01-,VIEILLE HALLE AUX BLES,261833,18,1,female,parent,141649,1,couple_with_child,21004A01-,Bruxelles,21004A01-,VIEILLE HALLE AUX BLES,Bruxelles,5,Unif off campus,21005A01-,"Name       SAINTE-GERTRUDE
Commune          Etterbeek
Name: 21005A01-, dtype: object"
430,21004F511,AVENUE DES PAGODES,195623,18,1,female,child,103819,1,couple_with_child,21004F511,Bruxelles,21004F511,AVENUE DES PAGODES,Bruxelles,5,Unif off campus,21005A01-,"Name       SAINTE-GERTRUDE
Commune          Etterbeek
Name: 21005A01-, dtype: object"
431,21004A71-,BLAES (RUE)-CENTRE,269216,18,1,female,parent,146178,3,single,21004A71-,Bruxelles,21004A71-,BLAES (RUE)-CENTRE,Bruxelles,5,Unif off campus,21005A00-,"Name       HOTEL COMMUNAL
Commune         Etterbeek
Name: 21005A00-, dtype: object"
432,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,332520,18,1,female,child,181795,1,couple_with_child,21004E73-,Bruxelles,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,Bruxelles,5,Unif off campus,21005A12-,"Name       SAINT-ANTOINE
Commune        Etterbeek
Name: 21005A12-, dtype: object"
433,21005A12-,SAINT-ANTOINE,431754,18,1,female,parent,236240,2,couple_no_child,21005A12-,Etterbeek,21005A12-,SAINT-ANTOINE,Etterbeek,5,Unif off campus,21005A01-,"Name       SAINTE-GERTRUDE
Commune          Etterbeek
Name: 21005A01-, dtype: object"
434,21003A03-,HAUT-CHAMP,174733,18,1,female,parent,92382,1,couple_with_child,21003A03-,Berchem Sainte-Agathe,21003A03-,HAUT-CHAMP,Berchem Sainte-Agathe,5,Unif off campus,21005A01-,"Name       SAINTE-GERTRUDE
Commune          Etterbeek
Name: 21005A01-, dtype: object"
435,21006A403,QUARTIER CICERO,446346,18,1,female,parent,244996,1,couple_with_child,21006A403,Evere,21006A403,QUARTIER CICERO,Evere,5,Unif off campus,21005A01-,"Name       SAINTE-GERTRUDE
Commune          Etterbeek
Name: 21005A01-, dtype: object"
436,21006A414,P. DUPONT (RUE),466771,18,1,female,parent,255634,2,couple_no_child,21006A414,Evere,21006A414,P. DUPONT (RUE),Evere,5,Unif off campus,21005A01-,"Name       SAINTE-GERTRUDE
Commune          Etterbeek
Name: 21005A01-, dtype: object"
437,21006A153,KEET,438131,18,1,female,child,240652,1,couple_with_child,21006A153,Evere,21006A153,KEET,Evere,5,Unif off campus,21005A01-,"Name       SAINTE-GERTRUDE
Commune          Etterbeek
Name: 21005A01-, dtype: object"
438,21006A22-,SAINT-EXUPERY,470179,18,1,female,child,257927,1,couple_with_child,21006A22-,Evere,21006A22-,SAINT-EXUPERY,Evere,5,Unif off campus,21005A00-,"Name       HOTEL COMMUNAL
Commune         Etterbeek
Name: 21005A00-, dtype: object"
439,21006A201,HAUT-EVERE,450189,18,1,female,parent,246942,1,couple_with_child,21006A201,Evere,21006A201,HAUT-EVERE,Evere,5,Unif off campus,21005A12-,"Name       SAINT-ANTOINE
Commune        Etterbeek
Name: 21005A12-, dtype: object"
440,21019A31-,BEMEL,1201184,18,1,female,parent,653671,1,couple_with_child,21019A31-,Woluwe Saint-Pierre,21019A31-,BEMEL,Woluwe Saint-Pierre,5,Unif off campus,21005A01-,"Name       SAINTE-GERTRUDE
Commune          Etterbeek
Name: 21005A01-, dtype: object"
441,21016A490,KAUWBERG,1078745,18,0,male,child,584576,1,couple_with_child,21016A490,Uccle,21016A490,KAUWBERG,Uccle,5,Unif off campus,21005A01-,"Name       SAINTE-GERTRUDE
Commune          Etterbeek
Name: 21005A01-, dtype: object"
442,21004B421,MARIE-LOUISE (SQUARE),191897,18,1,female,parent,101248,1,couple_with_child,21004B421,Bruxelles,21004B421,MARIE-LOUISE (SQUARE),Bruxelles,5,Unif off campus,21009A501,"Name       LUXEMBOURG (PLACE DE)
Commune                  Ixelles
Name: 21009A501, dtype: object"
443,21004F953,RUE DU WIMPELBERG,246996,18,1,female,parent,132684,1,couple_with_child,21004F953,Bruxelles,21004F953,RUE DU WIMPELBERG,Bruxelles,5,Unif off campus,21009A501,"Name       LUXEMBOURG (PLACE DE)
Commune                  Ixelles
Name: 21009A501, dtype: object"
444,21004A22-,SENNE (RUE DE LA),264602,18,1,female,parent,143034,3,single,21004A22-,Bruxelles,21004A22-,SENNE (RUE DE LA),Bruxelles,5,Unif off campus,21009A501,"Name       LUXEMBOURG (PLACE DE)
Commune                  Ixelles
Name: 21009A501, dtype: object"
445,21004A20-,BOURSE-NORD-OUEST,278266,18,1,female,parent,152314,1,couple_with_child,21004A20-,Bruxelles,21004A20-,BOURSE-NORD-OUEST,Bruxelles,5,Unif off campus,21009A501,"Name       LUXEMBOURG (PLACE DE)
Commune                  Ixelles
Name: 21009A501, dtype: object"
446,21004A70-,BLAES (RUE)-SUD,251437,18,1,female,child,135376,1,couple_with_child,21004A70-,Bruxelles,21004A70-,BLAES (RUE)-SUD,Bruxelles,5,Unif off campus,21009A501,"Name       LUXEMBOURG (PLACE DE)
Commune                  Ixelles
Name: 21009A501, dtype: object"
447,21004A23-,NOUVEAU MARCHE AU GRAIN,260159,18,1,female,parent,140342,3,single,21004A23-,Bruxelles,21004A23-,NOUVEAU MARCHE AU GRAIN,Bruxelles,5,Unif off campus,21009A501,"Name       LUXEMBOURG (PLACE DE)
Commune                  Ixelles
Name: 21009A501, dtype: object"
448,21004A13-,PETIT SABLON,299577,18,1,female,parent,166055,3,single,21004A13-,Bruxelles,21004A13-,PETIT SABLON,Bruxelles,5,Unif off campus,21009A501,"Name       LUXEMBOURG (PLACE DE)
Commune                  Ixelles
Name: 21009A501, dtype: object"
449,21004F531,RUE DES FAINES,230389,18,1,female,child,123895,1,couple_with_child,21004F531,Bruxelles,21004F531,RUE DES FAINES,Bruxelles,5,Unif off campus,21009A501,"Name       LUXEMBOURG (PLACE DE)
Commune                  Ixelles
Name: 21009A501, dtype: object"
450,21004B43-,AMBIORIX-NORD (SQUARE),221233,18,1,female,parent,117667,2,couple_no_child,21004B43-,Bruxelles,21004B43-,AMBIORIX-NORD (SQUARE),Bruxelles,5,Unif off campus,21009A03-,"Name       ERMITAGE
Commune     Ixelles
Name: 21009A03-, dtype: object"
451,21004C61-,U.L.B.,241354,18,1,female,parent,129276,3,single,21004C61-,Bruxelles,21004C61-,U.L.B.,Bruxelles,5,Unif off campus,21009A602,"Name       BELVEDERE
Commune      Ixelles
Name: 21009A602, dtype: object"
