,Unnamed: 0.1.1.1,PersID,WorkerID,TripNumber,TripTypeFrom,TripTypeTo,SS_Origin,Long_Origin,Lat_Origin,SS_Destination,Long_Destination,Lat_Destination,Distance,Strat_Time_pos,Strat_Time_h,Strat_Time_m,End_Time_pos,End_Time_h,End_Time_m,Duration_Time,Code_x,Name_x,Commune_x,Code_y,Name_y,Commune_y
19003,411603,670228,1.0,1,H,W,21011A00-,4.33019790496617,50.86086999769315,21005A15-,4.407072866348519,50.83121133215,6.327113888476091,390.0,6,30.0,406.0,6,46.0,16.018009844243267,21011A00-,VANHUFFEL,Koekelberg,21005A15-,SAINT-MICHEL COLLEGE,Etterbeek
30852,49114,665890,6.0,1,H,W,21011A02-,4.328660488569909,50.85777410263506,21017A09-,4.430835349123091,50.78688864905858,10.663578463083644,390.0,6,30.0,417.0,6,57.0,26.99640117236365,21011A02-,JACQUET (RUE DE),Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
27993,48987,664918,6.0,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21017A09-,4.430835349123091,50.78688864905858,10.581878693285722,390.0,6,30.0,417.0,6,57.0,26.78956631211576,21011A01-,SAINTE-ANNE,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
8695,173244,656304,6.0,1,H,W,21011A20-,4.323197646345974,50.86290796209145,21004A10-,4.357877597127485,50.84420727196849,3.202658474190722,390.0,6,30.0,398.0,6,38.0,8.107996137191702,21011A20-,PLATEAU,Koekelberg,21004A10-,GARE CENTRALE,Bruxelles
23531,242335,1204419,6.0,1,H,W,21019A32-,4.417666109673592,50.82447637280386,21011A20-,4.323197646345974,50.86290796209145,7.892794703294695,390.0,6,30.0,410.0,6,50.0,19.981758742518217,21019A32-,CHANT D'OISEAU,Woluwe Saint-Pierre,21011A20-,PLATEAU,Koekelberg
9228,56880,651658,,1,H,W,21011A30-,4.329734991477233,50.86518122930186,21001B25-,4.326212974828699,50.835856653246005,3.2711315428508283,390.0,6,30.0,398.2813456781034,6,38.28134567810338,8.281345678103362,21011A30-,ARCHERS - FOUREZ,Koekelberg,21001B25-,REVISION-NORD,Anderlecht
24887,11040,666759,,1,H,L,21011A02-,4.328660488569909,50.85777410263506,21016A692,4.332098937519984,50.78021065970084,8.630751768965865,390.0,6,30.0,411.85000447839457,6,51.85000447839457,21.850004478394595,21011A02-,JACQUET (RUE DE),Koekelberg,21016A692,CIMETIERE - ST.-GILLES,Uccle
18214,172133,666570,6.0,1,H,W,21011A02-,4.328660488569909,50.85777410263506,21016A831,4.361241364281645,50.80685032410649,6.109219969044433,390.0,6,30.0,405.0,6,45.0,15.466379668466915,21011A02-,JACQUET (RUE DE),Koekelberg,21016A831,LONGCHAMP,Uccle
36512,713681,287615,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,390.0,6,30.0,419.0,6,59.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
25514,91924,657237,,1,H,W,21011A20-,4.323197646345974,50.862907962091455,21002A00-,4.429670530721154,50.81781230134671,9.004998107065619,390.0,6,30.0,412.7974635621914,6,52.79746356219141,22.79746356219144,21011A20-,PLATEAU,Koekelberg,21002A00-,CENTRE - NORD,Auderghem
16166,90612,236608,,1,H,W,21004F922,4.377914225989805,50.89342513007797,21011A30-,4.329734991477233,50.86518122930186,4.615456274437592,390.0,6,30.0,401.6846994289559,6,41.68469942895592,11.684699428955929,21004F922,RUE CHATEAU BEYAERD,Bruxelles,21011A30-,ARCHERS - FOUREZ,Koekelberg
31202,267795,669158,5.0,1,H,W,21011A00-,4.33019790496617,50.86086999769315,21017A09-,4.430835349123091,50.78688864905858,10.849785379497265,390.0,6,30.0,417.0,6,57.0,27.467811087334848,21011A00-,VANHUFFEL,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
37582,462787,15388,3.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A10-,4.316091034492043,50.86358573899808,11.737865021345522,390.0,6,30.0,420.0,7,0.0,29.71611397808993,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A10-,PAIX (AVENUE DE LA),Koekelberg
1418,356337,641428,3.0,1,H,W,21010A21-,4.324901444278098,50.86958489137672,21011A10-,4.316091034492043,50.86358573899808,0.9098367590188372,390.0,6,30.0,392.0,6,32.0,2.3033842000476894,21010A21-,MADELEINE,Jette,21011A10-,PAIX (AVENUE DE LA),Koekelberg
5931,171599,665064,6.0,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21004D62-,4.358455818621193,50.8674607168029,1.948981584484497,390.0,6,30.0,395.0,6,35.0,4.934130593631638,21011A01-,SAINTE-ANNE,Koekelberg,21004D62-,ANVERS (CHAUSSEE D')-NORD,Bruxelles
39677,462324,14806,3.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A11-,4.313963310011239,50.86525004855964,11.975007925651177,390.0,6,30.0,420.0,7,0.0,30.31647576114222,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A11-,LEPREUX,Koekelberg
26009,431186,1085075,1.0,1,H,W,21016A342,4.3709844560827,50.77853817873094,21011A01-,4.333667064913547,50.85957213018118,9.387120267139254,390.0,6,30.0,414.0,6,54.0,23.76486143579558,21016A342,FOND,Uccle,21011A01-,SAINTE-ANNE,Koekelberg
27709,462917,15547,3.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A01-,4.333667064913547,50.85957213018118,10.581878693285722,390.0,6,30.0,417.0,6,57.0,26.78956631211576,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A01-,SAINTE-ANNE,Koekelberg
10788,53417,1205401,,2,W,L,21011A11-,4.313963310011239,50.86525004855964,21015A40-,4.364064310255998,50.86195151431567,3.536413847628633,390.0,6,30.0,398.9529464496927,6,38.95294644969272,8.952946449692742,21011A11-,LEPREUX,Koekelberg,21015A40-,BRABANT (RUE DE),Schaerbeek
33643,714002,288031,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A30-,4.329734991477233,50.86518122930187,11.23816542904577,390.0,6,30.0,418.0,6,58.0,28.45105171910322,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A30-,ARCHERS - FOUREZ,Koekelberg
4172,75230,628351,,1,H,W,21010A00-,4.325915270796025,50.87845275101242,21011A20-,4.323197646345974,50.86290796209145,1.739535565396742,390.0,6,30.0,394.4038875073336,6,34.403887507333536,4.403887507333525,21010A00-,CENTRE,Jette,21011A20-,PLATEAU,Koekelberg
34808,712599,286262,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,390.0,6,30.0,419.0,6,59.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
30612,463252,15990,3.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A02-,4.328660488569909,50.85777410263506,10.663578463083644,390.0,6,30.0,417.0,6,57.0,26.99640117236365,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A02-,JACQUET (RUE DE),Koekelberg
12879,45240,664547,,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21004B293,4.378441862559656,50.838079720686906,3.949963634596332,390.0,6,30.0,399.9999079356869,6,39.999907935686906,9.999907935686918,21011A01-,SAINTE-ANNE,Koekelberg,21004B293,LEOPOLD (PARC),Bruxelles
3322,93860,721188,,1,H,W,21012A20-,4.316943694909823,50.84910525266326,21011A00-,4.3301979049661705,50.86086999769315,1.605794617160604,390.0,6,30.0,394.0653028282547,6,34.06530282825469,4.065302828254693,21012A20-,BAECK,Molenbeek Saint-Jean,21011A00-,VANHUFFEL,Koekelberg
12166,173935,653522,6.0,1,H,W,21011A30-,4.329734991477233,50.86518122930187,21004E800,4.330037892569789,50.89940212998385,3.8064444285462073,390.0,6,30.0,400.0,6,40.0,9.636568173534702,21011A30-,ARCHERS - FOUREZ,Koekelberg,21004E800,DIVIN JESUS,Bruxelles
3413,32670,651551,,1,H,W,21011A30-,4.329734991477233,50.86518122930187,21004D631,4.353198870655485,50.86585033523574,1.6488894785276442,390.0,6,30.0,394.174403743108,6,34.17440374310797,4.17440374310796,21011A30-,ARCHERS - FOUREZ,Koekelberg,21004D631,ALLEE VERTE - BASSIN VERGOTE,Bruxelles
38570,462678,15243,3.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A10-,4.316091034492043,50.86358573899808,11.737865021345522,390.0,6,30.0,420.0,7,0.0,29.71611397808993,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A10-,PAIX (AVENUE DE LA),Koekelberg
35510,713248,287073,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,390.0,6,30.0,419.0,6,59.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
33660,49474,652555,6.0,1,H,W,21011A30-,4.329734991477233,50.86518122930187,21017A09-,4.430835349123091,50.78688864905858,11.23816542904577,390.0,6,30.0,418.0,6,58.0,28.45105171910322,21011A30-,ARCHERS - FOUREZ,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
11360,201112,671443,,1,H,W,21011A12-,4.31042420112006,50.86581800235184,21001A80-,4.288679832917523,50.83610732182638,3.640436744257326,390.0,6,30.0,399.2162955550818,6,39.21629555508184,9.21629555508184,21011A12-,BASILIQUE,Koekelberg,21001A80-,SILLON,Anderlecht
30869,463344,16116,3.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A02-,4.328660488569909,50.85777410263506,10.663578463083644,390.0,6,30.0,417.0,6,57.0,26.99640117236365,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A02-,JACQUET (RUE DE),Koekelberg
27284,107320,15756,,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A01-,4.333667064913547,50.85957213018118,10.581878693285722,390.0,6,30.0,416.78956631211577,6,56.78956631211577,26.78956631211576,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A01-,SAINTE-ANNE,Koekelberg
10212,340143,652768,3.0,1,H,W,21011A30-,4.329734991477233,50.86518122930187,21004A70-,4.34443529677624,50.83571379814244,3.436383115809317,390.0,6,30.0,399.0,6,39.0,8.6997040906565,21011A30-,ARCHERS - FOUREZ,Koekelberg,21004A70-,BLAES (RUE)-SUD,Bruxelles
5401,14796,666549,,1,H,W,21011A02-,4.328660488569909,50.85777410263506,21004A002,4.349873076823754,50.84753418732381,1.8751314704428,390.0,6,30.0,394.747168279602,6,34.74716827960202,4.747168279602025,21011A02-,JACQUET (RUE DE),Koekelberg,21004A002,BOURSE,Bruxelles
35294,713632,287555,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,390.0,6,30.0,419.0,6,59.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
35277,713269,287103,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,390.0,6,30.0,419.0,6,59.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
4734,212868,649554,,1,H,W,21011A11-,4.313963310011239,50.86525004855964,21003A41-,4.288930242395478,50.86851444311731,1.7944372448599015,390.0,6,30.0,394.5428791009112,6,34.54287910091114,4.542879100911144,21011A11-,LEPREUX,Koekelberg,21003A41-,MONNET,Berchem Sainte-Agathe
33413,177153,652313,,1,H,W,21011A30-,4.329734991477233,50.86518122930186,21017A09-,4.430835349123091,50.78688864905858,11.23816542904577,391.0,6,31.0,419.4510517191033,6,59.45105171910325,28.45105171910322,21011A30-,ARCHERS - FOUREZ,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
39457,462369,14858,3.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A11-,4.313963310011239,50.86525004855964,11.975007925651177,391.0,6,31.0,421.0,7,1.0,30.31647576114222,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A11-,LEPREUX,Koekelberg
27803,463047,15716,3.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A01-,4.333667064913547,50.85957213018118,10.581878693285722,391.0,6,31.0,418.0,6,58.0,26.78956631211576,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A01-,SAINTE-ANNE,Koekelberg
176,373128,655126,2.0,1,H,W,21011A20-,4.323197646345974,50.86290796209145,21011A01-,4.333667064913547,50.85957213018118,0.8233822009801569,391.0,6,31.0,393.0,6,33.0,2.084511901215587,21011A20-,PLATEAU,Koekelberg,21011A01-,SAINTE-ANNE,Koekelberg
34874,712629,286306,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,391.0,6,31.0,420.0,7,0.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
5536,340138,655056,3.0,1,H,W,21011A20-,4.323197646345974,50.86290796209145,21004E73-,4.345718996437867,50.87235086530541,1.8980686315220887,391.0,6,31.0,396.0,6,36.0,4.805237041828073,21011A20-,PLATEAU,Koekelberg,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,Bruxelles
9075,224970,665244,,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21004E130,4.340513193851792,50.88853102487528,3.256738075996799,391.0,6,31.0,399.24490652151087,6,39.24490652151087,8.244906521510883,21011A01-,SAINTE-ANNE,Koekelberg,21004E130,SACRE-COEUR,Bruxelles
36835,279117,654994,5.0,1,H,W,21011A20-,4.323197646345974,50.86290796209145,21017A09-,4.430835349123091,50.78688864905858,11.344410050156116,391.0,6,31.0,420.0,7,0.0,28.720025443433205,21011A20-,PLATEAU,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
10492,112848,661715,,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21001A051,4.301530342034462,50.83564801965738,3.489273797999996,391.0,6,31.0,399.8336045518987,6,39.8336045518987,8.833604551898723,21011A01-,SAINTE-ANNE,Koekelberg,21001A051,LINDE-EST,Anderlecht
36413,713115,286915,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,391.0,6,31.0,420.0,7,0.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
4612,173049,670713,6.0,1,H,W,21011A12-,4.31042420112006,50.86581800235184,21011A01-,4.333667064913547,50.85957213018118,1.7735250901762736,391.0,6,31.0,395.0,6,35.0,4.489936937155123,21011A12-,BASILIQUE,Koekelberg,21011A01-,SAINTE-ANNE,Koekelberg
31885,48938,668772,6.0,1,H,W,21011A00-,4.33019790496617,50.86086999769315,21017A09-,4.430835349123091,50.78688864905858,10.849785379497265,391.0,6,31.0,418.0,6,58.0,27.467811087334848,21011A00-,VANHUFFEL,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
35147,462483,14996,3.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,391.0,6,31.0,420.0,7,0.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
18910,144510,1015225,,1,H,W,21016A85-,4.348420912775545,50.80864244072482,21011A20-,4.323197646345974,50.862907962091455,6.290634653109528,391.0,6,31.0,406.9256573496444,6,46.92565734964438,15.925657349644377,21016A85-,BRUGMANN,Uccle,21011A20-,PLATEAU,Koekelberg
33909,141408,653215,,1,H,W,21011A30-,4.329734991477233,50.86518122930186,21017A09-,4.430835349123091,50.78688864905858,11.23816542904577,391.0,6,31.0,419.4510517191033,6,59.45105171910325,28.45105171910322,21011A30-,ARCHERS - FOUREZ,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
23196,172289,659103,6.0,1,H,W,21011A10-,4.316091034492043,50.86358573899808,21004F970,4.404623787180345,50.90505180137587,7.737577939208654,391.0,6,31.0,411.0,6,51.0,19.588804909389,21011A10-,PAIX (AVENUE DE LA),Koekelberg,21004F970,MARLY-NORD,Bruxelles
15329,174152,651798,6.0,1,H,W,21011A30-,4.329734991477233,50.86518122930187,21013A052,4.356712214346141,50.82909261553433,4.438777762436823,391.0,6,31.0,402.0,6,42.0,11.237412056802084,21011A30-,ARCHERS - FOUREZ,Koekelberg,21013A052,FAIDER (RUE),Saint-Gilles
38149,319111,660106,5.0,1,H,W,21011A10-,4.316091034492043,50.86358573899808,21017A09-,4.430835349123091,50.78688864905858,11.737865021345522,391.0,6,31.0,421.0,7,1.0,29.71611397808993,21011A10-,PAIX (AVENUE DE LA),Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
3301,176709,686646,6.0,1,H,W,21012A172,4.324627260532734,50.85113963077935,21011A30-,4.329734991477233,50.86518122930187,1.602489785186992,391.0,6,31.0,395.0,6,35.0,4.05693616503036,21012A172,GARE OUEST,Molenbeek Saint-Jean,21011A30-,ARCHERS - FOUREZ,Koekelberg
22152,87535,1194637,6.0,1,H,W,21019A34-,4.41276076949583,50.82880759735826,21011A20-,4.323197646345974,50.86290796209145,7.345249517878395,391.0,6,31.0,410.0,6,50.0,18.59556839969214,21019A34-,EUROPE (QUARTIER DE L'),Woluwe Saint-Pierre,21011A20-,PLATEAU,Koekelberg
15895,202387,993757,6.0,1,H,W,21015A20-,4.389160883519207,50.87276879311256,21011A02-,4.328660488569909,50.85777410263506,4.563004162219845,391.0,6,31.0,403.0,6,43.0,11.551909271442646,21015A20-,HELMET,Schaerbeek,21011A02-,JACQUET (RUE DE),Koekelberg
29588,35301,661116,,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21017A09-,4.430835349123091,50.78688864905858,10.581878693285724,391.0,6,31.0,417.78956631211577,6,57.78956631211577,26.78956631211576,21011A01-,SAINTE-ANNE,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
25430,16928,666539,6.0,1,H,W,21011A02-,4.328660488569909,50.85777410263506,21002A01-,4.437307355381097,50.81583908209863,8.944435925598057,391.0,6,31.0,414.0,6,54.0,22.64414158379255,21011A02-,JACQUET (RUE DE),Koekelberg,21002A01-,SAINTE-ANNE,Auderghem
34839,712638,286318,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,391.0,6,31.0,420.0,7,0.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
15491,6845,194623,,1,H,W,21004B411,4.374028619679276,50.84682125173487,21011A10-,4.316091034492043,50.86358573899808,4.47522388221434,391.0,6,31.0,402.3296807144667,6,42.32968071446669,11.329680714466685,21004B411,DEUX EGLISES (RUE DES),Bruxelles,21011A10-,PAIX (AVENUE DE LA),Koekelberg
9107,224955,663350,,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21004E130,4.340513193851792,50.88853102487528,3.256738075996799,391.0,6,31.0,399.24490652151087,6,39.24490652151087,8.244906521510883,21011A01-,SAINTE-ANNE,Koekelberg,21004E130,SACRE-COEUR,Bruxelles
27293,712073,285593,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A01-,4.333667064913547,50.85957213018118,10.581878693285722,391.0,6,31.0,418.0,6,58.0,26.78956631211576,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A01-,SAINTE-ANNE,Koekelberg
21535,172675,649367,6.0,1,H,W,21011A11-,4.313963310011239,50.86525004855964,21005A14-,4.403554302445611,50.83526318077318,7.120975651765834,391.0,6,31.0,409.0,6,49.0,18.027786460166663,21011A11-,LEPREUX,Koekelberg,21005A14-,ARMEE (AVENUE DE L'),Etterbeek
36868,107212,15207,,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,391.0,6,31.0,419.7200254434332,6,59.7200254434332,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
23728,14384,672055,,1,H,W,21011A12-,4.31042420112006,50.86581800235184,21004G3NJ,4.421492079100972,50.88123069309096,7.982108860500867,391.0,6,31.0,411.2078705329136,6,51.2078705329136,20.20787053291359,21011A12-,BASILIQUE,Koekelberg,21004G3NJ,HAREN-SUD,Bruxelles
19689,237327,1148223,6.0,1,H,W,21018A62-,4.413763628966205,50.84838540853222,21011A20-,4.323197646345974,50.86290796209145,6.56120303901945,391.0,6,31.0,408.0,6,48.0,16.610640605112533,21018A62-,HEYDENBERG-OUEST,Woluwe Saint-Lambert,21011A20-,PLATEAU,Koekelberg
4726,113487,659875,,1,H,W,21011A10-,4.316091034492043,50.86358573899808,21010A00-,4.325915270796025,50.87845275101242,1.7916813524058282,391.0,6,31.0,395.5359021579894,6,35.535902157989426,4.535902157989439,21011A10-,PAIX (AVENUE DE LA),Koekelberg,21010A00-,CENTRE,Jette
20470,112701,668673,,1,H,W,21011A00-,4.3301979049661705,50.86086999769315,21001C522,4.269191834403509,50.81358349129732,6.784413603408289,391.0,6,31.0,408.17573064154,6,48.17573064153999,17.175730641539975,21011A00-,VANHUFFEL,Koekelberg,21001C522,HOPITAL U.L.B.,Anderlecht
29880,294435,666971,5.0,1,H,W,21011A02-,4.328660488569909,50.85777410263506,21017A09-,4.430835349123091,50.78688864905858,10.663578463083644,391.0,6,31.0,418.0,6,58.0,26.99640117236365,21011A02-,JACQUET (RUE DE),Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
35435,713169,286982,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,391.0,6,31.0,420.0,7,0.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
32902,262619,653303,5.0,1,H,W,21011A30-,4.329734991477233,50.86518122930187,21017A09-,4.430835349123091,50.78688864905858,11.23816542904577,391.0,6,31.0,419.0,6,59.0,28.45105171910322,21011A30-,ARCHERS - FOUREZ,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
39572,173048,649806,,1,H,W,21011A11-,4.313963310011239,50.86525004855964,21017A09-,4.430835349123091,50.78688864905858,11.975007925651177,391.0,6,31.0,421.3164757611422,7,1.3164757611422149,30.31647576114222,21011A11-,LEPREUX,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
18856,171444,668981,6.0,1,H,W,21011A00-,4.33019790496617,50.86086999769315,21019A52-,4.411594072818602,50.83754649488851,6.277321480226152,391.0,6,31.0,407.0,6,47.0,15.891953114496587,21011A00-,VANHUFFEL,Koekelberg,21019A52-,DUC (RUE),Woluwe Saint-Pierre
29582,35283,663958,,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21017A09-,4.430835349123091,50.78688864905858,10.581878693285724,391.0,6,31.0,417.78956631211577,6,57.78956631211577,26.78956631211576,21011A01-,SAINTE-ANNE,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
37430,712150,285698,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A10-,4.316091034492043,50.86358573899808,11.737865021345522,391.0,6,31.0,421.0,7,1.0,29.71611397808993,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A10-,PAIX (AVENUE DE LA),Koekelberg
30529,463228,15959,3.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A02-,4.328660488569909,50.85777410263506,10.663578463083644,391.0,6,31.0,418.0,6,58.0,26.99640117236365,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A02-,JACQUET (RUE DE),Koekelberg
39147,712333,285925,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A11-,4.313963310011239,50.86525004855964,11.975007925651177,391.0,6,31.0,421.0,7,1.0,30.31647576114222,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A11-,LEPREUX,Koekelberg
36348,713657,287589,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,391.0,6,31.0,420.0,7,0.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
27656,712095,285621,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A01-,4.333667064913547,50.85957213018118,10.581878693285722,391.0,6,31.0,418.0,6,58.0,26.78956631211576,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A01-,SAINTE-ANNE,Koekelberg
7649,78206,661852,6.0,1,H,W,21011A01-,4.333667064913547,50.85957213018118,21004A15-,4.351706542507236,50.83485079681829,3.0275677641236887,391.0,6,31.0,399.0,6,39.0,7.664728516768832,21011A01-,SAINTE-ANNE,Koekelberg,21004A15-,JACOBS (PLACE),Bruxelles
10661,373196,652552,2.0,1,H,W,21011A30-,4.329734991477233,50.86518122930187,21012A41-,4.287931043387761,50.84767124695933,3.522668376847213,391.0,6,31.0,400.0,6,40.0,8.918147789486616,21011A30-,ARCHERS - FOUREZ,Koekelberg,21012A41-,MOORTEBEEK,Molenbeek Saint-Jean
30539,191568,666046,,1,H,W,21011A02-,4.328660488569909,50.85777410263506,21017A09-,4.430835349123091,50.78688864905858,10.663578463083644,391.0,6,31.0,417.9964011723637,6,57.99640117236368,26.99640117236366,21011A02-,JACQUET (RUE DE),Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
37246,49160,660437,6.0,1,H,W,21011A10-,4.316091034492043,50.86358573899808,21017A09-,4.430835349123091,50.78688864905858,11.737865021345522,391.0,6,31.0,421.0,7,1.0,29.71611397808993,21011A10-,PAIX (AVENUE DE LA),Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
35707,181756,287581,,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,391.0,6,31.0,419.7200254434332,6,59.7200254434332,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
34380,178005,656535,,1,H,W,21011A20-,4.323197646345974,50.862907962091455,21017A09-,4.430835349123091,50.78688864905858,11.344410050156114,391.0,6,31.0,419.7200254434332,6,59.7200254434332,28.7200254434332,21011A20-,PLATEAU,Koekelberg,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort
13097,171928,666492,6.0,1,H,W,21011A02-,4.328660488569909,50.85777410263506,21001B3MJ,4.311635252958053,50.82354484381987,3.990699348339653,391.0,6,31.0,401.0,6,41.0,10.103036324910514,21011A02-,JACQUET (RUE DE),Koekelberg,21001B3MJ,PETITE ILE - RIVE DROITE,Anderlecht
35190,462488,15001,3.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A20-,4.323197646345974,50.86290796209145,11.344410050156116,391.0,6,31.0,420.0,7,0.0,28.720025443433205,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A20-,PLATEAU,Koekelberg
39486,514653,34103,6.0,1,H,W,21017A09-,4.430835349123091,50.78688864905858,21011A11-,4.313963310011239,50.86525004855964,11.975007925651177,391.0,6,31.0,421.0,7,1.0,30.31647576114222,21017A09-,FORET DE SOIGNES,Watermael-Boitsfort,21011A11-,LEPREUX,Koekelberg
