,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code_x,Commune_x,Code_y,Name,Commune_y,WorkID,WorkType
5863,21004A13-,PETIT SABLON,299576,18,1,female,parent,166054,3,single,21004A13-,Bruxelles,21004A13-,PETIT SABLON,Bruxelles,6,Worker
5864,21004A13-,PETIT SABLON,299577,18,1,female,parent,166055,3,single,21004A13-,Bruxelles,21004A13-,PETIT SABLON,Bruxelles,6,Worker
5869,21004A13-,PETIT SABLON,299815,18,0,male,parent,166287,3,single,21004A13-,Bruxelles,21004A13-,PETIT SABLON,Bruxelles,6,Worker
5870,21004A13-,PETIT SABLON,299816,18,0,male,parent,166288,3,single,21004A13-,Bruxelles,21004A13-,PETIT SABLON,Bruxelles,6,Worker
5878,21004E70-,MARIE-CHRISTINE (RUE),303784,18,0,male,parent,167726,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5881,21004E70-,MARIE-CHRISTINE (RUE),303870,18,0,male,parent,167751,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5885,21004E70-,MARIE-CHRISTINE (RUE),303950,18,0,male,parent,167775,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5890,21004E70-,MARIE-CHRISTINE (RUE),304048,18,0,male,parent,167804,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5892,21004E70-,MARIE-CHRISTINE (RUE),304074,18,0,male,parent,167810,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5894,21004E70-,MARIE-CHRISTINE (RUE),304083,18,0,male,parent,167812,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5907,21004E70-,MARIE-CHRISTINE (RUE),304207,18,0,male,parent,167852,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5911,21004E70-,MARIE-CHRISTINE (RUE),304231,18,1,female,parent,167862,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5912,21004E70-,MARIE-CHRISTINE (RUE),304236,18,1,female,parent,167863,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5913,21004E70-,MARIE-CHRISTINE (RUE),304237,18,0,male,parent,167863,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5914,21004E70-,MARIE-CHRISTINE (RUE),304241,18,1,female,parent,167864,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5915,21004E70-,MARIE-CHRISTINE (RUE),304244,18,1,female,parent,167865,2,couple_no_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5916,21004E70-,MARIE-CHRISTINE (RUE),304246,18,1,female,parent,167866,3,single,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5917,21004E70-,MARIE-CHRISTINE (RUE),304247,18,1,female,parent,167867,3,single,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5918,21004E70-,MARIE-CHRISTINE (RUE),304248,18,1,female,parent,167868,3,single,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5919,21004E70-,MARIE-CHRISTINE (RUE),304260,18,0,male,parent,167872,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5920,21004E70-,MARIE-CHRISTINE (RUE),304263,18,0,male,parent,167873,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5927,21004E70-,MARIE-CHRISTINE (RUE),304816,18,0,male,parent,168413,3,single,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5928,21004E70-,MARIE-CHRISTINE (RUE),304817,18,0,male,parent,168414,3,single,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5929,21004E70-,MARIE-CHRISTINE (RUE),304818,18,0,male,parent,168415,3,single,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5930,21004E70-,MARIE-CHRISTINE (RUE),304819,18,0,male,parent,168416,3,single,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5931,21004E70-,MARIE-CHRISTINE (RUE),304820,18,0,male,parent,168417,3,single,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5932,21004E70-,MARIE-CHRISTINE (RUE),304821,18,0,male,parent,168418,3,single,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5933,21004E70-,MARIE-CHRISTINE (RUE),304822,18,0,male,parent,168419,3,single,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5934,21004E70-,MARIE-CHRISTINE (RUE),304985,18,1,female,parent,168469,5,colloc,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5935,21004E70-,MARIE-CHRISTINE (RUE),304986,18,1,female,parent,168469,5,colloc,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5938,21004E70-,MARIE-CHRISTINE (RUE),300231,18,0,male,child,166564,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5939,21004E70-,MARIE-CHRISTINE (RUE),300344,18,1,female,child,166609,4,single_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5943,21004E70-,MARIE-CHRISTINE (RUE),300449,18,1,female,child,166653,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5949,21004E70-,MARIE-CHRISTINE (RUE),300591,18,0,male,child,166696,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5953,21004E70-,MARIE-CHRISTINE (RUE),301003,18,1,female,child,166834,4,single_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5955,21004E70-,MARIE-CHRISTINE (RUE),301295,18,0,male,child,166930,4,single_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5958,21004E70-,MARIE-CHRISTINE (RUE),301412,18,1,female,child,166965,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5960,21004E70-,MARIE-CHRISTINE (RUE),301503,18,1,female,child,166994,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5966,21004E70-,MARIE-CHRISTINE (RUE),301844,18,0,male,child,167098,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5967,21004E70-,MARIE-CHRISTINE (RUE),301881,18,1,female,child,167114,4,single_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5969,21004E70-,MARIE-CHRISTINE (RUE),301982,18,0,male,child,167147,4,single_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5973,21004E70-,MARIE-CHRISTINE (RUE),302203,18,1,female,child,167217,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5977,21004E70-,MARIE-CHRISTINE (RUE),302407,18,0,male,child,167283,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5980,21004E70-,MARIE-CHRISTINE (RUE),302468,18,0,male,child,167305,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5984,21004E70-,MARIE-CHRISTINE (RUE),302625,18,1,female,child,167351,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5988,21004E70-,MARIE-CHRISTINE (RUE),302877,18,0,male,child,167440,1,couple_with_child,21004E70-,Bruxelles,21004E70-,MARIE-CHRISTINE (RUE),Bruxelles,6,Worker
5993,21004E74-,EM. DELVA (RUE),311600,18,0,male,parent,171272,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6002,21004E74-,EM. DELVA (RUE),312000,18,0,male,parent,171400,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6003,21004E74-,EM. DELVA (RUE),312007,18,0,male,parent,171402,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6005,21004E74-,EM. DELVA (RUE),312051,18,0,male,parent,171413,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6006,21004E74-,EM. DELVA (RUE),312068,18,0,male,parent,171417,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6009,21004E74-,EM. DELVA (RUE),312166,18,0,male,parent,171451,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6011,21004E74-,EM. DELVA (RUE),312193,18,0,male,parent,171457,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6017,21004E74-,EM. DELVA (RUE),312300,18,0,male,parent,171492,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6022,21004E74-,EM. DELVA (RUE),312330,18,0,male,parent,171500,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6025,21004E74-,EM. DELVA (RUE),312341,18,0,male,parent,171503,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6045,21004E74-,EM. DELVA (RUE),312451,18,1,female,parent,171550,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6046,21004E74-,EM. DELVA (RUE),312455,18,1,female,parent,171551,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6047,21004E74-,EM. DELVA (RUE),312463,18,1,female,parent,171553,2,couple_no_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6050,21004E74-,EM. DELVA (RUE),312469,18,1,female,parent,171556,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6051,21004E74-,EM. DELVA (RUE),312470,18,1,female,parent,171557,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6052,21004E74-,EM. DELVA (RUE),312471,18,1,female,parent,171558,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6053,21004E74-,EM. DELVA (RUE),312473,18,1,female,parent,171560,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6054,21004E74-,EM. DELVA (RUE),312474,18,1,female,parent,171561,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6055,21004E74-,EM. DELVA (RUE),312475,18,1,female,parent,171562,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6056,21004E74-,EM. DELVA (RUE),312476,18,1,female,parent,171563,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6058,21004E74-,EM. DELVA (RUE),312539,18,0,male,parent,171587,2,couple_no_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6072,21004E74-,EM. DELVA (RUE),313345,18,0,male,parent,172393,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6073,21004E74-,EM. DELVA (RUE),313347,18,0,male,parent,172395,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6074,21004E74-,EM. DELVA (RUE),313348,18,0,male,parent,172396,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6075,21004E74-,EM. DELVA (RUE),313349,18,0,male,parent,172397,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6076,21004E74-,EM. DELVA (RUE),313350,18,0,male,parent,172398,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6077,21004E74-,EM. DELVA (RUE),313351,18,0,male,parent,172399,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6078,21004E74-,EM. DELVA (RUE),313352,18,0,male,parent,172400,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6079,21004E74-,EM. DELVA (RUE),313353,18,0,male,parent,172401,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6080,21004E74-,EM. DELVA (RUE),313354,18,0,male,parent,172402,3,single,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6083,21004E74-,EM. DELVA (RUE),313789,18,0,male,parent,172501,5,colloc,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6085,21004E74-,EM. DELVA (RUE),306674,18,1,female,child,169604,4,single_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6088,21004E74-,EM. DELVA (RUE),306783,18,1,female,child,169632,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6091,21004E74-,EM. DELVA (RUE),306899,18,1,female,child,169673,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6100,21004E74-,EM. DELVA (RUE),307651,18,1,female,child,169921,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6102,21004E74-,EM. DELVA (RUE),307737,18,0,male,child,169957,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6104,21004E74-,EM. DELVA (RUE),307874,18,0,male,child,170004,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6105,21004E74-,EM. DELVA (RUE),307914,18,1,female,child,170014,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6110,21004E74-,EM. DELVA (RUE),308196,18,0,male,child,170112,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6121,21004E74-,EM. DELVA (RUE),308636,18,1,female,child,170264,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6122,21004E74-,EM. DELVA (RUE),308654,18,1,female,child,170269,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6125,21004E74-,EM. DELVA (RUE),308717,18,0,male,child,170298,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6130,21004E74-,EM. DELVA (RUE),308931,18,0,male,child,170366,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6133,21004E74-,EM. DELVA (RUE),309115,18,1,female,child,170439,4,single_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6134,21004E74-,EM. DELVA (RUE),309121,18,1,female,child,170441,4,single_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6139,21004E74-,EM. DELVA (RUE),309328,18,1,female,child,170507,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6142,21004E74-,EM. DELVA (RUE),309453,18,0,male,child,170550,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6143,21004E74-,EM. DELVA (RUE),309559,18,1,female,child,170589,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6144,21004E74-,EM. DELVA (RUE),309609,18,1,female,child,170601,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6146,21004E74-,EM. DELVA (RUE),309685,18,1,female,child,170633,4,single_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6156,21004E74-,EM. DELVA (RUE),310056,18,1,female,child,170753,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6157,21004E74-,EM. DELVA (RUE),310061,18,1,female,child,170754,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6160,21004E74-,EM. DELVA (RUE),310275,18,0,male,child,170834,1,couple_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6161,21004E74-,EM. DELVA (RUE),313424,18,0,male,child,172427,4,single_with_child,21004E74-,Bruxelles,21004E74-,EM. DELVA (RUE),Bruxelles,6,Worker
6190,21004E201,AVENUE JEAN DE BOLOGNE,319289,18,1,female,parent,175197,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6191,21004E201,AVENUE JEAN DE BOLOGNE,319293,18,1,female,parent,175199,2,couple_no_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6192,21004E201,AVENUE JEAN DE BOLOGNE,319295,18,1,female,parent,175200,2,couple_no_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6193,21004E201,AVENUE JEAN DE BOLOGNE,319297,18,1,female,parent,175201,2,couple_no_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6194,21004E201,AVENUE JEAN DE BOLOGNE,319299,18,1,female,parent,175202,2,couple_no_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6195,21004E201,AVENUE JEAN DE BOLOGNE,319301,18,1,female,parent,175203,3,single,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6196,21004E201,AVENUE JEAN DE BOLOGNE,319302,18,1,female,parent,175204,3,single,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6197,21004E201,AVENUE JEAN DE BOLOGNE,319303,18,1,female,parent,175205,3,single,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6198,21004E201,AVENUE JEAN DE BOLOGNE,319304,18,1,female,parent,175206,3,single,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6205,21004E201,AVENUE JEAN DE BOLOGNE,319798,18,0,male,parent,175688,3,single,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6206,21004E201,AVENUE JEAN DE BOLOGNE,319799,18,0,male,parent,175689,3,single,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6207,21004E201,AVENUE JEAN DE BOLOGNE,319800,18,0,male,parent,175690,3,single,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6208,21004E201,AVENUE JEAN DE BOLOGNE,319801,18,0,male,parent,175691,3,single,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6209,21004E201,AVENUE JEAN DE BOLOGNE,315205,18,0,male,child,173638,4,single_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6210,21004E201,AVENUE JEAN DE BOLOGNE,315213,18,0,male,child,173640,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6211,21004E201,AVENUE JEAN DE BOLOGNE,315242,18,1,female,child,173654,4,single_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6212,21004E201,AVENUE JEAN DE BOLOGNE,315406,18,1,female,child,173743,4,single_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6214,21004E201,AVENUE JEAN DE BOLOGNE,315494,18,0,male,child,173791,4,single_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6217,21004E201,AVENUE JEAN DE BOLOGNE,315588,18,0,male,child,173827,4,single_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6220,21004E201,AVENUE JEAN DE BOLOGNE,315697,18,1,female,child,173869,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6221,21004E201,AVENUE JEAN DE BOLOGNE,315727,18,1,female,child,173875,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6223,21004E201,AVENUE JEAN DE BOLOGNE,315807,18,0,male,child,173907,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6225,21004E201,AVENUE JEAN DE BOLOGNE,315881,18,0,male,child,173939,4,single_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6228,21004E201,AVENUE JEAN DE BOLOGNE,316169,18,1,female,child,174049,4,single_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6230,21004E201,AVENUE JEAN DE BOLOGNE,316294,18,0,male,child,174093,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6232,21004E201,AVENUE JEAN DE BOLOGNE,316619,18,0,male,child,174212,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6233,21004E201,AVENUE JEAN DE BOLOGNE,316816,18,0,male,child,174288,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6234,21004E201,AVENUE JEAN DE BOLOGNE,316843,18,1,female,child,174307,4,single_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6235,21004E201,AVENUE JEAN DE BOLOGNE,316844,18,0,male,child,174307,4,single_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6242,21004E201,AVENUE JEAN DE BOLOGNE,317011,18,0,male,child,174362,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6244,21004E201,AVENUE JEAN DE BOLOGNE,317057,18,0,male,child,174387,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6245,21004E201,AVENUE JEAN DE BOLOGNE,317099,18,0,male,child,174399,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6249,21004E201,AVENUE JEAN DE BOLOGNE,317348,18,0,male,child,174501,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6250,21004E201,AVENUE JEAN DE BOLOGNE,317373,18,0,male,child,174507,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6252,21004E201,AVENUE JEAN DE BOLOGNE,317440,18,0,male,child,174535,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6255,21004E201,AVENUE JEAN DE BOLOGNE,317466,18,1,female,child,174541,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6259,21004E201,AVENUE JEAN DE BOLOGNE,317670,18,0,male,child,174619,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6262,21004E201,AVENUE JEAN DE BOLOGNE,317833,18,1,female,child,174685,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6263,21004E201,AVENUE JEAN DE BOLOGNE,317903,18,0,male,child,174715,4,single_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6264,21004E201,AVENUE JEAN DE BOLOGNE,317941,18,0,male,child,174726,1,couple_with_child,21004E201,Bruxelles,21004E201,AVENUE JEAN DE BOLOGNE,Bruxelles,6,Worker
6266,21004E83-,STIENON (AVENUE),323745,18,0,male,parent,177490,1,couple_with_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,6,Worker
6268,21004E83-,STIENON (AVENUE),323806,18,0,male,parent,177510,1,couple_with_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,6,Worker
6271,21004E83-,STIENON (AVENUE),323954,18,0,male,parent,177556,1,couple_with_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,6,Worker
6274,21004E83-,STIENON (AVENUE),323972,18,0,male,parent,177561,2,couple_no_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,6,Worker
6279,21004E83-,STIENON (AVENUE),324070,18,0,male,parent,177593,1,couple_with_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,6,Worker
6283,21004E83-,STIENON (AVENUE),324102,18,0,male,parent,177600,1,couple_with_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,6,Worker
6286,21004E83-,STIENON (AVENUE),324131,18,0,male,parent,177612,1,couple_with_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,6,Worker
6289,21004E83-,STIENON (AVENUE),324161,18,1,female,parent,177624,1,couple_with_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,6,Worker
6290,21004E83-,STIENON (AVENUE),324167,18,0,male,parent,177625,2,couple_no_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,6,Worker
6291,21004E83-,STIENON (AVENUE),324170,18,1,female,parent,177627,2,couple_no_child,21004E83-,Bruxelles,21004E83-,STIENON (AVENUE),Bruxelles,6,Worker
