,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code,Commune
198003,21004C65-,VIVIER D'OIE,198082,20,1,female,parent,105127,6,collectif,21004C65-,Bruxelles
198004,21004C65-,VIVIER D'OIE,198083,19,1,female,parent,105128,6,collectif,21004C65-,Bruxelles
198039,21004C65-,VIVIER D'OIE,198119,18,0,male,parent,105164,6,collectif,21004C65-,Bruxelles
198997,21004G310,HAREN-SUD-OUEST,199077,20,1,female,parent,105532,6,collectif,21004G310,Bruxelles
198998,21004G310,HAREN-SUD-OUEST,199078,20,1,female,parent,105533,6,collectif,21004G310,Bruxelles
198999,21004G310,HAREN-SUD-OUEST,199079,20,1,female,parent,105534,6,collectif,21004G310,Bruxelles
199000,21004G310,HAREN-SUD-OUEST,199080,19,1,female,parent,105535,6,collectif,21004G310,Bruxelles
199001,21004G310,HAREN-SUD-OUEST,199081,19,1,female,parent,105536,6,collectif,21004G310,Bruxelles
199002,21004G310,HAREN-SUD-OUEST,199082,18,1,female,parent,105537,6,collectif,21004G310,Bruxelles
199003,21004G310,HAREN-SUD-OUEST,199083,18,1,female,parent,105538,6,collectif,21004G310,Bruxelles
199004,21004G310,HAREN-SUD-OUEST,199084,18,1,female,parent,105539,6,collectif,21004G310,Bruxelles
199129,21004G310,HAREN-SUD-OUEST,199209,20,0,male,parent,105664,6,collectif,21004G310,Bruxelles
199130,21004G310,HAREN-SUD-OUEST,199210,20,0,male,parent,105665,6,collectif,21004G310,Bruxelles
199131,21004G310,HAREN-SUD-OUEST,199211,20,0,male,parent,105666,6,collectif,21004G310,Bruxelles
199132,21004G310,HAREN-SUD-OUEST,199212,18,0,male,parent,105667,6,collectif,21004G310,Bruxelles
199133,21004G310,HAREN-SUD-OUEST,199213,18,0,male,parent,105668,6,collectif,21004G310,Bruxelles
199804,21004F94-,VAL MARIA,199884,20,1,female,parent,105991,6,collectif,21004F94-,Bruxelles
199805,21004F94-,VAL MARIA,199885,20,1,female,parent,105992,6,collectif,21004F94-,Bruxelles
199806,21004F94-,VAL MARIA,199886,20,1,female,parent,105993,6,collectif,21004F94-,Bruxelles
199807,21004F94-,VAL MARIA,199887,19,1,female,parent,105994,6,collectif,21004F94-,Bruxelles
199808,21004F94-,VAL MARIA,199888,19,1,female,parent,105995,6,collectif,21004F94-,Bruxelles
199809,21004F94-,VAL MARIA,199889,19,1,female,parent,105996,6,collectif,21004F94-,Bruxelles
199810,21004F94-,VAL MARIA,199890,19,1,female,parent,105997,6,collectif,21004F94-,Bruxelles
199811,21004F94-,VAL MARIA,199891,19,1,female,parent,105998,6,collectif,21004F94-,Bruxelles
199812,21004F94-,VAL MARIA,199892,19,1,female,parent,105999,6,collectif,21004F94-,Bruxelles
199813,21004F94-,VAL MARIA,199893,19,1,female,parent,106000,6,collectif,21004F94-,Bruxelles
199814,21004F94-,VAL MARIA,199894,19,1,female,parent,106001,6,collectif,21004F94-,Bruxelles
199815,21004F94-,VAL MARIA,199895,18,1,female,parent,106002,6,collectif,21004F94-,Bruxelles
199816,21004F94-,VAL MARIA,199896,18,1,female,parent,106003,6,collectif,21004F94-,Bruxelles
199817,21004F94-,VAL MARIA,199897,18,1,female,parent,106004,6,collectif,21004F94-,Bruxelles
199818,21004F94-,VAL MARIA,199898,18,1,female,parent,106005,6,collectif,21004F94-,Bruxelles
199819,21004F94-,VAL MARIA,199899,18,1,female,parent,106006,6,collectif,21004F94-,Bruxelles
199820,21004F94-,VAL MARIA,199900,18,1,female,parent,106007,6,collectif,21004F94-,Bruxelles
199821,21004F94-,VAL MARIA,199901,18,1,female,parent,106008,6,collectif,21004F94-,Bruxelles
199822,21004F94-,VAL MARIA,199902,18,1,female,parent,106009,6,collectif,21004F94-,Bruxelles
199966,21004F94-,VAL MARIA,200047,20,0,male,parent,106154,6,collectif,21004F94-,Bruxelles
199967,21004F94-,VAL MARIA,200048,20,0,male,parent,106155,6,collectif,21004F94-,Bruxelles
199968,21004F94-,VAL MARIA,200049,20,0,male,parent,106156,6,collectif,21004F94-,Bruxelles
199969,21004F94-,VAL MARIA,200050,19,0,male,parent,106157,6,collectif,21004F94-,Bruxelles
199970,21004F94-,VAL MARIA,200051,19,0,male,parent,106158,6,collectif,21004F94-,Bruxelles
199971,21004F94-,VAL MARIA,200052,19,0,male,parent,106159,6,collectif,21004F94-,Bruxelles
199972,21004F94-,VAL MARIA,200053,19,0,male,parent,106160,6,collectif,21004F94-,Bruxelles
199973,21004F94-,VAL MARIA,200054,19,0,male,parent,106161,6,collectif,21004F94-,Bruxelles
199974,21004F94-,VAL MARIA,200055,19,0,male,parent,106162,6,collectif,21004F94-,Bruxelles
199975,21004F94-,VAL MARIA,200056,19,0,male,parent,106163,6,collectif,21004F94-,Bruxelles
199976,21004F94-,VAL MARIA,200057,18,0,male,parent,106164,6,collectif,21004F94-,Bruxelles
199977,21004F94-,VAL MARIA,200058,18,0,male,parent,106165,6,collectif,21004F94-,Bruxelles
199978,21004F94-,VAL MARIA,200059,18,0,male,parent,106166,6,collectif,21004F94-,Bruxelles
199979,21004F94-,VAL MARIA,200060,18,0,male,parent,106167,6,collectif,21004F94-,Bruxelles
199980,21004F94-,VAL MARIA,200061,18,0,male,parent,106168,6,collectif,21004F94-,Bruxelles
199981,21004F94-,VAL MARIA,200062,18,0,male,parent,106169,6,collectif,21004F94-,Bruxelles
199982,21004F94-,VAL MARIA,200063,18,0,male,parent,106170,6,collectif,21004F94-,Bruxelles
205332,21004G30-,SAINTE-ELISABETH,205415,19,1,female,parent,108541,6,collectif,21004G30-,Bruxelles
205333,21004G30-,SAINTE-ELISABETH,205416,18,1,female,parent,108542,6,collectif,21004G30-,Bruxelles
205334,21004G30-,SAINTE-ELISABETH,205417,18,1,female,parent,108543,6,collectif,21004G30-,Bruxelles
205335,21004G30-,SAINTE-ELISABETH,205418,18,1,female,parent,108544,6,collectif,21004G30-,Bruxelles
205336,21004G30-,SAINTE-ELISABETH,205419,18,1,female,parent,108545,6,collectif,21004G30-,Bruxelles
205337,21004G30-,SAINTE-ELISABETH,205420,18,1,female,parent,108546,6,collectif,21004G30-,Bruxelles
205338,21004G30-,SAINTE-ELISABETH,205421,18,1,female,parent,108547,6,collectif,21004G30-,Bruxelles
205570,21004G30-,SAINTE-ELISABETH,205656,18,0,male,parent,108782,6,collectif,21004G30-,Bruxelles
205571,21004G30-,SAINTE-ELISABETH,205657,18,0,male,parent,108783,6,collectif,21004G30-,Bruxelles
205572,21004G30-,SAINTE-ELISABETH,205658,18,0,male,parent,108784,6,collectif,21004G30-,Bruxelles
207526,21004F930,COIN DES CERISES,207613,18,1,female,parent,109801,6,collectif,21004F930,Bruxelles
207527,21004F930,COIN DES CERISES,207614,18,1,female,parent,109802,6,collectif,21004F930,Bruxelles
207528,21004F930,COIN DES CERISES,207615,18,1,female,parent,109803,6,collectif,21004F930,Bruxelles
207529,21004F930,COIN DES CERISES,207616,18,1,female,parent,109804,6,collectif,21004F930,Bruxelles
207530,21004F930,COIN DES CERISES,207617,18,1,female,parent,109805,6,collectif,21004F930,Bruxelles
207531,21004F930,COIN DES CERISES,207618,18,1,female,parent,109806,6,collectif,21004F930,Bruxelles
207691,21004F930,COIN DES CERISES,207778,20,0,male,parent,109966,6,collectif,21004F930,Bruxelles
207692,21004F930,COIN DES CERISES,207779,20,0,male,parent,109967,6,collectif,21004F930,Bruxelles
207693,21004F930,COIN DES CERISES,207780,20,0,male,parent,109968,6,collectif,21004F930,Bruxelles
207694,21004F930,COIN DES CERISES,207781,20,0,male,parent,109969,6,collectif,21004F930,Bruxelles
207695,21004F930,COIN DES CERISES,207782,20,0,male,parent,109970,6,collectif,21004F930,Bruxelles
207696,21004F930,COIN DES CERISES,207783,20,0,male,parent,109971,6,collectif,21004F930,Bruxelles
207697,21004F930,COIN DES CERISES,207784,20,0,male,parent,109972,6,collectif,21004F930,Bruxelles
207698,21004F930,COIN DES CERISES,207785,19,0,male,parent,109973,6,collectif,21004F930,Bruxelles
207699,21004F930,COIN DES CERISES,207786,19,0,male,parent,109974,6,collectif,21004F930,Bruxelles
207700,21004F930,COIN DES CERISES,207787,19,0,male,parent,109975,6,collectif,21004F930,Bruxelles
207701,21004F930,COIN DES CERISES,207788,19,0,male,parent,109976,6,collectif,21004F930,Bruxelles
207702,21004F930,COIN DES CERISES,207789,19,0,male,parent,109977,6,collectif,21004F930,Bruxelles
207703,21004F930,COIN DES CERISES,207790,19,0,male,parent,109978,6,collectif,21004F930,Bruxelles
207704,21004F930,COIN DES CERISES,207791,18,0,male,parent,109979,6,collectif,21004F930,Bruxelles
229586,21004A83-,E. JACQMAIN (BOULEVARD)-OUEST,229680,19,1,female,parent,123391,6,collectif,21004A83-,Bruxelles
229587,21004A83-,E. JACQMAIN (BOULEVARD)-OUEST,229681,19,1,female,parent,123392,6,collectif,21004A83-,Bruxelles
233296,21004G3MJ,DOBBELENBERG (RUE DE),233390,19,1,female,parent,125254,6,collectif,21004G3MJ,Bruxelles
233297,21004G3MJ,DOBBELENBERG (RUE DE),233391,19,1,female,parent,125255,6,collectif,21004G3MJ,Bruxelles
233298,21004G3MJ,DOBBELENBERG (RUE DE),233392,19,1,female,parent,125256,6,collectif,21004G3MJ,Bruxelles
233299,21004G3MJ,DOBBELENBERG (RUE DE),233393,18,1,female,parent,125257,6,collectif,21004G3MJ,Bruxelles
233300,21004G3MJ,DOBBELENBERG (RUE DE),233394,18,1,female,parent,125258,6,collectif,21004G3MJ,Bruxelles
233301,21004G3MJ,DOBBELENBERG (RUE DE),233395,18,1,female,parent,125259,6,collectif,21004G3MJ,Bruxelles
240513,21004C642,AVENUE FRANKLIN ROOSEVELT,240610,18,1,female,parent,128857,6,collectif,21004C642,Bruxelles
241494,21004C61-,U.L.B.,241591,20,1,female,parent,129475,6,collectif,21004C61-,Bruxelles
241495,21004C61-,U.L.B.,241592,20,1,female,parent,129476,6,collectif,21004C61-,Bruxelles
241496,21004C61-,U.L.B.,241593,20,1,female,parent,129477,6,collectif,21004C61-,Bruxelles
255202,21004A70-,BLAES (RUE)-SUD,255302,19,1,female,parent,137343,6,collectif,21004A70-,Bruxelles
255203,21004A70-,BLAES (RUE)-SUD,255303,19,1,female,parent,137344,6,collectif,21004A70-,Bruxelles
255204,21004A70-,BLAES (RUE)-SUD,255304,19,1,female,parent,137345,6,collectif,21004A70-,Bruxelles
255205,21004A70-,BLAES (RUE)-SUD,255305,18,1,female,parent,137346,6,collectif,21004A70-,Bruxelles
261311,21004A23-,NOUVEAU MARCHE AU GRAIN,261414,18,0,male,parent,141421,6,collectif,21004A23-,Bruxelles
261312,21004A23-,NOUVEAU MARCHE AU GRAIN,261415,18,0,male,parent,141422,6,collectif,21004A23-,Bruxelles
261313,21004A23-,NOUVEAU MARCHE AU GRAIN,261416,18,0,male,parent,141423,6,collectif,21004A23-,Bruxelles
261314,21004A23-,NOUVEAU MARCHE AU GRAIN,261417,18,0,male,parent,141424,6,collectif,21004A23-,Bruxelles
272241,21004A15-,JACOBS (PLACE),272354,19,1,female,parent,148650,6,collectif,21004A15-,Bruxelles
272242,21004A15-,JACOBS (PLACE),272355,18,1,female,parent,148651,6,collectif,21004A15-,Bruxelles
273404,21004A04-,NOTRE-DAME DE LA CHAPELLE,273517,19,1,female,parent,149319,6,collectif,21004A04-,Bruxelles
273405,21004A04-,NOTRE-DAME DE LA CHAPELLE,273518,19,1,female,parent,149320,6,collectif,21004A04-,Bruxelles
273406,21004A04-,NOTRE-DAME DE LA CHAPELLE,273519,19,1,female,parent,149321,6,collectif,21004A04-,Bruxelles
273502,21004A04-,NOTRE-DAME DE LA CHAPELLE,273617,19,0,male,parent,149419,6,collectif,21004A04-,Bruxelles
281974,21004A001,GRAND-PLACE,282090,20,1,female,parent,155215,6,collectif,21004A001,Bruxelles
291403,21004C53-,LOUISE (AVENUE)-SUD-OUEST,291520,20,1,female,parent,161523,6,collectif,21004C53-,Bruxelles
305193,21004E70-,MARIE-CHRISTINE (RUE),305313,19,1,female,parent,168622,6,collectif,21004E70-,Bruxelles
305194,21004E70-,MARIE-CHRISTINE (RUE),305314,19,1,female,parent,168623,6,collectif,21004E70-,Bruxelles
305195,21004E70-,MARIE-CHRISTINE (RUE),305315,18,1,female,parent,168624,6,collectif,21004E70-,Bruxelles
305516,21004E70-,MARIE-CHRISTINE (RUE),305640,19,0,male,parent,168949,6,collectif,21004E70-,Bruxelles
305517,21004E70-,MARIE-CHRISTINE (RUE),305641,19,0,male,parent,168950,6,collectif,21004E70-,Bruxelles
314196,21004E74-,EM. DELVA (RUE),314323,18,0,male,parent,172966,6,collectif,21004E74-,Bruxelles
314197,21004E74-,EM. DELVA (RUE),314324,18,0,male,parent,172967,6,collectif,21004E74-,Bruxelles
314198,21004E74-,EM. DELVA (RUE),314325,18,0,male,parent,172968,6,collectif,21004E74-,Bruxelles
314199,21004E74-,EM. DELVA (RUE),314326,18,0,male,parent,172969,6,collectif,21004E74-,Bruxelles
314200,21004E74-,EM. DELVA (RUE),314327,18,0,male,parent,172970,6,collectif,21004E74-,Bruxelles
314201,21004E74-,EM. DELVA (RUE),314328,18,0,male,parent,172971,6,collectif,21004E74-,Bruxelles
334429,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,334559,19,1,female,parent,182782,6,collectif,21004E73-,Bruxelles
334430,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,334560,19,1,female,parent,182783,6,collectif,21004E73-,Bruxelles
334431,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,334561,18,1,female,parent,182784,6,collectif,21004E73-,Bruxelles
334432,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,334562,18,1,female,parent,182785,6,collectif,21004E73-,Bruxelles
340683,21004E72-,MAISON ROUGE (PLACE)-SUD,340814,19,1,female,parent,185670,6,collectif,21004E72-,Bruxelles
340684,21004E72-,MAISON ROUGE (PLACE)-SUD,340815,19,1,female,parent,185671,6,collectif,21004E72-,Bruxelles
340685,21004E72-,MAISON ROUGE (PLACE)-SUD,340816,19,1,female,parent,185672,6,collectif,21004E72-,Bruxelles
342157,21004D64-,MASUI (PLACE)-NORD,342293,18,1,female,parent,186561,6,collectif,21004D64-,Bruxelles
342158,21004D64-,MASUI (PLACE)-NORD,342294,18,1,female,parent,186562,6,collectif,21004D64-,Bruxelles
342159,21004D64-,MASUI (PLACE)-NORD,342295,18,1,female,parent,186563,6,collectif,21004D64-,Bruxelles
342160,21004D64-,MASUI (PLACE)-NORD,342296,18,1,female,parent,186564,6,collectif,21004D64-,Bruxelles
342220,21004D64-,MASUI (PLACE)-NORD,342356,18,0,male,parent,186624,6,collectif,21004D64-,Bruxelles
342599,21004E112,RUE DES CHRYSANTHEMES,342735,20,1,female,parent,186818,6,collectif,21004E112,Bruxelles
342600,21004E112,RUE DES CHRYSANTHEMES,342736,20,1,female,parent,186819,6,collectif,21004E112,Bruxelles
342601,21004E112,RUE DES CHRYSANTHEMES,342737,19,1,female,parent,186820,6,collectif,21004E112,Bruxelles
342602,21004E112,RUE DES CHRYSANTHEMES,342738,19,1,female,parent,186821,6,collectif,21004E112,Bruxelles
342603,21004E112,RUE DES CHRYSANTHEMES,342739,18,1,female,parent,186822,6,collectif,21004E112,Bruxelles
347299,21004E211,RUE DE WAND,347436,18,1,female,parent,189176,6,collectif,21004E211,Bruxelles
347415,21004E211,RUE DE WAND,347552,19,0,male,parent,189292,6,collectif,21004E211,Bruxelles
347416,21004E211,RUE DE WAND,347553,19,0,male,parent,189293,6,collectif,21004E211,Bruxelles
347417,21004E211,RUE DE WAND,347554,19,0,male,parent,189294,6,collectif,21004E211,Bruxelles
347418,21004E211,RUE DE WAND,347555,18,0,male,parent,189295,6,collectif,21004E211,Bruxelles
347419,21004E211,RUE DE WAND,347556,18,0,male,parent,189296,6,collectif,21004E211,Bruxelles
347420,21004E211,RUE DE WAND,347557,18,0,male,parent,189297,6,collectif,21004E211,Bruxelles
347421,21004E211,RUE DE WAND,347558,18,0,male,parent,189298,6,collectif,21004E211,Bruxelles
347422,21004E211,RUE DE WAND,347559,18,0,male,parent,189299,6,collectif,21004E211,Bruxelles
359327,21004E101,PARVIS NOTRE DAME,359474,19,1,female,parent,195549,6,collectif,21004E101,Bruxelles
359328,21004E101,PARVIS NOTRE DAME,359475,18,1,female,parent,195550,6,collectif,21004E101,Bruxelles
359329,21004E101,PARVIS NOTRE DAME,359476,18,1,female,parent,195551,6,collectif,21004E101,Bruxelles
366663,21004E14-,ECOLE DES CADETS,366813,19,0,male,parent,199600,6,collectif,21004E14-,Bruxelles
366664,21004E14-,ECOLE DES CADETS,366814,19,0,male,parent,199601,6,collectif,21004E14-,Bruxelles
369253,21004F522,AVENUE DE VERSAILLES,369403,19,1,female,parent,200935,6,collectif,21004F522,Bruxelles
379369,21004D600,PARVIS SAINT-ROCH,379528,20,0,male,parent,206685,6,collectif,21004D600,Bruxelles
379370,21004D600,PARVIS SAINT-ROCH,379529,20,0,male,parent,206686,6,collectif,21004D600,Bruxelles
379371,21004D600,PARVIS SAINT-ROCH,379530,20,0,male,parent,206687,6,collectif,21004D600,Bruxelles
379372,21004D600,PARVIS SAINT-ROCH,379531,20,0,male,parent,206688,6,collectif,21004D600,Bruxelles
379373,21004D600,PARVIS SAINT-ROCH,379532,19,0,male,parent,206689,6,collectif,21004D600,Bruxelles
379374,21004D600,PARVIS SAINT-ROCH,379533,18,0,male,parent,206690,6,collectif,21004D600,Bruxelles
379375,21004D600,PARVIS SAINT-ROCH,379534,18,0,male,parent,206691,6,collectif,21004D600,Bruxelles
379376,21004D600,PARVIS SAINT-ROCH,379535,18,0,male,parent,206692,6,collectif,21004D600,Bruxelles
436658,21006A12-,GERMINAL I,436826,19,1,female,parent,239837,6,collectif,21006A12-,Evere
436659,21006A12-,GERMINAL I,436827,19,1,female,parent,239838,6,collectif,21006A12-,Evere
436660,21006A12-,GERMINAL I,436828,19,1,female,parent,239839,6,collectif,21006A12-,Evere
436661,21006A12-,GERMINAL I,436829,19,1,female,parent,239840,6,collectif,21006A12-,Evere
436662,21006A12-,GERMINAL I,436830,19,1,female,parent,239841,6,collectif,21006A12-,Evere
436663,21006A12-,GERMINAL I,436831,19,1,female,parent,239842,6,collectif,21006A12-,Evere
436664,21006A12-,GERMINAL I,436832,18,1,female,parent,239843,6,collectif,21006A12-,Evere
436665,21006A12-,GERMINAL I,436833,18,1,female,parent,239844,6,collectif,21006A12-,Evere
436666,21006A12-,GERMINAL I,436834,18,1,female,parent,239845,6,collectif,21006A12-,Evere
436667,21006A12-,GERMINAL I,436835,18,1,female,parent,239846,6,collectif,21006A12-,Evere
436668,21006A12-,GERMINAL I,436836,18,1,female,parent,239847,6,collectif,21006A12-,Evere
436669,21006A12-,GERMINAL I,436837,18,1,female,parent,239848,6,collectif,21006A12-,Evere
436670,21006A12-,GERMINAL I,436838,18,1,female,parent,239849,6,collectif,21006A12-,Evere
437604,21006A11-,OASIS - PROVENCE - LANGUEDOC,437772,20,1,female,parent,240401,6,collectif,21006A11-,Evere
437605,21006A11-,OASIS - PROVENCE - LANGUEDOC,437773,20,1,female,parent,240402,6,collectif,21006A11-,Evere
437606,21006A11-,OASIS - PROVENCE - LANGUEDOC,437774,20,1,female,parent,240403,6,collectif,21006A11-,Evere
437607,21006A11-,OASIS - PROVENCE - LANGUEDOC,437775,20,1,female,parent,240404,6,collectif,21006A11-,Evere
437608,21006A11-,OASIS - PROVENCE - LANGUEDOC,437776,20,1,female,parent,240405,6,collectif,21006A11-,Evere
437713,21006A11-,OASIS - PROVENCE - LANGUEDOC,437881,18,0,male,parent,240510,6,collectif,21006A11-,Evere
441445,21006A02-,IEDER ZIJN HUIS - STROOBANTS,441617,19,1,female,parent,242588,6,collectif,21006A02-,Evere
441468,21006A02-,IEDER ZIJN HUIS - STROOBANTS,441640,19,0,male,parent,242611,6,collectif,21006A02-,Evere
442776,21006A094,BON PASTEUR,442949,19,1,female,parent,243356,6,collectif,21006A094,Evere
443975,21006A515,CARLI,444148,19,0,male,parent,243971,6,collectif,21006A515,Evere
443976,21006A515,CARLI,444149,19,0,male,parent,243972,6,collectif,21006A515,Evere
443977,21006A515,CARLI,444150,19,0,male,parent,243973,6,collectif,21006A515,Evere
444482,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444655,20,1,female,parent,244227,6,collectif,21006A24-,Evere
444483,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444656,19,1,female,parent,244228,6,collectif,21006A24-,Evere
444484,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444657,19,1,female,parent,244229,6,collectif,21006A24-,Evere
444485,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444658,18,1,female,parent,244230,6,collectif,21006A24-,Evere
444486,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444659,18,1,female,parent,244231,6,collectif,21006A24-,Evere
444487,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444660,18,1,female,parent,244232,6,collectif,21006A24-,Evere
444488,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444661,18,1,female,parent,244233,6,collectif,21006A24-,Evere
444549,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444722,20,0,male,parent,244294,6,collectif,21006A24-,Evere
444550,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444723,20,0,male,parent,244295,6,collectif,21006A24-,Evere
444551,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444724,20,0,male,parent,244296,6,collectif,21006A24-,Evere
444552,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444725,19,0,male,parent,244297,6,collectif,21006A24-,Evere
444553,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444726,18,0,male,parent,244298,6,collectif,21006A24-,Evere
444554,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444727,18,0,male,parent,244299,6,collectif,21006A24-,Evere
444555,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444728,18,0,male,parent,244300,6,collectif,21006A24-,Evere
451745,21006A21-,HOME FAMILIAL BRABANT,451918,20,1,female,parent,248017,6,collectif,21006A21-,Evere
451746,21006A21-,HOME FAMILIAL BRABANT,451919,20,1,female,parent,248018,6,collectif,21006A21-,Evere
451747,21006A21-,HOME FAMILIAL BRABANT,451920,20,1,female,parent,248019,6,collectif,21006A21-,Evere
451748,21006A21-,HOME FAMILIAL BRABANT,451921,20,1,female,parent,248020,6,collectif,21006A21-,Evere
451749,21006A21-,HOME FAMILIAL BRABANT,451922,20,1,female,parent,248021,6,collectif,21006A21-,Evere
451859,21006A21-,HOME FAMILIAL BRABANT,452032,18,0,male,parent,248131,6,collectif,21006A21-,Evere
451860,21006A21-,HOME FAMILIAL BRABANT,452033,18,0,male,parent,248132,6,collectif,21006A21-,Evere
451861,21006A21-,HOME FAMILIAL BRABANT,452034,18,0,male,parent,248133,6,collectif,21006A21-,Evere
463670,21006A001,VIEIL EVERE,463844,18,1,female,parent,254265,6,collectif,21006A001,Evere
463671,21006A001,VIEIL EVERE,463845,18,1,female,parent,254266,6,collectif,21006A001,Evere
463672,21006A001,VIEIL EVERE,463846,18,1,female,parent,254267,6,collectif,21006A001,Evere
467905,21006A171,ANCIEN COMBATTANTS (AVENUE),468080,20,1,female,parent,256612,6,collectif,21006A171,Evere
467906,21006A171,ANCIEN COMBATTANTS (AVENUE),468081,19,1,female,parent,256613,6,collectif,21006A171,Evere
469207,21006A25-,GIBET,469385,20,0,male,parent,257451,6,collectif,21006A25-,Evere
469208,21006A25-,GIBET,469386,20,0,male,parent,257452,6,collectif,21006A25-,Evere
480969,21006A323,GERMINAL II,481148,20,1,female,parent,263325,6,collectif,21006A323,Evere
480970,21006A323,GERMINAL II,481149,19,1,female,parent,263326,6,collectif,21006A323,Evere
480971,21006A323,GERMINAL II,481150,19,1,female,parent,263327,6,collectif,21006A323,Evere
480972,21006A323,GERMINAL II,481151,19,1,female,parent,263328,6,collectif,21006A323,Evere
480973,21006A323,GERMINAL II,481152,19,1,female,parent,263329,6,collectif,21006A323,Evere
480974,21006A323,GERMINAL II,481153,18,1,female,parent,263330,6,collectif,21006A323,Evere
480975,21006A323,GERMINAL II,481154,18,1,female,parent,263331,6,collectif,21006A323,Evere
480976,21006A323,GERMINAL II,481155,18,1,female,parent,263332,6,collectif,21006A323,Evere
480977,21006A323,GERMINAL II,481156,18,1,female,parent,263333,6,collectif,21006A323,Evere
480978,21006A323,GERMINAL II,481157,18,1,female,parent,263334,6,collectif,21006A323,Evere
481081,21006A323,GERMINAL II,481260,20,0,male,parent,263437,6,collectif,21006A323,Evere
481082,21006A323,GERMINAL II,481261,20,0,male,parent,263438,6,collectif,21006A323,Evere
481083,21006A323,GERMINAL II,481262,19,0,male,parent,263439,6,collectif,21006A323,Evere
481084,21006A323,GERMINAL II,481263,19,0,male,parent,263440,6,collectif,21006A323,Evere
481085,21006A323,GERMINAL II,481264,18,0,male,parent,263441,6,collectif,21006A323,Evere
481086,21006A323,GERMINAL II,481265,18,0,male,parent,263442,6,collectif,21006A323,Evere
482257,21007A03-,FOYER FORESTOIS - FAMILLE,482437,19,1,female,parent,263976,6,collectif,21007A03-,Forest
482258,21007A03-,FOYER FORESTOIS - FAMILLE,482438,19,1,female,parent,263977,6,collectif,21007A03-,Forest
482259,21007A03-,FOYER FORESTOIS - FAMILLE,482439,18,1,female,parent,263978,6,collectif,21007A03-,Forest
482260,21007A03-,FOYER FORESTOIS - FAMILLE,482440,18,1,female,parent,263979,6,collectif,21007A03-,Forest
482300,21007A03-,FOYER FORESTOIS - FAMILLE,482480,19,0,male,parent,264019,6,collectif,21007A03-,Forest
482301,21007A03-,FOYER FORESTOIS - FAMILLE,482481,19,0,male,parent,264020,6,collectif,21007A03-,Forest
482302,21007A03-,FOYER FORESTOIS - FAMILLE,482482,19,0,male,parent,264021,6,collectif,21007A03-,Forest
488450,21007A111,MESSIDOR I,488635,20,1,female,parent,267541,6,collectif,21007A111,Forest
488451,21007A111,MESSIDOR I,488636,19,1,female,parent,267542,6,collectif,21007A111,Forest
488452,21007A111,MESSIDOR I,488637,19,1,female,parent,267543,6,collectif,21007A111,Forest
488453,21007A111,MESSIDOR I,488638,18,1,female,parent,267544,6,collectif,21007A111,Forest
488454,21007A111,MESSIDOR I,488639,18,1,female,parent,267545,6,collectif,21007A111,Forest
488455,21007A111,MESSIDOR I,488640,18,1,female,parent,267546,6,collectif,21007A111,Forest
488456,21007A111,MESSIDOR I,488641,18,1,female,parent,267547,6,collectif,21007A111,Forest
488909,21007A41-,PONT DE LUTTRE-OUEST,489094,20,1,female,parent,267823,6,collectif,21007A41-,Forest
488910,21007A41-,PONT DE LUTTRE-OUEST,489095,20,1,female,parent,267824,6,collectif,21007A41-,Forest
488911,21007A41-,PONT DE LUTTRE-OUEST,489096,20,1,female,parent,267825,6,collectif,21007A41-,Forest
488912,21007A41-,PONT DE LUTTRE-OUEST,489097,19,1,female,parent,267826,6,collectif,21007A41-,Forest
488913,21007A41-,PONT DE LUTTRE-OUEST,489098,19,1,female,parent,267827,6,collectif,21007A41-,Forest
488914,21007A41-,PONT DE LUTTRE-OUEST,489099,18,1,female,parent,267828,6,collectif,21007A41-,Forest
489019,21007A41-,PONT DE LUTTRE-OUEST,489205,20,0,male,parent,267934,6,collectif,21007A41-,Forest
489020,21007A41-,PONT DE LUTTRE-OUEST,489206,19,0,male,parent,267935,6,collectif,21007A41-,Forest
505516,21007A04-,FOYER FORESTOIS - MADELON,505708,18,0,male,parent,276600,6,collectif,21007A04-,Forest
505517,21007A04-,FOYER FORESTOIS - MADELON,505709,18,0,male,parent,276601,6,collectif,21007A04-,Forest
