,Unnamed: 0,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code,Commune
298410,298529,21004A21-,ANNEESSENS (PLACE),298529,66,0,male,parent,165252,6,collectif,21004A21-,Bruxelles
298411,298530,21004A21-,ANNEESSENS (PLACE),298530,66,0,male,parent,165253,6,collectif,21004A21-,Bruxelles
298415,298534,21004A21-,ANNEESSENS (PLACE),298534,66,0,male,parent,165257,6,collectif,21004A21-,Bruxelles
298417,298536,21004A21-,ANNEESSENS (PLACE),298536,65,0,male,parent,165259,6,collectif,21004A21-,Bruxelles
298418,298537,21004A21-,ANNEESSENS (PLACE),298537,65,0,male,parent,165260,6,collectif,21004A21-,Bruxelles
298419,298538,21004A21-,ANNEESSENS (PLACE),298538,65,0,male,parent,165261,6,collectif,21004A21-,Bruxelles
298420,298539,21004A21-,ANNEESSENS (PLACE),298539,65,0,male,parent,165262,6,collectif,21004A21-,Bruxelles
299742,299862,21004A13-,PETIT SABLON,299862,78,1,female,parent,166298,6,collectif,21004A13-,Bruxelles
299743,299863,21004A13-,PETIT SABLON,299863,77,1,female,parent,166299,6,collectif,21004A13-,Bruxelles
299746,299866,21004A13-,PETIT SABLON,299866,74,1,female,parent,166302,6,collectif,21004A13-,Bruxelles
299747,299867,21004A13-,PETIT SABLON,299867,72,1,female,parent,166303,6,collectif,21004A13-,Bruxelles
299748,299868,21004A13-,PETIT SABLON,299868,71,1,female,parent,166304,6,collectif,21004A13-,Bruxelles
299749,299869,21004A13-,PETIT SABLON,299869,69,1,female,parent,166305,6,collectif,21004A13-,Bruxelles
299751,299871,21004A13-,PETIT SABLON,299871,69,1,female,parent,166307,6,collectif,21004A13-,Bruxelles
299752,299872,21004A13-,PETIT SABLON,299872,68,1,female,parent,166308,6,collectif,21004A13-,Bruxelles
299755,299875,21004A13-,PETIT SABLON,299875,67,1,female,parent,166311,6,collectif,21004A13-,Bruxelles
299756,299876,21004A13-,PETIT SABLON,299876,67,1,female,parent,166312,6,collectif,21004A13-,Bruxelles
299757,299877,21004A13-,PETIT SABLON,299877,67,1,female,parent,166313,6,collectif,21004A13-,Bruxelles
299758,299878,21004A13-,PETIT SABLON,299878,66,1,female,parent,166314,6,collectif,21004A13-,Bruxelles
299759,299879,21004A13-,PETIT SABLON,299879,65,1,female,parent,166315,6,collectif,21004A13-,Bruxelles
299806,299926,21004A13-,PETIT SABLON,299926,77,0,male,parent,166362,6,collectif,21004A13-,Bruxelles
299807,299927,21004A13-,PETIT SABLON,299927,76,0,male,parent,166363,6,collectif,21004A13-,Bruxelles
299808,299928,21004A13-,PETIT SABLON,299928,75,0,male,parent,166364,6,collectif,21004A13-,Bruxelles
299810,299930,21004A13-,PETIT SABLON,299930,72,0,male,parent,166366,6,collectif,21004A13-,Bruxelles
299811,299931,21004A13-,PETIT SABLON,299931,71,0,male,parent,166367,6,collectif,21004A13-,Bruxelles
299813,299933,21004A13-,PETIT SABLON,299933,69,0,male,parent,166369,6,collectif,21004A13-,Bruxelles
299817,299937,21004A13-,PETIT SABLON,299937,67,0,male,parent,166373,6,collectif,21004A13-,Bruxelles
299819,299939,21004A13-,PETIT SABLON,299939,67,0,male,parent,166375,6,collectif,21004A13-,Bruxelles
299820,299940,21004A13-,PETIT SABLON,299940,67,0,male,parent,166376,6,collectif,21004A13-,Bruxelles
299821,299941,21004A13-,PETIT SABLON,299941,66,0,male,parent,166377,6,collectif,21004A13-,Bruxelles
299822,299942,21004A13-,PETIT SABLON,299942,66,0,male,parent,166378,6,collectif,21004A13-,Bruxelles
299824,299944,21004A13-,PETIT SABLON,299944,65,0,male,parent,166380,6,collectif,21004A13-,Bruxelles
305076,305196,21004E70-,MARIE-CHRISTINE (RUE),305196,84,1,female,parent,168505,6,collectif,21004E70-,Bruxelles
305077,305197,21004E70-,MARIE-CHRISTINE (RUE),305197,84,1,female,parent,168506,6,collectif,21004E70-,Bruxelles
305079,305199,21004E70-,MARIE-CHRISTINE (RUE),305199,83,1,female,parent,168508,6,collectif,21004E70-,Bruxelles
305080,305200,21004E70-,MARIE-CHRISTINE (RUE),305200,82,1,female,parent,168509,6,collectif,21004E70-,Bruxelles
305082,305202,21004E70-,MARIE-CHRISTINE (RUE),305202,81,1,female,parent,168511,6,collectif,21004E70-,Bruxelles
305083,305203,21004E70-,MARIE-CHRISTINE (RUE),305203,81,1,female,parent,168512,6,collectif,21004E70-,Bruxelles
305084,305204,21004E70-,MARIE-CHRISTINE (RUE),305204,80,1,female,parent,168513,6,collectif,21004E70-,Bruxelles
305085,305205,21004E70-,MARIE-CHRISTINE (RUE),305205,80,1,female,parent,168514,6,collectif,21004E70-,Bruxelles
305086,305206,21004E70-,MARIE-CHRISTINE (RUE),305206,79,1,female,parent,168515,6,collectif,21004E70-,Bruxelles
305087,305207,21004E70-,MARIE-CHRISTINE (RUE),305207,79,1,female,parent,168516,6,collectif,21004E70-,Bruxelles
305088,305208,21004E70-,MARIE-CHRISTINE (RUE),305208,79,1,female,parent,168517,6,collectif,21004E70-,Bruxelles
305089,305209,21004E70-,MARIE-CHRISTINE (RUE),305209,79,1,female,parent,168518,6,collectif,21004E70-,Bruxelles
305090,305210,21004E70-,MARIE-CHRISTINE (RUE),305210,79,1,female,parent,168519,6,collectif,21004E70-,Bruxelles
305091,305211,21004E70-,MARIE-CHRISTINE (RUE),305211,78,1,female,parent,168520,6,collectif,21004E70-,Bruxelles
305092,305212,21004E70-,MARIE-CHRISTINE (RUE),305212,78,1,female,parent,168521,6,collectif,21004E70-,Bruxelles
305093,305213,21004E70-,MARIE-CHRISTINE (RUE),305213,78,1,female,parent,168522,6,collectif,21004E70-,Bruxelles
305095,305215,21004E70-,MARIE-CHRISTINE (RUE),305215,78,1,female,parent,168524,6,collectif,21004E70-,Bruxelles
305096,305216,21004E70-,MARIE-CHRISTINE (RUE),305216,77,1,female,parent,168525,6,collectif,21004E70-,Bruxelles
305098,305218,21004E70-,MARIE-CHRISTINE (RUE),305218,77,1,female,parent,168527,6,collectif,21004E70-,Bruxelles
305100,305220,21004E70-,MARIE-CHRISTINE (RUE),305220,77,1,female,parent,168529,6,collectif,21004E70-,Bruxelles
305101,305221,21004E70-,MARIE-CHRISTINE (RUE),305221,76,1,female,parent,168530,6,collectif,21004E70-,Bruxelles
305104,305224,21004E70-,MARIE-CHRISTINE (RUE),305224,76,1,female,parent,168533,6,collectif,21004E70-,Bruxelles
305105,305225,21004E70-,MARIE-CHRISTINE (RUE),305225,76,1,female,parent,168534,6,collectif,21004E70-,Bruxelles
305107,305227,21004E70-,MARIE-CHRISTINE (RUE),305227,75,1,female,parent,168536,6,collectif,21004E70-,Bruxelles
305109,305229,21004E70-,MARIE-CHRISTINE (RUE),305229,75,1,female,parent,168538,6,collectif,21004E70-,Bruxelles
305113,305233,21004E70-,MARIE-CHRISTINE (RUE),305233,74,1,female,parent,168542,6,collectif,21004E70-,Bruxelles
305115,305235,21004E70-,MARIE-CHRISTINE (RUE),305235,74,1,female,parent,168544,6,collectif,21004E70-,Bruxelles
305118,305238,21004E70-,MARIE-CHRISTINE (RUE),305238,74,1,female,parent,168547,6,collectif,21004E70-,Bruxelles
305120,305240,21004E70-,MARIE-CHRISTINE (RUE),305240,73,1,female,parent,168549,6,collectif,21004E70-,Bruxelles
305123,305243,21004E70-,MARIE-CHRISTINE (RUE),305243,73,1,female,parent,168552,6,collectif,21004E70-,Bruxelles
305124,305244,21004E70-,MARIE-CHRISTINE (RUE),305244,73,1,female,parent,168553,6,collectif,21004E70-,Bruxelles
305126,305246,21004E70-,MARIE-CHRISTINE (RUE),305246,73,1,female,parent,168555,6,collectif,21004E70-,Bruxelles
305129,305249,21004E70-,MARIE-CHRISTINE (RUE),305249,72,1,female,parent,168558,6,collectif,21004E70-,Bruxelles
305130,305250,21004E70-,MARIE-CHRISTINE (RUE),305250,72,1,female,parent,168559,6,collectif,21004E70-,Bruxelles
305131,305251,21004E70-,MARIE-CHRISTINE (RUE),305251,72,1,female,parent,168560,6,collectif,21004E70-,Bruxelles
305132,305252,21004E70-,MARIE-CHRISTINE (RUE),305252,72,1,female,parent,168561,6,collectif,21004E70-,Bruxelles
305133,305253,21004E70-,MARIE-CHRISTINE (RUE),305253,72,1,female,parent,168562,6,collectif,21004E70-,Bruxelles
305136,305256,21004E70-,MARIE-CHRISTINE (RUE),305256,71,1,female,parent,168565,6,collectif,21004E70-,Bruxelles
305138,305258,21004E70-,MARIE-CHRISTINE (RUE),305258,71,1,female,parent,168567,6,collectif,21004E70-,Bruxelles
305139,305259,21004E70-,MARIE-CHRISTINE (RUE),305259,71,1,female,parent,168568,6,collectif,21004E70-,Bruxelles
305142,305262,21004E70-,MARIE-CHRISTINE (RUE),305262,69,1,female,parent,168571,6,collectif,21004E70-,Bruxelles
305143,305263,21004E70-,MARIE-CHRISTINE (RUE),305263,69,1,female,parent,168572,6,collectif,21004E70-,Bruxelles
305144,305264,21004E70-,MARIE-CHRISTINE (RUE),305264,68,1,female,parent,168573,6,collectif,21004E70-,Bruxelles
305146,305266,21004E70-,MARIE-CHRISTINE (RUE),305266,68,1,female,parent,168575,6,collectif,21004E70-,Bruxelles
305147,305267,21004E70-,MARIE-CHRISTINE (RUE),305267,67,1,female,parent,168576,6,collectif,21004E70-,Bruxelles
305149,305269,21004E70-,MARIE-CHRISTINE (RUE),305269,67,1,female,parent,168578,6,collectif,21004E70-,Bruxelles
305150,305270,21004E70-,MARIE-CHRISTINE (RUE),305270,66,1,female,parent,168579,6,collectif,21004E70-,Bruxelles
305152,305272,21004E70-,MARIE-CHRISTINE (RUE),305272,66,1,female,parent,168581,6,collectif,21004E70-,Bruxelles
305154,305274,21004E70-,MARIE-CHRISTINE (RUE),305274,66,1,female,parent,168583,6,collectif,21004E70-,Bruxelles
305155,305275,21004E70-,MARIE-CHRISTINE (RUE),305275,65,1,female,parent,168584,6,collectif,21004E70-,Bruxelles
305329,305453,21004E70-,MARIE-CHRISTINE (RUE),305453,85,0,male,parent,168762,6,collectif,21004E70-,Bruxelles
305330,305454,21004E70-,MARIE-CHRISTINE (RUE),305454,84,0,male,parent,168763,6,collectif,21004E70-,Bruxelles
305331,305455,21004E70-,MARIE-CHRISTINE (RUE),305455,84,0,male,parent,168764,6,collectif,21004E70-,Bruxelles
305334,305458,21004E70-,MARIE-CHRISTINE (RUE),305458,83,0,male,parent,168767,6,collectif,21004E70-,Bruxelles
305337,305461,21004E70-,MARIE-CHRISTINE (RUE),305461,82,0,male,parent,168770,6,collectif,21004E70-,Bruxelles
305340,305464,21004E70-,MARIE-CHRISTINE (RUE),305464,81,0,male,parent,168773,6,collectif,21004E70-,Bruxelles
305341,305465,21004E70-,MARIE-CHRISTINE (RUE),305465,81,0,male,parent,168774,6,collectif,21004E70-,Bruxelles
305342,305466,21004E70-,MARIE-CHRISTINE (RUE),305466,81,0,male,parent,168775,6,collectif,21004E70-,Bruxelles
305343,305467,21004E70-,MARIE-CHRISTINE (RUE),305467,80,0,male,parent,168776,6,collectif,21004E70-,Bruxelles
305344,305468,21004E70-,MARIE-CHRISTINE (RUE),305468,80,0,male,parent,168777,6,collectif,21004E70-,Bruxelles
305345,305469,21004E70-,MARIE-CHRISTINE (RUE),305469,80,0,male,parent,168778,6,collectif,21004E70-,Bruxelles
305346,305470,21004E70-,MARIE-CHRISTINE (RUE),305470,79,0,male,parent,168779,6,collectif,21004E70-,Bruxelles
305350,305474,21004E70-,MARIE-CHRISTINE (RUE),305474,77,0,male,parent,168783,6,collectif,21004E70-,Bruxelles
305351,305475,21004E70-,MARIE-CHRISTINE (RUE),305475,77,0,male,parent,168784,6,collectif,21004E70-,Bruxelles
305354,305478,21004E70-,MARIE-CHRISTINE (RUE),305478,77,0,male,parent,168787,6,collectif,21004E70-,Bruxelles
305355,305479,21004E70-,MARIE-CHRISTINE (RUE),305479,76,0,male,parent,168788,6,collectif,21004E70-,Bruxelles
305356,305480,21004E70-,MARIE-CHRISTINE (RUE),305480,76,0,male,parent,168789,6,collectif,21004E70-,Bruxelles
305357,305481,21004E70-,MARIE-CHRISTINE (RUE),305481,76,0,male,parent,168790,6,collectif,21004E70-,Bruxelles
305359,305483,21004E70-,MARIE-CHRISTINE (RUE),305483,75,0,male,parent,168792,6,collectif,21004E70-,Bruxelles
305360,305484,21004E70-,MARIE-CHRISTINE (RUE),305484,74,0,male,parent,168793,6,collectif,21004E70-,Bruxelles
305361,305485,21004E70-,MARIE-CHRISTINE (RUE),305485,74,0,male,parent,168794,6,collectif,21004E70-,Bruxelles
305362,305486,21004E70-,MARIE-CHRISTINE (RUE),305486,74,0,male,parent,168795,6,collectif,21004E70-,Bruxelles
305364,305488,21004E70-,MARIE-CHRISTINE (RUE),305488,74,0,male,parent,168797,6,collectif,21004E70-,Bruxelles
305366,305490,21004E70-,MARIE-CHRISTINE (RUE),305490,73,0,male,parent,168799,6,collectif,21004E70-,Bruxelles
305367,305491,21004E70-,MARIE-CHRISTINE (RUE),305491,73,0,male,parent,168800,6,collectif,21004E70-,Bruxelles
305369,305493,21004E70-,MARIE-CHRISTINE (RUE),305493,73,0,male,parent,168802,6,collectif,21004E70-,Bruxelles
305371,305495,21004E70-,MARIE-CHRISTINE (RUE),305495,72,0,male,parent,168804,6,collectif,21004E70-,Bruxelles
305372,305496,21004E70-,MARIE-CHRISTINE (RUE),305496,72,0,male,parent,168805,6,collectif,21004E70-,Bruxelles
305373,305497,21004E70-,MARIE-CHRISTINE (RUE),305497,72,0,male,parent,168806,6,collectif,21004E70-,Bruxelles
305374,305498,21004E70-,MARIE-CHRISTINE (RUE),305498,72,0,male,parent,168807,6,collectif,21004E70-,Bruxelles
305376,305500,21004E70-,MARIE-CHRISTINE (RUE),305500,71,0,male,parent,168809,6,collectif,21004E70-,Bruxelles
305377,305501,21004E70-,MARIE-CHRISTINE (RUE),305501,71,0,male,parent,168810,6,collectif,21004E70-,Bruxelles
305378,305502,21004E70-,MARIE-CHRISTINE (RUE),305502,71,0,male,parent,168811,6,collectif,21004E70-,Bruxelles
305379,305503,21004E70-,MARIE-CHRISTINE (RUE),305503,71,0,male,parent,168812,6,collectif,21004E70-,Bruxelles
305380,305504,21004E70-,MARIE-CHRISTINE (RUE),305504,68,0,male,parent,168813,6,collectif,21004E70-,Bruxelles
313747,313873,21004E74-,EM. DELVA (RUE),313873,84,1,female,parent,172516,6,collectif,21004E74-,Bruxelles
313750,313876,21004E74-,EM. DELVA (RUE),313876,83,1,female,parent,172519,6,collectif,21004E74-,Bruxelles
313751,313877,21004E74-,EM. DELVA (RUE),313877,83,1,female,parent,172520,6,collectif,21004E74-,Bruxelles
313754,313880,21004E74-,EM. DELVA (RUE),313880,82,1,female,parent,172523,6,collectif,21004E74-,Bruxelles
313755,313881,21004E74-,EM. DELVA (RUE),313881,82,1,female,parent,172524,6,collectif,21004E74-,Bruxelles
313756,313882,21004E74-,EM. DELVA (RUE),313882,81,1,female,parent,172525,6,collectif,21004E74-,Bruxelles
313757,313883,21004E74-,EM. DELVA (RUE),313883,81,1,female,parent,172526,6,collectif,21004E74-,Bruxelles
313758,313884,21004E74-,EM. DELVA (RUE),313884,81,1,female,parent,172527,6,collectif,21004E74-,Bruxelles
313759,313885,21004E74-,EM. DELVA (RUE),313885,80,1,female,parent,172528,6,collectif,21004E74-,Bruxelles
313764,313890,21004E74-,EM. DELVA (RUE),313890,79,1,female,parent,172533,6,collectif,21004E74-,Bruxelles
313767,313893,21004E74-,EM. DELVA (RUE),313893,78,1,female,parent,172536,6,collectif,21004E74-,Bruxelles
313768,313894,21004E74-,EM. DELVA (RUE),313894,78,1,female,parent,172537,6,collectif,21004E74-,Bruxelles
313769,313895,21004E74-,EM. DELVA (RUE),313895,78,1,female,parent,172538,6,collectif,21004E74-,Bruxelles
313772,313898,21004E74-,EM. DELVA (RUE),313898,77,1,female,parent,172541,6,collectif,21004E74-,Bruxelles
313775,313901,21004E74-,EM. DELVA (RUE),313901,77,1,female,parent,172544,6,collectif,21004E74-,Bruxelles
313776,313902,21004E74-,EM. DELVA (RUE),313902,77,1,female,parent,172545,6,collectif,21004E74-,Bruxelles
313780,313906,21004E74-,EM. DELVA (RUE),313906,76,1,female,parent,172549,6,collectif,21004E74-,Bruxelles
313781,313907,21004E74-,EM. DELVA (RUE),313907,76,1,female,parent,172550,6,collectif,21004E74-,Bruxelles
313782,313908,21004E74-,EM. DELVA (RUE),313908,75,1,female,parent,172551,6,collectif,21004E74-,Bruxelles
313783,313909,21004E74-,EM. DELVA (RUE),313909,75,1,female,parent,172552,6,collectif,21004E74-,Bruxelles
313784,313910,21004E74-,EM. DELVA (RUE),313910,75,1,female,parent,172553,6,collectif,21004E74-,Bruxelles
313786,313912,21004E74-,EM. DELVA (RUE),313912,74,1,female,parent,172555,6,collectif,21004E74-,Bruxelles
313788,313914,21004E74-,EM. DELVA (RUE),313914,74,1,female,parent,172557,6,collectif,21004E74-,Bruxelles
313789,313915,21004E74-,EM. DELVA (RUE),313915,74,1,female,parent,172558,6,collectif,21004E74-,Bruxelles
313790,313916,21004E74-,EM. DELVA (RUE),313916,74,1,female,parent,172559,6,collectif,21004E74-,Bruxelles
313791,313917,21004E74-,EM. DELVA (RUE),313917,74,1,female,parent,172560,6,collectif,21004E74-,Bruxelles
313793,313919,21004E74-,EM. DELVA (RUE),313919,74,1,female,parent,172562,6,collectif,21004E74-,Bruxelles
313794,313920,21004E74-,EM. DELVA (RUE),313920,73,1,female,parent,172563,6,collectif,21004E74-,Bruxelles
313796,313922,21004E74-,EM. DELVA (RUE),313922,73,1,female,parent,172565,6,collectif,21004E74-,Bruxelles
313799,313925,21004E74-,EM. DELVA (RUE),313925,73,1,female,parent,172568,6,collectif,21004E74-,Bruxelles
313802,313928,21004E74-,EM. DELVA (RUE),313928,72,1,female,parent,172571,6,collectif,21004E74-,Bruxelles
313804,313930,21004E74-,EM. DELVA (RUE),313930,72,1,female,parent,172573,6,collectif,21004E74-,Bruxelles
313805,313931,21004E74-,EM. DELVA (RUE),313931,72,1,female,parent,172574,6,collectif,21004E74-,Bruxelles
313807,313933,21004E74-,EM. DELVA (RUE),313933,71,1,female,parent,172576,6,collectif,21004E74-,Bruxelles
313808,313934,21004E74-,EM. DELVA (RUE),313934,71,1,female,parent,172577,6,collectif,21004E74-,Bruxelles
313809,313935,21004E74-,EM. DELVA (RUE),313935,71,1,female,parent,172578,6,collectif,21004E74-,Bruxelles
313811,313937,21004E74-,EM. DELVA (RUE),313937,71,1,female,parent,172580,6,collectif,21004E74-,Bruxelles
313812,313938,21004E74-,EM. DELVA (RUE),313938,69,1,female,parent,172581,6,collectif,21004E74-,Bruxelles
313815,313941,21004E74-,EM. DELVA (RUE),313941,68,1,female,parent,172584,6,collectif,21004E74-,Bruxelles
313816,313942,21004E74-,EM. DELVA (RUE),313942,68,1,female,parent,172585,6,collectif,21004E74-,Bruxelles
313817,313943,21004E74-,EM. DELVA (RUE),313943,67,1,female,parent,172586,6,collectif,21004E74-,Bruxelles
313819,313945,21004E74-,EM. DELVA (RUE),313945,66,1,female,parent,172588,6,collectif,21004E74-,Bruxelles
313820,313946,21004E74-,EM. DELVA (RUE),313946,66,1,female,parent,172589,6,collectif,21004E74-,Bruxelles
314057,314184,21004E74-,EM. DELVA (RUE),314184,79,0,male,parent,172827,6,collectif,21004E74-,Bruxelles
314059,314186,21004E74-,EM. DELVA (RUE),314186,78,0,male,parent,172829,6,collectif,21004E74-,Bruxelles
314060,314187,21004E74-,EM. DELVA (RUE),314187,78,0,male,parent,172830,6,collectif,21004E74-,Bruxelles
314061,314188,21004E74-,EM. DELVA (RUE),314188,78,0,male,parent,172831,6,collectif,21004E74-,Bruxelles
314062,314189,21004E74-,EM. DELVA (RUE),314189,77,0,male,parent,172832,6,collectif,21004E74-,Bruxelles
314064,314191,21004E74-,EM. DELVA (RUE),314191,77,0,male,parent,172834,6,collectif,21004E74-,Bruxelles
314068,314195,21004E74-,EM. DELVA (RUE),314195,74,0,male,parent,172838,6,collectif,21004E74-,Bruxelles
314069,314196,21004E74-,EM. DELVA (RUE),314196,74,0,male,parent,172839,6,collectif,21004E74-,Bruxelles
314073,314200,21004E74-,EM. DELVA (RUE),314200,73,0,male,parent,172843,6,collectif,21004E74-,Bruxelles
314076,314203,21004E74-,EM. DELVA (RUE),314203,73,0,male,parent,172846,6,collectif,21004E74-,Bruxelles
314080,314207,21004E74-,EM. DELVA (RUE),314207,72,0,male,parent,172850,6,collectif,21004E74-,Bruxelles
314081,314208,21004E74-,EM. DELVA (RUE),314208,72,0,male,parent,172851,6,collectif,21004E74-,Bruxelles
314082,314209,21004E74-,EM. DELVA (RUE),314209,71,0,male,parent,172852,6,collectif,21004E74-,Bruxelles
314085,314212,21004E74-,EM. DELVA (RUE),314212,71,0,male,parent,172855,6,collectif,21004E74-,Bruxelles
314087,314214,21004E74-,EM. DELVA (RUE),314214,68,0,male,parent,172857,6,collectif,21004E74-,Bruxelles
314088,314215,21004E74-,EM. DELVA (RUE),314215,68,0,male,parent,172858,6,collectif,21004E74-,Bruxelles
314090,314217,21004E74-,EM. DELVA (RUE),314217,68,0,male,parent,172860,6,collectif,21004E74-,Bruxelles
314091,314218,21004E74-,EM. DELVA (RUE),314218,67,0,male,parent,172861,6,collectif,21004E74-,Bruxelles
314093,314220,21004E74-,EM. DELVA (RUE),314220,67,0,male,parent,172863,6,collectif,21004E74-,Bruxelles
314095,314222,21004E74-,EM. DELVA (RUE),314222,66,0,male,parent,172865,6,collectif,21004E74-,Bruxelles
314096,314223,21004E74-,EM. DELVA (RUE),314223,66,0,male,parent,172866,6,collectif,21004E74-,Bruxelles
314100,314227,21004E74-,EM. DELVA (RUE),314227,66,0,male,parent,172870,6,collectif,21004E74-,Bruxelles
314102,314229,21004E74-,EM. DELVA (RUE),314229,65,0,male,parent,172872,6,collectif,21004E74-,Bruxelles
314103,314230,21004E74-,EM. DELVA (RUE),314230,65,0,male,parent,172873,6,collectif,21004E74-,Bruxelles
320088,320217,21004E201,AVENUE JEAN DE BOLOGNE,320217,89,1,female,parent,175792,6,collectif,21004E201,Bruxelles
320089,320218,21004E201,AVENUE JEAN DE BOLOGNE,320218,89,1,female,parent,175793,6,collectif,21004E201,Bruxelles
320090,320219,21004E201,AVENUE JEAN DE BOLOGNE,320219,88,1,female,parent,175794,6,collectif,21004E201,Bruxelles
320092,320221,21004E201,AVENUE JEAN DE BOLOGNE,320221,87,1,female,parent,175796,6,collectif,21004E201,Bruxelles
320093,320222,21004E201,AVENUE JEAN DE BOLOGNE,320222,87,1,female,parent,175797,6,collectif,21004E201,Bruxelles
320096,320225,21004E201,AVENUE JEAN DE BOLOGNE,320225,85,1,female,parent,175800,6,collectif,21004E201,Bruxelles
320098,320227,21004E201,AVENUE JEAN DE BOLOGNE,320227,84,1,female,parent,175802,6,collectif,21004E201,Bruxelles
320099,320228,21004E201,AVENUE JEAN DE BOLOGNE,320228,84,1,female,parent,175803,6,collectif,21004E201,Bruxelles
320100,320229,21004E201,AVENUE JEAN DE BOLOGNE,320229,84,1,female,parent,175804,6,collectif,21004E201,Bruxelles
320104,320233,21004E201,AVENUE JEAN DE BOLOGNE,320233,82,1,female,parent,175808,6,collectif,21004E201,Bruxelles
320106,320235,21004E201,AVENUE JEAN DE BOLOGNE,320235,82,1,female,parent,175810,6,collectif,21004E201,Bruxelles
320107,320236,21004E201,AVENUE JEAN DE BOLOGNE,320236,81,1,female,parent,175811,6,collectif,21004E201,Bruxelles
320108,320237,21004E201,AVENUE JEAN DE BOLOGNE,320237,81,1,female,parent,175812,6,collectif,21004E201,Bruxelles
320109,320238,21004E201,AVENUE JEAN DE BOLOGNE,320238,81,1,female,parent,175813,6,collectif,21004E201,Bruxelles
320110,320239,21004E201,AVENUE JEAN DE BOLOGNE,320239,80,1,female,parent,175814,6,collectif,21004E201,Bruxelles
320111,320240,21004E201,AVENUE JEAN DE BOLOGNE,320240,80,1,female,parent,175815,6,collectif,21004E201,Bruxelles
320112,320241,21004E201,AVENUE JEAN DE BOLOGNE,320241,80,1,female,parent,175816,6,collectif,21004E201,Bruxelles
320113,320242,21004E201,AVENUE JEAN DE BOLOGNE,320242,79,1,female,parent,175817,6,collectif,21004E201,Bruxelles
320117,320246,21004E201,AVENUE JEAN DE BOLOGNE,320246,79,1,female,parent,175821,6,collectif,21004E201,Bruxelles
320118,320247,21004E201,AVENUE JEAN DE BOLOGNE,320247,79,1,female,parent,175822,6,collectif,21004E201,Bruxelles
320119,320248,21004E201,AVENUE JEAN DE BOLOGNE,320248,79,1,female,parent,175823,6,collectif,21004E201,Bruxelles
320121,320250,21004E201,AVENUE JEAN DE BOLOGNE,320250,78,1,female,parent,175825,6,collectif,21004E201,Bruxelles
320122,320251,21004E201,AVENUE JEAN DE BOLOGNE,320251,78,1,female,parent,175826,6,collectif,21004E201,Bruxelles
320123,320252,21004E201,AVENUE JEAN DE BOLOGNE,320252,78,1,female,parent,175827,6,collectif,21004E201,Bruxelles
320124,320253,21004E201,AVENUE JEAN DE BOLOGNE,320253,78,1,female,parent,175828,6,collectif,21004E201,Bruxelles
320129,320258,21004E201,AVENUE JEAN DE BOLOGNE,320258,77,1,female,parent,175833,6,collectif,21004E201,Bruxelles
320130,320259,21004E201,AVENUE JEAN DE BOLOGNE,320259,77,1,female,parent,175834,6,collectif,21004E201,Bruxelles
320131,320260,21004E201,AVENUE JEAN DE BOLOGNE,320260,77,1,female,parent,175835,6,collectif,21004E201,Bruxelles
320132,320261,21004E201,AVENUE JEAN DE BOLOGNE,320261,77,1,female,parent,175836,6,collectif,21004E201,Bruxelles
320135,320264,21004E201,AVENUE JEAN DE BOLOGNE,320264,77,1,female,parent,175839,6,collectif,21004E201,Bruxelles
320136,320265,21004E201,AVENUE JEAN DE BOLOGNE,320265,77,1,female,parent,175840,6,collectif,21004E201,Bruxelles
320143,320272,21004E201,AVENUE JEAN DE BOLOGNE,320272,75,1,female,parent,175847,6,collectif,21004E201,Bruxelles
320146,320275,21004E201,AVENUE JEAN DE BOLOGNE,320275,75,1,female,parent,175850,6,collectif,21004E201,Bruxelles
320147,320276,21004E201,AVENUE JEAN DE BOLOGNE,320276,75,1,female,parent,175851,6,collectif,21004E201,Bruxelles
320148,320277,21004E201,AVENUE JEAN DE BOLOGNE,320277,75,1,female,parent,175852,6,collectif,21004E201,Bruxelles
320153,320282,21004E201,AVENUE JEAN DE BOLOGNE,320282,73,1,female,parent,175857,6,collectif,21004E201,Bruxelles
320156,320285,21004E201,AVENUE JEAN DE BOLOGNE,320285,73,1,female,parent,175860,6,collectif,21004E201,Bruxelles
320157,320286,21004E201,AVENUE JEAN DE BOLOGNE,320286,72,1,female,parent,175861,6,collectif,21004E201,Bruxelles
320159,320288,21004E201,AVENUE JEAN DE BOLOGNE,320288,72,1,female,parent,175863,6,collectif,21004E201,Bruxelles
320160,320289,21004E201,AVENUE JEAN DE BOLOGNE,320289,72,1,female,parent,175864,6,collectif,21004E201,Bruxelles
320163,320292,21004E201,AVENUE JEAN DE BOLOGNE,320292,71,1,female,parent,175867,6,collectif,21004E201,Bruxelles
320165,320294,21004E201,AVENUE JEAN DE BOLOGNE,320294,71,1,female,parent,175869,6,collectif,21004E201,Bruxelles
320168,320297,21004E201,AVENUE JEAN DE BOLOGNE,320297,69,1,female,parent,175872,6,collectif,21004E201,Bruxelles
320169,320298,21004E201,AVENUE JEAN DE BOLOGNE,320298,68,1,female,parent,175873,6,collectif,21004E201,Bruxelles
320175,320304,21004E201,AVENUE JEAN DE BOLOGNE,320304,65,1,female,parent,175879,6,collectif,21004E201,Bruxelles
