,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType
289,21012A23-,MACHTENS-SUD,844080,8,1,female,parent,472387,6,collectif,10,Hospital
290,21004E72-,MAISON ROUGE (PLACE)-SUD,347493,8,1,female,parent,192875,6,collectif,10,Hospital
291,21001A74-,SCHEUT-OUEST,101140,14,1,female,parent,54806,6,collectif,10,Hospital
292,21019A34-,EUROPE (QUARTIER DE L'),1290961,10,1,female,parent,718462,6,collectif,10,Hospital
293,21012A03-,RANSFORT,856938,7,0,male,parent,479233,6,collectif,10,Hospital
294,21012A54-,DELHAIZE,817310,7,1,female,parent,457945,6,collectif,10,Hospital
295,21001A80-,SILLON,49889,11,1,female,parent,27873,6,collectif,10,Hospital
296,21013A252,DANEMARK (RUE DE),885935,8,0,male,parent,495221,6,collectif,10,Hospital
297,21015A36-,CAMBIER (AVENUE E.),960021,4,1,female,parent,537751,6,collectif,10,Hospital
298,21014A41-,BOSSUET,927549,12,0,male,parent,519730,6,collectif,10,Hospital
299,21015A421,PALAIS (RUE DE),1038823,9,1,female,parent,578709,6,collectif,10,Hospital
300,21018A00-,TOMBERG,1256094,12,1,female,parent,698911,6,collectif,10,Hospital
301,21008A33-,VAN PAGE-NORD,570823,9,1,female,parent,316934,6,collectif,10,Hospital
302,21012A141,INDEPENDANCE,854650,10,1,female,parent,477884,6,collectif,10,Hospital
303,21010A312,BAECK DUPRE,694305,13,1,female,parent,393492,6,collectif,10,Hospital
304,21001B321,ALBERT I- QUARTIER,58600,6,0,male,parent,32616,6,collectif,10,Hospital
305,21016A342,FOND,1178294,15,1,female,parent,654431,6,collectif,10,Hospital
306,21007A60-,SAINT-ANTOINE,541345,11,1,female,parent,300412,6,collectif,10,Hospital
307,21014A41-,BOSSUET,927308,11,1,female,parent,519489,6,collectif,10,Hospital
308,21012A041,QUATRE VENTS,775422,10,1,female,parent,436428,6,collectif,10,Hospital
309,21006A25-,GIBET,477430,11,1,female,parent,266605,6,collectif,10,Hospital
310,21006A011,CENTRE,482968,13,1,female,parent,269492,6,collectif,10,Hospital
311,21012A11-,INDUSTRIE,858368,10,0,male,parent,480014,6,collectif,10,Hospital
312,21001A112,BIESTEBROEK,128157,15,1,female,parent,68930,6,collectif,10,Hospital
313,21015A22-,MARBOTIN A. (RUE),1076199,12,0,male,parent,597384,6,collectif,10,Hospital
314,21012A60-,LAEKENVELD,795037,13,1,female,parent,446402,6,collectif,10,Hospital
315,21013A23-,ROI (AVENUE DU),887365,8,1,female,parent,495939,6,collectif,10,Hospital
316,21004E130,SACRE-COEUR,337065,11,1,female,parent,187697,6,collectif,10,Hospital
317,21012A041,QUATRE VENTS,775441,8,1,female,parent,436447,6,collectif,10,Hospital
318,21012A21-,MARIE-JOSE BLOCS,827141,10,1,female,parent,463298,6,collectif,10,Hospital
319,21007A252,MESSIDOR II,490999,7,1,female,parent,273699,6,collectif,10,Hospital
320,21015A45-,STEPHENSON (PLACE),1058108,14,1,female,parent,588383,6,collectif,10,Hospital
321,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,341157,12,1,female,parent,189766,6,collectif,10,Hospital
322,21001B10-,ROSEE-EST,114417,15,0,male,parent,61633,6,collectif,10,Hospital
323,21017A13-,BOULEAUX,1202208,12,1,female,parent,668136,6,collectif,10,Hospital
324,21015A53-,DAILLY (PLACE),1001711,14,1,female,parent,559346,6,collectif,10,Hospital
325,21006A011,CENTRE,482979,11,1,female,parent,269503,6,collectif,10,Hospital
326,21004B2NJ,CITE DE LA CHAUSSEE,250828,2,0,male,parent,137071,6,collectif,10,Hospital
327,21004A24-,MARCHE AU PORCS,231582,7,0,male,parent,126232,6,collectif,10,Hospital
328,21002A30-,TRIOMPHE (BOULEVARD DU),146478,14,1,female,parent,79062,6,collectif,10,Hospital
329,21012A611,MEXICO,813645,5,0,male,parent,456237,6,collectif,10,Hospital
330,21010A04-,NOTRE-DAME DE LOURDES,682049,10,1,female,parent,386767,6,collectif,10,Hospital
331,21015A73-,H. EVENEPOEL (RUE),954886,9,1,female,parent,534866,6,collectif,10,Hospital
332,21010A05-,ALBERT (QUARTIER),703431,8,1,female,parent,397958,6,collectif,10,Hospital
333,21010A141,BRUGMANN,720372,8,1,female,parent,407239,6,collectif,10,Hospital
334,21015A421,PALAIS (RUE DE),1039015,5,0,male,parent,578901,6,collectif,10,Hospital
335,21004A71-,BLAES (RUE)-CENTRE,275706,10,0,male,parent,152276,6,collectif,10,Hospital
336,21012A141,INDEPENDANCE,854931,7,0,male,parent,478165,6,collectif,10,Hospital
337,21015A05-,ROYALE SAINTE-MARIE (RUE),1017103,12,0,male,parent,567833,6,collectif,10,Hospital
338,21001B20-,CONSEIL-NORD,63952,9,1,female,parent,35126,6,collectif,10,Hospital
339,21007A60-,SAINT-ANTOINE,541602,14,0,male,parent,300669,6,collectif,10,Hospital
340,21014A04-,HAECHT (CHAUSSEE DE),936404,13,1,female,parent,524394,6,collectif,10,Hospital
341,21012A141,INDEPENDANCE,854955,5,0,male,parent,478189,6,collectif,10,Hospital
342,21012A71-,PIERS,825288,7,0,male,parent,462340,6,collectif,10,Hospital
343,21001B21-,BROGNIEZ-NORD,93885,12,1,female,parent,51064,6,collectif,10,Hospital
344,21001A112,BIESTEBROEK,128370,8,0,male,parent,69143,6,collectif,10,Hospital
345,21001B321,ALBERT I- QUARTIER,58469,10,1,female,parent,32485,6,collectif,10,Hospital
346,21015A00-,COLIGNON (PLACE),1066110,8,0,male,parent,592354,6,collectif,10,Hospital
347,21004E70-,MARIE-CHRISTINE (RUE),311982,9,0,male,parent,174990,6,collectif,10,Hospital
348,21015A111,MAETERLINCK,1028577,6,0,male,parent,573510,6,collectif,10,Hospital
349,21011A02-,JACQUET (RUE DE),753298,5,1,female,parent,424258,6,collectif,10,Hospital
350,21012A10-,DUCHESSE DE BRABANT,777973,5,1,female,parent,437704,6,collectif,10,Hospital
351,21015A05-,ROYALE SAINTE-MARIE (RUE),1017078,14,0,male,parent,567808,6,collectif,10,Hospital
352,21015A77-,R.T.B.,953307,6,1,female,parent,533988,6,collectif,10,Hospital
353,21013A23-,ROI (AVENUE DU),887346,11,1,female,parent,495920,6,collectif,10,Hospital
354,21010A141,BRUGMANN,720321,12,1,female,parent,407188,6,collectif,10,Hospital
355,21012A822,KORENBEEK,850972,8,1,female,parent,475943,6,collectif,10,Hospital
356,21006A323,GERMINAL II,489475,15,1,female,parent,272869,6,collectif,10,Hospital
357,21004E12-,PRINCE LEOPOLD (SQUARE),360704,11,0,male,parent,199834,6,collectif,10,Hospital
358,21012A71-,PIERS,825265,9,0,male,parent,462317,6,collectif,10,Hospital
359,21012A54-,DELHAIZE,817500,6,0,male,parent,458135,6,collectif,10,Hospital
360,21001A80-,SILLON,49887,11,1,female,parent,27871,6,collectif,10,Hospital
361,21018A20-,GEORGES HENRI (AVENUE),1211693,11,1,female,parent,673549,6,collectif,10,Hospital
362,21014A05-,HOUWAERT,944747,7,0,male,parent,528925,6,collectif,10,Hospital
363,21001A72-,OSSEGEM,84704,5,0,male,parent,46456,6,collectif,10,Hospital
364,21010A05-,ALBERT (QUARTIER),703335,14,1,female,parent,397862,6,collectif,10,Hospital
365,21015A152,PR. ELISABETH-NORD,1023554,9,0,male,parent,571079,6,collectif,10,Hospital
366,21019A40-,SAINTE-ALIX,1313820,8,1,female,parent,730975,6,collectif,10,Hospital
367,21008A33-,VAN PAGE-NORD,570831,5,1,female,parent,316942,6,collectif,10,Hospital
368,21012A62-,LIBERATEURS,803634,7,0,male,parent,451140,6,collectif,10,Hospital
369,21002A14-,TEN REUKEN,160398,13,1,female,parent,86795,6,collectif,10,Hospital
370,21001B25-,REVISION-NORD,79976,14,1,female,parent,43760,6,collectif,10,Hospital
371,21010A141,BRUGMANN,720346,9,1,female,parent,407213,6,collectif,10,Hospital
372,21015A13-,PORTAELS (RUE),1072522,12,0,male,parent,595508,6,collectif,10,Hospital
373,21015A03-,JOSAPHAT (RUE),978990,11,1,female,parent,547458,6,collectif,10,Hospital
374,21012A672,ULENS,790242,14,0,male,parent,444225,6,collectif,10,Hospital
375,21001A112,BIESTEBROEK,128339,11,0,male,parent,69112,6,collectif,10,Hospital
376,21004A811,QUAI DU COMMERCE,369247,10,1,female,parent,204700,6,collectif,10,Hospital
377,21004A70-,BLAES (RUE)-SUD,260771,11,1,female,parent,142646,6,collectif,10,Hospital
378,21010A01-,ESSEGHEM,725516,13,1,female,parent,409791,6,collectif,10,Hospital
379,21009A652,HOPITAUX,590491,13,0,male,parent,328811,6,collectif,10,Hospital
380,21015A21-,GUIDO GEZELLE (RUE),1086494,9,1,female,parent,602458,6,collectif,10,Hospital
381,21004D62-,ANVERS (CHAUSSEE D')-NORD,353280,12,0,male,parent,196022,6,collectif,10,Hospital
382,21004E70-,MARIE-CHRISTINE (RUE),312035,6,0,male,parent,175043,6,collectif,10,Hospital
383,21016A601,BOURDON,1144064,13,1,female,parent,635670,6,collectif,10,Hospital
384,21009A2MJ,CAMPUS UNIVERSITAIRE,642154,15,1,female,parent,361904,6,collectif,10,Hospital
385,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,452154,14,1,female,parent,252797,6,collectif,10,Hospital
386,21001A011,KLEINMOLEN,88096,7,0,male,parent,48292,6,collectif,10,Hospital
387,21015A22-,MARBOTIN A. (RUE),1075919,13,1,female,parent,597104,6,collectif,10,Hospital
388,21012A011,CANAL-SUD,860582,16,0,male,parent,481217,6,collectif,10,Hospital
389,21015A77-,R.T.B.,953305,7,1,female,parent,533986,6,collectif,10,Hospital
390,21012A05-,SAINT-JOSEPH,781868,8,1,female,parent,439864,6,collectif,10,Hospital
391,21018A63-,CONSTELLATIONS,1237694,6,1,female,parent,688465,6,collectif,10,Hospital
392,21010A05-,ALBERT (QUARTIER),703789,8,0,male,parent,398316,6,collectif,10,Hospital
393,21001A00-,RESISTANCE,108238,8,0,male,parent,58527,6,collectif,10,Hospital
394,21004G30-,SAINTE-ELISABETH,210289,8,0,male,parent,113316,6,collectif,10,Hospital
395,21012A172,GARE OUEST,773372,7,1,female,parent,435385,6,collectif,10,Hospital
396,21012A10-,DUCHESSE DE BRABANT,777904,13,1,female,parent,437635,6,collectif,10,Hospital
397,21013A422,CRICKX (RUE),873783,7,1,female,parent,488278,6,collectif,10,Hospital
398,21004E72-,MAISON ROUGE (PLACE)-SUD,347495,8,1,female,parent,192877,6,collectif,10,Hospital
399,21010A01-,ESSEGHEM,725832,11,0,male,parent,410107,6,collectif,10,Hospital
400,21006A25-,GIBET,477416,13,1,female,parent,266591,6,collectif,10,Hospital
